"","HHID","PN","MB014","MC150","MC270M1","MC018","MZ216","MQ015","MQ020","MQ025","MQ030","MQ035","MQ066","MQ107","MQ115","MQ121"
"292","012588","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","012596","010",NA,5,NA,5,16,NA,16000,NA,NA,NA,NA,NA,NA,NA
"294","012596","040",NA,5,NA,1,12,NA,16000,NA,NA,NA,NA,NA,NA,NA
"295","012605","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,845,NA,NA
"296","012605","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,245,386,NA
"297","012605","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,845,NA,NA
"298","012605","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,245,386,NA
"299","012611","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","012611","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","012629","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","012629","011",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","012648","040",NA,5,NA,5,12,NA,32000,NA,NA,NA,NA,NA,NA,NA
"304","012666","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,9998,NA,NA
"305","012671","010",NA,5,NA,5,17,1500,NA,NA,NA,NA,NA,NA,NA,NA
"306","012682","010",NA,5,NA,5,12,NA,5000,NA,NA,NA,NA,NA,NA,NA
"307","012682","011",14,5,NA,5,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA
"308","012695","020",NA,5,4,5,16,NA,NA,NA,NA,NA,99999999,NA,NA,NA
"309","012695","030",NA,1,NA,5,17,NA,NA,NA,NA,NA,99999999,NA,NA,NA
"310","012709","020",NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","012715","020",NA,NA,NA,5,16,NA,1500,1500,NA,NA,NA,NA,NA,NA
"312","012715","030",NA,5,NA,5,16,NA,1500,1500,NA,NA,NA,NA,NA,NA
"313","012738","010",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","012738","020",NA,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","012744","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","012744","011",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","012745","010",NA,5,2,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","012745","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","012756","010",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","012756","011",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","012761","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","012762","010",NA,5,NA,5,12,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"323","012762","020",NA,5,NA,5,8,NA,99999999,NA,NA,NA,NA,NA,NA,NA
"324","012765","010",NA,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","012786","010",NA,5,NA,5,17,99999999,NA,NA,NA,NA,NA,NA,NA,NA
"326","012792","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","012821","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","012852","020",NA,5,NA,5,15,18000,NA,NA,NA,NA,NA,NA,NA,NA
"329","012852","020",NA,5,NA,5,15,NA,84000,NA,NA,NA,NA,NA,NA,NA
"330","012852","030",NA,5,NA,5,13,18000,NA,NA,NA,NA,NA,NA,NA,NA
"331","012852","030",NA,5,NA,5,13,NA,84000,NA,NA,NA,NA,NA,NA,NA
"332","012854","010",NA,1,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","012864","020",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,738
"334","012887","010",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,800
"335","012909","020",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","012964","040",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","012967","010",NA,5,NA,5,16,NA,30000,NA,NA,NA,NA,NA,NA,NA
"338","012974","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","012979","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","012979","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","012981","030",NA,5,3,5,12,NA,NA,NA,NA,NA,NA,NA,NA,1400
"342","012987","020",NA,1,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","013062","010",NA,1,NA,5,12,NA,10000,NA,NA,NA,NA,NA,NA,NA
"344","013063","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,99999998,NA,NA,NA
"345","013137","020",NA,5,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","013137","021",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","013140","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","013140","040",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","013142","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","013142","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","013158","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,4253
"352","013176","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","013189","020",NA,5,NA,5,0,99999999,NA,NA,99999999,NA,NA,NA,NA,NA
"354","013189","030",NA,5,NA,5,16,99999999,NA,NA,99999999,NA,NA,NA,NA,NA
"355","013194","010",NA,5,NA,5,14,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"356","013194","010",NA,5,NA,5,14,NA,6000,NA,NA,NA,NA,738,NA,NA
"357","013194","011",NA,5,NA,5,12,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"358","013194","011",NA,5,NA,5,12,NA,6000,NA,NA,NA,NA,738,NA,NA
"359","013208","010",NA,5,NA,5,13,99999998,99999998,NA,NA,NA,NA,NA,NA,NA
"360","013208","040",NA,5,NA,5,13,99999998,99999998,NA,NA,NA,NA,NA,NA,NA
"361","013211","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","013216","010",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","013231","010",NA,5,NA,5,14,99999998,NA,NA,NA,NA,NA,100,NA,NA
"364","013231","020",NA,NA,NA,5,7,99999998,NA,NA,NA,NA,NA,100,NA,NA
"365","013238","010",NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","013286","010",NA,1,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","013286","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","013296","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","013305","030",NA,5,NA,5,13,99999999,99999999,99999999,NA,99999999,NA,NA,NA,NA
"370","013317","010",NA,1,NA,1,13,NA,NA,NA,NA,NA,NA,590,NA,NA
"371","013318","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","013318","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","013344","010",NA,5,NA,5,17,24000,NA,NA,NA,NA,NA,NA,NA,NA
"374","013344","040",NA,5,NA,5,16,24000,NA,NA,NA,NA,NA,NA,NA,NA
"375","013371","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","013371","012",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","013390","020",NA,5,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","013390","021",NA,5,4,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","013392","020",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","013399","010",NA,5,NA,5,10,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"381","013418","010",NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","013418","010",NA,1,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","013418","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","013418","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","013433","030",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","013465","010",NA,5,NA,5,11,0,NA,NA,NA,NA,NA,NA,NA,NA
"387","013465","040",NA,5,NA,5,11,0,NA,NA,NA,NA,NA,NA,NA,NA
"388","013518","040",NA,5,NA,5,12,NA,50000,NA,NA,NA,NA,NA,NA,NA
"389","013527","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","013527","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","013527","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","013527","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","013547","020",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","013552","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","013552","030",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","013560","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","013561","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","013573","010",NA,5,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","013573","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","013583","030",NA,5,NA,5,12,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"401","013590","030",NA,5,NA,5,12,NA,28000,NA,NA,NA,NA,NA,NA,NA
"402","013590","040",NA,5,NA,5,12,NA,28000,NA,NA,NA,NA,NA,NA,NA
"403","013595","011",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","013598","010",NA,5,97,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","013598","020",NA,5,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","013600","010",NA,5,6,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","013600","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","013601","040",NA,5,98,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","013612","010",NA,5,NA,5,15,NA,22000,NA,NA,NA,2000,NA,NA,NA
"410","013631","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","013635","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","013635","020",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","013637","010",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","013637","040",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","013656","040",NA,5,NA,5,12,7200,NA,NA,NA,NA,NA,NA,300,NA
"416","013671","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","013671","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","013699","010",NA,5,NA,5,14,99999999,NA,NA,NA,NA,NA,NA,NA,NA
"419","013734","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","013734","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","013738","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","013738","020",NA,5,98,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","013753","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","013753","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","013757","030",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,243
"426","013784","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","013784","040",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","013802","020",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","013808","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","013813","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","013814","010",NA,5,NA,5,16,NA,25000,NA,NA,NA,5000,NA,NA,NA
"432","013814","040",NA,5,NA,5,13,NA,25000,NA,NA,NA,5000,NA,NA,NA
"433","013815","010",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","013816","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","013816","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","013817","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","013817","010",NA,5,NA,1,17,NA,800,NA,NA,NA,NA,600,NA,NA
"438","013817","011",NA,1,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","013817","011",NA,1,NA,5,14,NA,800,NA,NA,NA,NA,600,NA,NA
"440","013817","040",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","013817","040",NA,5,NA,5,17,NA,800,NA,NA,NA,NA,600,NA,NA
"442","013817","041",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","013817","041",NA,1,NA,5,13,NA,800,NA,NA,NA,NA,600,NA,NA
"444","013820","010",NA,1,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","013820","020",NA,NA,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","013857","010",NA,5,NA,5,8,16000,NA,NA,NA,NA,NA,NA,NA,NA
"447","013857","020",NA,5,2,5,12,16000,NA,NA,NA,NA,NA,NA,NA,NA
"448","013858","020",NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","013858","030",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","013894","010",NA,5,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","013894","011",13,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","013897","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","013899","040",NA,5,NA,5,17,NA,43000,NA,NA,NA,NA,NA,NA,NA
"454","013899","041",NA,5,NA,5,12,NA,43000,NA,NA,NA,NA,NA,NA,NA
"455","013902","010",NA,5,2,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","013902","020",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","013912","010",NA,5,NA,5,10,1000,NA,NA,NA,NA,NA,NA,NA,NA
"458","013912","020",NA,5,NA,5,12,1000,NA,NA,NA,NA,NA,NA,NA,NA
"459","013915","011",NA,5,NA,5,12,NA,99999998,NA,NA,NA,NA,NA,NA,NA
"460","013916","010",NA,5,NA,5,17,NA,80000,70000,NA,NA,5000,NA,NA,NA
"461","013916","040",NA,5,NA,5,12,NA,80000,70000,NA,NA,5000,NA,NA,NA
"462","013965","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","013965","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","013974","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","014024","020",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","014024","030",NA,1,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","014028","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","014028","020",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","014033","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","014043","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","014043","020",NA,5,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","014069","010",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","014069","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","014072","010",NA,5,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","014072","040",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","014080","030",NA,5,NA,1,17,NA,0,12000,NA,NA,NA,NA,NA,NA
"477","014081","010",NA,5,NA,5,12,28000,NA,99999998,NA,NA,NA,NA,NA,NA
"478","014081","040",NA,5,1,5,12,28000,NA,99999998,NA,NA,NA,NA,NA,NA
"479","014085","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","014092","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","014092","040",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","014098","010",NA,5,NA,5,10,NA,50200,NA,NA,NA,NA,NA,NA,NA
"483","014104","020",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","014115","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","014115","021",NA,1,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","014129","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","014136","040",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","014137","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","014137","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","014149","020",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","014149","030",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","014157","010",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","014159","030",NA,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","014167","010",NA,5,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","014167","040",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","014179","010",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","014179","040",NA,5,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","014188","020",NA,1,NA,5,10,NA,2000,NA,NA,NA,NA,NA,NA,NA
"499","014188","030",NA,5,NA,1,7,NA,2000,NA,NA,NA,NA,NA,NA,NA
"500","014193","010",NA,5,NA,5,12,NA,5000,NA,NA,NA,NA,NA,NA,1400
"501","014193","040",NA,5,NA,5,14,NA,5000,NA,NA,NA,NA,NA,NA,1400
"502","014199","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","014202","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","014212","010",NA,5,98,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","014212","020",NA,5,98,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","014214","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","014215","030",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","014223","010",NA,5,6,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","014234","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","014234","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","014234","010",NA,5,NA,5,12,NA,103000,NA,NA,NA,NA,NA,NA,NA
"512","014234","011",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","014234","011",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","014234","011",NA,5,NA,1,17,NA,103000,NA,NA,NA,NA,NA,NA,NA
"515","014234","041",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","014234","041",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","014234","041",NA,5,NA,5,16,NA,103000,NA,NA,NA,NA,NA,NA,NA
"518","014247","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","014247","040",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","014251","010",NA,5,NA,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","014252","010",NA,5,2,1,14,NA,61000,NA,NA,NA,NA,NA,NA,NA
"522","014253","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","014259","020",NA,NA,NA,5,12,10000,NA,NA,NA,NA,NA,NA,NA,NA
"524","014259","030",NA,5,NA,5,16,10000,NA,NA,NA,NA,NA,NA,NA,NA
"525","014270","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,9999,NA,NA
"526","014270","040",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,9999,NA,NA
"527","014272","010",NA,5,NA,5,9,NA,5000,NA,NA,NA,5000,NA,NA,NA
"528","014272","011",NA,5,NA,1,12,NA,5000,NA,NA,NA,5000,NA,NA,NA
"529","014275","010",NA,5,NA,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","014307","010",NA,5,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","014332","010",NA,1,NA,5,12,NA,28000,NA,NA,NA,NA,NA,NA,NA
"532","014332","010",NA,1,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","014332","011",NA,5,NA,5,99,NA,28000,NA,NA,NA,NA,NA,NA,NA
"534","014332","011",NA,5,NA,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","014341","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","014349","040",NA,5,NA,5,12,NA,20000,NA,NA,NA,NA,NA,NA,NA
"537","014359","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","014359","020",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","014397","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","014397","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","014411","010",NA,1,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","014420","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","014420","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","014427","010",NA,5,NA,5,12,170000,NA,NA,NA,NA,NA,NA,NA,NA
"545","014427","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","014427","040",NA,5,NA,5,12,170000,NA,NA,NA,NA,NA,NA,NA,NA
"547","014427","040",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","014427","041",12,NA,NA,5,99,170000,NA,NA,NA,NA,NA,NA,NA,NA
"549","014427","041",12,NA,NA,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","014430","010",NA,5,NA,5,13,NA,22000,NA,NA,NA,NA,NA,NA,NA
"551","014430","020",NA,5,NA,5,12,NA,22000,NA,NA,NA,NA,NA,NA,NA
"552","014434","020",NA,5,2,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","014434","030",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","014436","020",NA,5,NA,5,14,4000,NA,NA,NA,NA,NA,NA,NA,NA
"555","014436","021",NA,5,NA,5,12,4000,NA,NA,NA,NA,NA,NA,NA,NA
"556","014449","010",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","014449","040",NA,5,NA,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","014455","011",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","014456","010",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","014456","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","014458","030",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","014458","031",NA,5,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","014568","020",NA,1,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","014578","010",NA,5,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","014578","040",NA,5,NA,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","014587","010",NA,5,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","014587","011",NA,5,2,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","014605","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","014605","040",NA,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","014617","020",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","014619","020",NA,5,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","014619","021",NA,5,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","014624","010",NA,5,NA,5,16,18000,NA,NA,NA,NA,NA,NA,NA,NA
"574","014624","040",NA,5,NA,5,16,18000,NA,NA,NA,NA,NA,NA,NA,NA
"575","014640","010",NA,1,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","014655","030",NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","014672","040",NA,5,NA,5,8,0,99999998,NA,NA,NA,NA,NA,NA,NA
"578","014674","010",NA,1,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","014681","010",NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,208,NA,NA
"580","014681","040",NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,208,NA,NA
"581","014701","010",NA,5,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","014711","010",NA,5,NA,1,10,99999998,99999998,NA,NA,NA,NA,600,NA,NA
"583","014711","010",NA,5,NA,1,10,NA,8000,NA,NA,NA,1300,NA,NA,NA
"584","014711","011",NA,1,NA,5,12,99999998,99999998,NA,NA,NA,NA,600,NA,NA
"585","014711","011",NA,1,NA,5,12,NA,8000,NA,NA,NA,1300,NA,NA,NA
"586","014726","010",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","014726","040",NA,5,NA,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
