"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OX003_R","OX007_R","OZ077_R","OX060_R","OX065_R","OZ066_R","OX004_R","OX067_R","OZ008_R","OZ009_R","OZ010_R","OZ011_R","OZ012_R","OZ013_R","OZ014_R","OZ015_R","OZ016_R","OZ076","OZ078","OZ080","OZ081","OZ087","OZ089","OZ090","OZ092","OZ093","OZ095","OZ096","OZ098","OZ099","OZ100","OZ101","OZ102","OZ103","OZ104","OZ105","OZ106","OZ107","OZ108","OZ110","OZ112","OZ113","OZ114","OZ117","OZ118","OZ119","OZ120","OZ122","OZ123","OZ124","OZ125","OZ126","OZ127","OZ134","OZ136","OZ137","OZ138","OZ151","OZ153","OZ154","OZ155","OZ156","OZ157","OZ158","OZ159","OZ160","OZ161","OZ162","OZ163","OZ164","OZ165","OZ166","OZ167","OZ168","OZ169","OZ170","OZ171","OZ172","OZ173","OZ174","OZ175","OZ176","OZ177","OZ178","OZ179","OZ180","OZ181","OZ182","OZ183","OZ184","OZ185","OZ186","OZ187","OZ188","OZ189","OZ190","OZ198","OZ199","OZ201","OZ204","OZ205","OZ206","OZ211","OZ212","OZ213","OZ216","OZ219","OZ230","OZ231","OZ232","OX090_R","OX501_R","OX502_R","OX503_R","OX504_R","OX505_R","OX506_R","OX507_R","OX508_R","OX509_R","OX510_R","OX511_R","OX512_R","OX513_R","OX514_R","OX515_R","OX516_R","OX517_R","OX518_R","OX519_R","OX520_R","OX521_R","OX522_R","OX523_R","OX524_R","OX525_R","OZ240","OZ241","OZ242","OZ244","OZ246","OZ254","OZ255","OZ256","OZ257","OZ258","OZ260","OZ261","OZ262","OZ264","OZ265","OZ266","OZ267","OZ269","OZ270","OZ274","OZ275","OZ276","OVDATE","OVERSION","year"
"279","052413","020","0","0",NA,1,1,1,1,3,3,2,6,6,10,1940,5,8,3,1,2,5,5,5,5,1,1,5,1,1,1,5,9,2012,1,NA,5,5,5,1,1,1,5,5,5,5,1,5,5,1,20,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,5,1,1,7,7,6,1,1,5,5,1,2,1,2,1,1,2,2,2,1,1,2,2,3,3,2,2,3,1,1,1,87,90,2,2,1,5,5,1,5,633,5,1,1,NA,NA,5,5,5,1,5,0,1,NA,6,5,5,1,2,2,"14"
"280","052459","010","0","0",NA,1,1,1,1,3,3,2,6,6,11,1937,5,8,3,2,2,5,5,5,5,1,1,5,1,3,1,5,6,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,2,1,9,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,1,0,0,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,45000,45000,0,0,0,0,0,0,0,0,15000,15000,0,0,5001,24999,0,0,0,0,0,0,0,0,1,NA,5,1,1,1,1,11,1,1,5,5,1,2,2,2,2,1,2,1,1,2,1,1,1,1,3,2,3,3,1,1,3,60,24,7,2,2,5,5,1,NA,668,5,1,1,NA,NA,1,5,5,1,5,216000,4,NA,4,5,5,1,2,2,"14"
"281","053087","020","0","0",NA,1,1,1,1,3,4,1,6,1,1,1931,5,4,1,4,1,5,5,5,5,1,1,1,NA,2,5,5,8,2012,1,NA,1,5,5,1,5,5,1,5,1,5,1,5,2,1,8,5,5,5,5,5,1,1,1,1,5,3,1,20,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,4,12,1,1,5,5,3,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,71,39,4,1,1,1,5,1,NA,336,1,1,NA,NA,1,5,5,5,1,5,NA,1,5,6,5,5,1,3,2,"14"
"282","053095","041","5","5","841",1,1,1,1,3,3,1,1,1,11,1945,5,11,8,3,1,5,5,5,5,1,1,1,5,3,5,5,5,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,170000,170000,118000,118000,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,35000,35000,0,0,9000,9000,0,0,20000,20000,50000,50000,0,0,0,0,0,0,1,NA,1,1,1,1,4,16,5,1,5,5,3,2,2,2,1,2,1,1,1,1,1,2,1,3,2,3,2,1,3,1,3,100,73,2,1,2,1,5,1,NA,48,1,1,NA,NA,5,5,5,5,5,5,160000,1,5,4,1,5,1,6,2,"14"
"283","053536","010","0","0",NA,1,1,1,1,3,3,1,6,6,2,1935,5,1,2,1,1,5,5,5,5,1,1,5,NA,1,5,5,11,2012,1,NA,5,5,5,1,1,5,5,5,5,5,1,5,5,5,0,5,5,5,1,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,60000,60000,0,0,0,0,0,0,0,0,0,0,20000,20000,0,99999996,0,0,0,0,0,99999996,0,0,0,99999996,0,99999996,25000,25000,0,0,0,0,0,0,0,0,1,2007,1,1,1,1,1,12,1,1,5,5,3,1,2,1,2,1,2,1,2,2,1,1,2,2,3,1,3,1,2,1,2,91,89,6,1,1,5,5,1,NA,624,1,1,NA,NA,5,5,5,5,1,5,950000,2,NA,1,5,1,1,6,2,"14"
"284","053892","010","0","0","020",1,1,1,1,3,3,1,1,1,12,1938,5,9,2,2,2,5,5,5,5,1,1,1,5,2,5,1,7,2012,1,NA,5,5,5,1,1,5,5,1,5,5,5,5,5,1,2,5,5,5,5,5,1,1,1,NA,5,1,2,4,4,1,0,0,200000,200000,5001,19999,0,0,0,0,0,0,0,0,0,0,0,99999996,0,99999996,0,0,0,99999996,0,0,0,99999996,0,99999996,0,99999996,0,0,0,0,0,0,0,0,1,1982,5,1,NA,0,2,15,5,1,5,5,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,3,1,3,3,2,3,64,2,1,2,2,1,5,2,NA,646,1,1,NA,NA,NA,5,5,5,1,5,1008000,6,1,1,5,5,1,2,2,"14"
"285","053901","030","0","0",NA,1,1,1,1,3,1,1,6,1,3,1944,5,2,1,2,2,5,5,5,5,1,1,1,5,3,5,5,6,2012,1,NA,5,5,5,1,5,1,5,5,5,5,1,5,5,1,13,5,5,5,5,5,5,1,1,1,5,3,NA,NA,NA,1,0,0,290000,290000,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,15000,15000,5000,5000,0,0,20000,20000,0,0,1,2001,5,1,1,0,2,14,1,1,5,5,1,2,2,2,1,1,1,1,2,1,1,2,3,1,3,2,2,1,1,2,3,3,82,4,2,2,1,5,2,5,469,1,1,NA,NA,NA,5,5,5,1,5,297000,3,5,1,1,3,5,4,2,"14"
"286","054017","020","0","0",NA,1,1,1,1,3,3,2,6,6,1,1937,5,6,2,2,1,5,5,5,5,1,1,5,1,3,5,5,6,2012,1,NA,5,5,5,1,1,1,5,1,5,1,1,5,2,1,6,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,0,5000,5000,0,0,0,0,0,0,0,0,1,2003,5,1,1,3,2,17,1,1,5,5,3,2,1,2,2,2,2,1,1,1,2,1,3,2,2,3,3,1,1,2,1,28,42,6,1,1,5,5,1,NA,168,5,1,1,NA,1,1,5,5,1,5,12000,1,NA,1,1,2,1,6,2,"14"
"287","054387","010","0","0","020",1,1,1,1,3,3,2,1,1,10,1935,5,3,2,3,1,5,5,5,5,1,1,1,5,3,1,5,7,2012,1,NA,5,5,5,5,5,5,5,1,5,5,1,5,5,1,14,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,85000,85000,15000,15000,0,0,0,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,10000,10000,0,0,0,0,4500,4500,0,0,1,NA,1,1,1,3,4,12,5,1,5,5,1,1,1,2,1,2,1,1,1,2,1,1,3,1,1,3,3,2,3,2,1,50,16,4,2,1,5,5,1,NA,611,1,1,1,NA,NA,5,5,5,1,5,90900,2,NA,2,1,3,1,3,2,"14"
"288","054387","020","0","0","010",5,5,5,2,4,4,1,1,1,3,1933,5,2,3,4,2,1,5,5,5,1,1,1,NA,1,1,5,7,2012,1,NA,5,5,5,1,5,1,5,1,5,5,1,5,2,1,14,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1999,1,1,1,NA,NA,12,5,1,5,5,1,1,2,2,1,1,1,1,2,1,2,3,3,1,3,2,1,1,1,3,2,52,61,4,2,2,5,5,1,NA,114,1,1,NA,NA,NA,5,5,5,1,5,NA,5,NA,1,1,3,1,3,2,"14"
"289","054772","010","0","0","020",1,1,1,1,3,3,2,1,1,8,1936,5,2,3,1,1,5,5,5,5,1,1,1,5,1,5,5,8,2012,1,NA,5,5,5,5,5,1,5,5,5,5,5,5,2,1,0,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,380000,380000,0,0,0,0,0,0,0,0,0,0,0,0,586000,586000,147000,147000,126000,126000,8000,8000,0,0,135000,135000,0,0,160000,160000,0,0,0,0,4000,4000,0,0,1,NA,1,1,1,1,0,14,5,5,5,5,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,3,2,2,3,70,32,5,2,1,5,5,2,NA,793,1,1,1,NA,NA,5,5,5,1,5,1538000,6,NA,2,1,3,1,3,2,"14"
"290","054772","020","0","0","010",5,5,5,2,4,4,1,1,1,2,1937,5,3,2,4,2,5,5,5,5,1,1,1,NA,1,1,1,8,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,2,1,0,1,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,0,15,5,1,5,5,1,1,2,1,1,1,1,1,2,1,2,3,3,2,3,3,3,3,3,1,1,33,87,5,2,2,5,5,1,NA,284,1,1,NA,NA,NA,5,5,5,1,5,NA,2,NA,4,1,3,1,3,2,"14"
"291","054795","010","1","1",NA,1,1,1,1,3,3,2,6,6,4,1938,5,6,1,2,2,5,5,5,5,1,1,4,NA,3,5,5,7,2012,1,NA,5,5,5,1,5,1,5,5,5,5,1,5,5,1,3,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46000,46000,0,0,1300,1300,0,0,7000,7000,0,0,0,0,0,0,0,0,1,NA,5,1,1,0,1,15,1,1,5,5,1,2,1,1,1,1,2,2,2,2,1,2,3,3,2,2,2,3,1,2,1,12,60,6,2,1,5,5,1,NA,871,5,1,1,NA,NA,5,5,5,1,5,154300,5,NA,6,1,3,1,3,2,"14"
"292","055145","010","0","0","040",1,5,1,1,1,1,1,1,1,12,1938,5,11,11,2,1,5,5,5,5,1,1,1,5,2,5,5,5,2012,1,NA,5,5,5,1,5,1,5,5,5,5,1,5,1,5,8,5,5,5,1,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,240000,240000,0,0,0,0,0,0,0,0,0,0,0,0,400001,99999996,10001,24999,0,0,0,0,0,0,5001,49999,0,0,5000,5000,0,0,0,0,0,99999996,0,0,1,NA,1,1,1,0,3,12,1,1,5,5,3,1,1,1,2,1,1,1,2,2,2,2,1,2,3,2,1,1,2,2,3,8,37,5,1,1,1,5,1,NA,140,1,1,NA,NA,1,5,5,5,5,5,1122557,3,1,6,5,5,1,3,2,"14"
"293","056051","010","1","1",NA,1,1,1,1,3,3,2,6,6,8,1935,5,9,6,2,1,5,5,5,5,1,1,5,1,1,5,5,5,2012,1,NA,5,5,5,5,1,5,1,1,5,1,1,5,2,1,16,5,5,5,1,5,5,1,1,NA,5,NA,NA,NA,NA,5,0,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,0,0,1,1999,1,1,1,3,3,9,5,1,5,1,3,2,2,1,2,1,1,1,1,2,1,2,1,3,3,1,2,3,3,3,1,15,64,3,1,2,5,5,1,NA,903,1,1,1,NA,1,5,5,5,1,5,62000,4,NA,6,1,5,1,2,2,"14"
"294","056092","010","0","0","020",1,1,1,1,3,3,2,1,1,9,1938,5,1,2,1,2,5,5,5,5,1,1,1,5,3,5,5,7,2012,1,NA,5,5,5,1,5,5,5,5,5,1,1,5,2,1,2,5,5,5,5,5,1,5,1,1,5,5,1,20,44,5,0,0,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,3000,3000,0,0,1,NA,5,NA,NA,1,0,12,5,1,5,5,1,2,1,1,2,1,1,1,2,2,2,1,2,1,3,2,1,2,2,2,3,42,9,8,2,2,5,5,1,1,229,5,1,NA,NA,NA,5,5,5,1,5,151000,2,NA,1,1,3,1,4,2,"14"
"295","056092","020","0","0","010",5,5,5,2,4,4,1,1,1,7,1934,5,2,1,2,1,5,5,5,5,1,1,1,NA,1,5,5,7,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,5,2,1,2,5,5,5,5,5,1,5,1,1,5,5,2,168,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,2,4,16,5,1,5,5,1,1,1,1,1,2,2,2,1,1,1,2,3,3,2,1,2,1,2,2,1,15,63,8,2,1,1,5,1,NA,500,1,1,NA,NA,NA,5,5,5,5,5,NA,6,1,3,5,3,1,4,2,"14"
"296","056138","010","0","0","040",1,5,1,1,1,1,1,1,1,11,1933,5,11,7,4,1,5,5,5,5,1,1,1,5,2,5,5,9,2012,1,NA,5,5,5,5,5,1,5,5,5,5,1,5,2,1,5,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,75000,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,5000,5000,0,0,0,0,0,0,0,0,1,NA,5,1,NA,2,2,12,5,1,5,5,1,2,2,1,1,1,2,1,2,2,1,3,1,1,1,3,1,1,3,3,2,14,17,8,2,1,1,5,1,5,427,1,1,NA,NA,NA,5,5,5,5,5,81500,5,5,3,5,5,1,4,2,"14"
"297","056138","040","0","0","010",5,1,5,2,2,2,2,1,1,1,1952,5,7,11,2,2,1,5,5,5,1,1,1,NA,1,5,5,9,2012,1,NA,5,1,5,1,5,5,5,1,1,1,5,NA,NA,1,5,5,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,12,1,1,5,5,1,1,2,1,2,1,1,2,2,2,2,1,3,1,3,3,3,1,2,1,3,76,49,8,2,2,5,5,1,NA,896,1,1,1,NA,NA,1,5,5,1,5,NA,4,NA,1,5,NA,1,4,2,"14"
"298","056469","010","0","0",NA,1,1,1,1,3,3,2,6,6,2,1934,5,9,7,1,2,5,5,5,5,1,1,6,NA,1,5,5,5,2012,1,NA,5,5,5,5,1,5,5,1,1,5,5,5,5,1,2,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,1,1,1,0,0,12,5,1,5,5,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,1,2,1,52,82,5,2,1,5,5,1,NA,739,1,1,NA,NA,NA,5,5,5,5,5,5000,3,NA,1,5,5,1,3,2,"14"
"299","056540","010","0","0","011",5,1,1,2,3,3,1,1,1,12,1935,5,10,7,1,1,1,5,5,5,1,1,1,NA,2,5,5,5,2013,1,NA,5,5,5,1,5,1,5,5,5,5,1,5,5,5,13,1,NA,5,1,5,5,1,1,1,5,3,NA,NA,NA,5,0,0,250000,250000,170000,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,0,0,0,0,0,0,0,1,NA,5,1,1,NA,NA,11,5,5,5,5,1,2,1,1,1,2,1,2,2,1,2,1,1,2,3,2,1,1,1,1,3,14,56,4,2,1,1,5,1,NA,454,1,1,NA,NA,NA,5,5,5,5,5,92000,2,5,1,1,5,1,3,2,"14"
"300","056540","011","0","0","010",1,5,5,1,4,4,2,1,1,4,1958,5,7,10,4,2,1,5,5,5,1,1,1,5,3,NA,5,5,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,13,5,NA,5,5,5,1,5,5,5,5,5,1,38,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,6,5,5,5,5,1,1,2,1,2,2,1,1,1,1,2,2,2,2,3,1,2,1,3,1,3,22,86,4,2,2,5,5,1,NA,684,1,1,NA,NA,NA,5,5,5,5,5,NA,6,NA,3,5,NA,5,3,2,"14"
"301","057117","010","0","0","020",5,1,1,2,3,3,2,1,1,8,1939,5,11,8,1,2,5,5,5,5,1,1,1,5,1,5,5,8,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,70,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,5001,24999,0,0,0,0,500,500,0,0,1,NA,1,1,1,5,2,6,5,1,5,5,3,1,1,1,1,1,2,1,2,1,1,1,3,2,2,3,2,1,1,1,3,36,21,2,1,1,5,5,1,NA,132,1,1,NA,NA,1,5,5,5,1,5,97500,4,NA,5,5,5,1,3,2,"14"
"302","057117","020","0","0","010",1,5,5,1,4,4,1,1,1,8,1938,5,8,11,4,1,5,5,5,5,1,1,1,NA,3,5,5,8,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,5,5,1,70,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,4,6,7,5,1,5,5,3,2,1,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,68,37,2,1,2,5,5,1,NA,736,1,1,NA,NA,1,5,5,5,5,5,NA,6,NA,1,1,5,1,3,2,"14"
"303","057339","010","1","1",NA,1,1,1,1,3,3,2,6,6,2,1940,5,7,4,1,1,5,5,5,5,1,1,4,NA,1,1,5,7,2012,1,NA,5,1,5,1,5,5,5,1,5,5,1,5,2,1,5,5,5,5,5,1,5,5,1,NA,1,1,NA,NA,NA,5,0,0,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,3,12,1,1,5,5,1,1,2,1,2,2,2,1,2,1,1,3,2,3,2,3,1,2,2,1,1,33,22,1,2,1,5,5,1,NA,282,1,1,1,NA,NA,5,5,5,1,5,153000,1,NA,5,5,5,1,3,2,"14"
"304","057506","010","1","1",NA,1,1,1,1,3,3,1,6,6,9,1940,5,5,11,1,2,5,5,5,5,1,1,4,NA,1,5,1,5,2012,1,NA,5,5,5,1,5,1,5,1,5,5,1,5,5,5,3,5,5,5,1,5,5,1,1,NA,5,3,NA,NA,NA,5,0,0,64000,64000,0,0,0,0,0,0,0,0,0,0,0,0,60000,60000,30000,30000,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,1,NA,5,1,NA,2,1,12,1,1,5,5,3,2,1,2,1,2,1,2,1,2,2,3,3,3,1,1,3,2,2,1,3,52,42,8,1,1,5,5,1,1,217,1,1,NA,NA,1,5,5,5,5,5,110000,1,NA,3,1,3,5,2,2,"14"
"305","057506","040","2","2",NA,1,1,1,1,3,3,2,6,6,7,1946,5,10,3,1,1,5,5,5,5,1,1,4,NA,3,5,5,8,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,2,5,5,5,1,1,5,5,1,NA,5,1,NA,NA,NA,5,0,0,59000,59000,165000,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,2,12,1,1,5,1,3,2,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,1,1,1,2,2,64,2,1,2,5,5,1,NA,450,1,1,NA,NA,5,5,5,5,5,5,-106000,4,NA,1,1,5,1,2,2,"14"
"306","057541","010","0","0",NA,1,1,1,1,3,3,2,6,6,10,1940,5,5,6,2,1,5,5,5,5,1,1,4,NA,3,5,5,5,2012,1,NA,5,5,5,1,1,1,1,1,5,5,1,5,1,1,3,5,5,5,5,1,5,1,1,NA,5,1,NA,NA,NA,5,0,0,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,1,1,1,0,0,11,1,1,5,5,1,1,2,2,1,1,1,2,1,2,1,2,2,3,3,3,3,1,2,1,2,41,53,7,2,2,5,5,1,NA,973,5,1,NA,NA,NA,5,5,5,1,5,29000,1,NA,2,1,1,1,2,2,"14"
"307","057921","010","0","0",NA,1,1,1,1,3,3,2,6,6,11,1932,5,8,4,3,1,5,5,5,5,1,1,5,NA,2,1,5,5,2012,1,NA,5,5,5,1,5,5,1,1,5,1,1,5,2,1,14,5,5,5,1,5,5,1,1,NA,1,1,NA,NA,NA,5,0,0,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,1,NA,5,1,1,1,0,5,1,1,5,5,2,1,2,1,2,1,2,2,1,1,1,2,3,3,1,1,1,2,3,2,1,8,70,4,2,2,5,5,2,NA,28,5,1,NA,NA,NA,1,5,1,1,5,35500,1,NA,6,1,3,1,2,2,"14"
"308","058508","010","0","0","020",5,5,1,2,1,1,1,1,1,8,1934,5,4,4,4,1,5,5,5,5,1,1,1,NA,3,5,5,11,2012,1,NA,5,5,5,1,1,5,5,1,5,5,1,5,5,1,4,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,70000,70000,8000,8000,500,500,0,0,0,0,8000,8000,0,0,10000,10000,0,0,0,0,2000,2000,0,0,1,2010,5,1,1,3,0,12,1,1,5,5,1,1,1,1,1,1,2,1,2,2,2,2,3,2,2,1,3,3,3,1,2,95,88,3,2,1,1,5,1,NA,541,1,1,NA,NA,NA,5,5,5,1,5,124500,6,5,5,5,5,1,2,2,"14"
"309","058508","020","0","0","010",1,1,5,1,2,2,2,1,1,7,1935,5,4,4,2,2,5,5,5,5,1,1,1,5,1,5,5,11,2012,1,NA,5,5,5,1,5,5,5,1,5,5,1,5,5,1,4,5,5,5,1,5,5,1,1,1,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2008,5,1,1,0,2,14,1,1,5,5,1,1,2,1,2,1,1,2,1,1,1,2,3,3,1,1,2,1,2,3,3,62,52,4,2,2,5,5,1,NA,28,5,1,NA,NA,NA,5,5,5,1,5,NA,6,NA,6,1,5,1,2,2,"14"
"310","059007","010","0","0",NA,1,1,1,1,3,3,2,6,6,4,1941,5,11,2,3,2,5,5,5,5,1,1,5,1,2,5,5,5,2012,1,NA,5,5,5,1,1,1,1,5,5,1,1,5,5,1,8,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,8000,8000,0,0,0,0,1000,1000,0,0,5,2010,5,1,1,5,5,12,1,1,5,5,3,2,2,1,1,2,2,2,2,1,1,1,1,3,3,3,3,2,3,2,3,47,39,6,1,2,5,5,1,5,468,1,1,1,NA,5,1,5,5,5,5,50000,2,NA,6,5,5,5,7,2,"14"
"311","059279","010","0","0",NA,1,1,1,1,3,3,2,6,6,3,1937,5,10,10,2,2,5,5,5,5,1,1,5,NA,3,1,5,5,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,2,1,20,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,28000,28000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,2000,2000,0,0,0,0,0,0,0,0,1,NA,5,1,NA,1,6,10,1,1,5,5,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,3,3,1,3,3,89,35,6,2,1,5,5,1,NA,30,1,1,1,NA,NA,5,5,5,5,5,18700,6,NA,2,5,5,5,3,2,"14"
"312","059625","010","0","0",NA,1,1,1,1,3,3,1,6,6,1,1941,5,1,9,2,1,5,5,5,5,1,1,4,NA,3,1,5,11,2012,1,NA,5,1,5,1,5,1,5,1,5,5,1,5,5,1,25,5,5,5,5,1,5,5,1,NA,1,NA,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,0,12,1,1,5,5,1,1,1,1,2,1,1,2,2,1,1,3,2,2,1,1,1,2,1,1,2,87,16,5,2,2,5,5,1,NA,745,1,1,NA,NA,NA,5,5,5,5,5,100,3,NA,3,1,5,1,2,2,"14"
"313","059903","010","0","0",NA,1,1,1,1,3,3,2,6,6,5,1938,5,1,8,2,1,5,5,5,5,1,1,5,1,1,5,5,7,2012,1,NA,5,5,5,1,5,5,5,1,5,5,1,5,5,1,6,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,5,12,5,1,5,1,3,1,2,1,1,1,1,1,1,2,1,3,1,2,3,2,2,3,2,2,2,9,98,6,1,1,5,5,1,NA,349,1,1,NA,NA,1,5,5,5,1,5,30500,5,NA,4,5,5,1,4,2,"14"
