"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OX003_R","OX007_R","OZ077_R","OX060_R","OX065_R","OZ066_R","OX004_R","OX067_R","OZ008_R","OZ009_R","OZ010_R","OZ011_R","OZ012_R","OZ013_R","OZ014_R","OZ015_R","OZ016_R","OZ076","OZ078","OZ080","OZ081","OZ087","OZ089","OZ090","OZ092","OZ093","OZ095","OZ096","OZ098","OZ099","OZ100","OZ101","OZ102","OZ103","OZ104","OZ105","OZ106","OZ107","OZ108","OZ110","OZ112","OZ113","OZ114","OZ117","OZ118","OZ119","OZ120","OZ122","OZ123","OZ124","OZ125","OZ126","OZ127","OZ134","OZ136","OZ137","OZ138","OZ151","OZ153","OZ154","OZ155","OZ156","OZ157","OZ158","OZ159","OZ160","OZ161","OZ162","OZ163","OZ164","OZ165","OZ166","OZ167","OZ168","OZ169","OZ170","OZ171","OZ172","OZ173","OZ174","OZ175","OZ176","OZ177","OZ178","OZ179","OZ180","OZ181","OZ182","OZ183","OZ184","OZ185","OZ186","OZ187","OZ188","OZ189","OZ190","OZ198","OZ199","OZ201","OZ204","OZ205","OZ206","OZ211","OZ212","OZ213","OZ216","OZ219","OZ230","OZ231","OZ232","OX090_R","OX501_R","OX502_R","OX503_R","OX504_R","OX505_R","OX506_R","OX507_R","OX508_R","OX509_R","OX510_R","OX511_R","OX512_R","OX513_R","OX514_R","OX515_R","OX516_R","OX517_R","OX518_R","OX519_R","OX520_R","OX521_R","OX522_R","OX523_R","OX524_R","OX525_R","OZ240","OZ241","OZ242","OZ244","OZ246","OZ254","OZ255","OZ256","OZ257","OZ258","OZ260","OZ261","OZ262","OZ264","OZ265","OZ266","OZ267","OZ269","OZ270","OZ274","OZ275","OZ276","OVDATE","OVERSION","year"
"746","500855","010","0","0","020",5,5,1,2,1,1,1,1,1,5,1948,5,9,4,3,1,5,5,5,5,1,1,1,5,2,NA,1,7,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,1,5,5,5,5,5,1,48,52,5,0,0,200000,200000,25000,25000,0,0,0,0,1000,1000,0,0,0,0,62000,62000,61000,61000,80000,80000,0,0,0,0,16000,16000,0,0,12000,12000,0,0,0,0,0,0,0,0,5,NA,1,NA,NA,2,3,14,5,1,5,5,1,2,2,1,1,2,2,2,1,2,2,3,3,3,3,1,2,1,3,3,2,92,75,8,2,1,5,5,1,5,201,1,1,NA,NA,NA,5,5,5,1,5,407000,1,NA,3,5,NA,1,2,2,"14"
"747","500855","020","0","0","010",1,1,5,1,2,2,2,1,1,5,1949,5,4,9,4,2,1,5,1,5,1,1,1,NA,1,NA,5,7,2012,1,NA,5,5,5,1,5,5,5,1,5,5,5,NA,NA,NA,5,5,5,5,5,5,1,5,5,5,5,5,1,32,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,13,5,1,5,5,1,1,1,2,1,1,1,2,1,2,2,3,3,3,3,3,1,1,3,3,1,97,62,7,2,2,5,5,1,5,982,1,1,NA,NA,NA,5,5,5,5,5,NA,6,NA,2,5,NA,1,2,2,"14"
"748","500885","020","1","1","021",5,1,1,2,3,3,2,1,1,4,1959,5,1,10,4,2,1,5,1,5,1,1,1,5,2,NA,5,6,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,1,5,5,5,5,5,1,40,52,5,0,0,300000,300000,220000,220000,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,25000,25000,0,0,0,0,30000,30000,0,0,5,NA,1,NA,NA,NA,NA,12,5,1,5,5,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,3,3,2,1,1,36,86,3,2,1,5,5,1,1,965,1,1,NA,NA,NA,5,5,5,5,5,86000,3,NA,4,5,NA,5,3,2,"14"
"749","500885","021","1","1","020",1,5,5,1,4,4,1,1,1,8,1952,5,10,1,2,1,1,5,5,5,1,1,1,NA,1,NA,5,7,2012,1,NA,5,5,5,1,5,5,5,1,5,5,1,NA,NA,NA,5,5,NA,5,5,5,1,5,5,5,5,5,1,50,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,14,5,1,5,5,1,2,1,1,2,2,1,1,2,2,2,1,2,1,3,3,1,3,2,3,1,26,6,3,2,2,5,5,1,NA,975,1,1,NA,NA,NA,5,5,5,5,5,NA,5,NA,3,5,NA,1,3,2,"14"
"750","500885","010","2","2","011",1,1,1,1,3,3,1,3,6,10,1952,5,2,3,2,2,1,5,5,5,1,1,4,NA,2,NA,5,7,2012,1,NA,5,5,5,1,5,5,5,1,5,5,1,NA,NA,NA,3,5,5,5,5,5,5,5,5,NA,5,5,NA,NA,NA,5,0,0,150000,150000,80000,80000,0,0,0,0,0,0,0,0,0,0,25363,25363,11072,11072,0,0,36330,36330,0,0,5615,5615,0,0,2000,2000,30000,30000,0,0,150000,150000,0,0,5,NA,1,1,NA,NA,NA,16,5,1,5,1,1,2,2,2,2,1,2,1,2,2,2,3,2,1,1,3,1,2,1,2,2,74,29,6,2,2,5,5,1,NA,558,1,1,NA,NA,NA,5,5,5,5,5,30380,1,NA,4,5,NA,1,3,2,"14"
"751","500885","011","2","2","010",5,5,5,2,4,4,2,3,NA,3,1965,NA,3,2,4,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,7,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,1,2,2,2,3,2,1,1,3,1,2,1,2,2,74,29,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"14"
"752","500890","010","0","0",NA,1,1,1,1,3,3,1,6,6,2,1949,5,10,9,1,2,5,5,5,5,1,1,6,NA,3,NA,5,9,2012,1,NA,5,5,5,1,1,5,5,5,5,5,1,NA,NA,1,0,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,0,0,60001,449999,0,0,200,200,0,0,0,0,0,0,0,0,250000,250000,0,0,1,2010,1,1,NA,0,3,14,1,1,5,5,3,1,2,2,1,1,1,1,2,1,2,2,3,3,3,2,3,3,1,2,1,75,77,3,1,2,1,5,1,5,333,1,1,NA,NA,1,5,5,5,1,5,-99800,2,5,2,5,NA,1,6,2,"14"
"753","500898","010","0","0","020",5,5,1,2,1,1,2,1,1,8,1954,5,5,1,2,1,5,5,5,5,1,1,1,NA,3,NA,5,6,2012,1,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,0,5,5,5,1,5,1,5,5,5,5,5,1,40,52,5,0,0,325000,325000,0,0,0,0,40000,40000,100000,100000,0,0,0,0,14000,14000,12000,12000,0,0,15000,15000,0,0,35000,35000,35000,35000,10000,10000,160000,160000,0,0,0,99999996,0,0,5,NA,5,NA,NA,1,1,12,5,1,5,5,1,1,1,2,1,2,1,2,2,2,1,3,1,3,2,2,1,1,3,1,3,73,55,3,2,2,5,5,2,5,615,1,1,NA,1,NA,5,5,5,5,5,661000,2,NA,2,5,NA,5,3,2,"14"
"754","500898","020","0","0","010",1,1,5,1,2,2,1,1,1,5,1952,5,1,5,3,2,1,5,5,5,1,1,1,5,2,NA,5,6,2012,1,NA,5,5,5,1,1,5,5,5,5,5,1,NA,NA,NA,0,5,5,5,5,5,1,5,5,5,5,3,1,32,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1990,1,NA,NA,NA,NA,14,5,1,5,5,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,3,1,1,3,3,3,7,67,8,2,1,5,5,1,NA,82,1,1,NA,NA,NA,5,5,5,5,5,NA,1,NA,1,5,NA,1,2,2,"14"
"755","500902","010","1","1",NA,1,1,1,1,3,3,1,6,6,2,1950,5,1,8,3,1,5,5,5,5,1,1,4,5,2,NA,5,6,2012,1,NA,5,5,5,1,1,5,5,5,5,5,1,NA,NA,NA,1,5,5,5,1,5,5,1,1,NA,5,3,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2002,5,1,1,0,1,16,1,1,5,5,3,2,1,1,2,1,1,1,2,1,2,1,1,3,1,1,3,2,2,2,2,93,16,6,1,1,1,5,1,1,936,1,1,NA,NA,5,5,5,5,5,5,0,1,1,4,5,NA,1,3,2,"14"
"756","500902","011","2","2",NA,1,1,1,1,3,3,2,6,6,6,1934,5,3,3,3,2,5,5,5,5,1,1,5,5,1,5,5,5,2012,1,NA,5,5,5,1,5,5,5,5,1,5,1,5,2,1,30,NA,NA,5,5,5,1,5,1,NA,1,5,1,13,52,5,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,NA,NA,0,3,9,5,1,5,5,3,2,1,1,1,2,1,1,2,1,2,2,3,1,2,3,3,2,2,2,3,34,2,3,1,2,5,5,1,NA,642,5,2,1,NA,1,5,5,5,1,5,120000,2,NA,3,5,5,1,3,2,"14"
"757","500919","010","0","0","020",1,5,1,1,1,1,1,1,1,10,1948,5,5,6,1,2,5,5,5,5,1,1,1,NA,3,NA,5,7,2012,1,NA,5,5,5,5,5,5,5,1,5,5,5,NA,NA,NA,19,5,5,5,5,5,1,5,5,5,5,5,1,40,52,5,0,0,165000,165000,154000,154000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,5,NA,NA,1,1,13,5,1,5,5,3,2,2,1,1,1,1,1,2,1,2,1,1,3,3,1,2,3,3,2,3,20,32,5,1,1,1,5,1,5,454,5,1,NA,NA,1,5,5,5,5,5,13000,1,1,3,5,NA,1,3,2,"14"
"758","500919","020","0","0","010",5,1,5,2,2,2,2,1,1,6,1948,5,6,5,3,1,1,5,5,5,1,1,1,5,2,NA,5,7,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,19,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,1,NA,NA,12,5,1,5,5,3,2,1,1,2,1,1,2,2,2,1,2,3,2,3,2,1,2,3,1,1,89,73,5,1,2,5,5,1,NA,926,5,1,NA,NA,1,5,5,5,5,5,NA,6,NA,4,5,NA,1,3,2,"14"
"759","500934","020","1","1",NA,1,1,1,1,3,3,2,6,6,11,1954,5,1,7,2,1,1,5,1,5,1,1,4,NA,2,NA,5,1,2013,1,NA,5,5,5,5,5,5,5,5,5,1,5,NA,NA,NA,4,5,5,5,5,5,1,5,5,NA,5,5,2,20,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,5,NA,1,NA,NA,NA,NA,12,5,1,5,5,3,2,1,2,2,2,2,2,2,1,1,3,3,2,2,2,2,3,3,1,1,1,96,7,1,2,5,5,1,NA,929,1,1,1,NA,5,1,5,5,5,5,2400,5,NA,6,5,NA,1,7,2,"14"
"760","500934","010","2","2",NA,1,1,1,1,3,3,1,6,6,12,1950,5,11,8,2,2,5,5,1,5,1,1,4,NA,1,NA,5,6,2012,1,NA,5,5,5,1,1,5,1,5,5,5,1,NA,NA,NA,2,5,5,5,5,5,5,1,5,NA,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,0,0,10000,10000,0,0,25000,25000,1500,1500,18000,18000,8000,8000,0,0,0,0,0,0,5,2011,1,1,1,NA,NA,15,1,1,5,5,3,1,1,1,2,2,2,1,2,1,1,3,1,1,2,1,2,2,2,2,3,2,34,6,1,1,5,5,1,NA,33,1,1,NA,NA,5,5,5,5,1,5,92500,3,NA,3,5,NA,1,3,2,"14"
"761","500949","010","1","1",NA,1,1,1,1,3,3,1,6,6,7,1948,9,5,11,1,1,1,5,5,5,1,1,4,NA,2,NA,5,7,2012,1,NA,5,5,5,1,1,5,5,5,1,5,1,NA,NA,5,0,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,60000,60000,0,0,0,0,450000,450000,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,1,1,NA,NA,NA,12,1,1,5,5,1,1,1,1,2,2,2,2,2,1,1,3,1,2,1,2,1,2,2,2,1,21,51,8,2,2,1,5,1,NA,545,1,1,NA,NA,NA,5,5,5,5,5,512000,2,1,1,5,NA,1,4,2,"14"
"762","500956","010","0","0","020",5,5,1,2,1,1,1,1,1,5,1952,5,10,2,1,2,5,5,5,5,1,1,1,NA,3,NA,5,7,2012,1,NA,1,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,0,5,5,5,1,5,1,5,5,5,5,5,1,70,50,5,0,0,750000,750000,250000,250000,0,0,0,0,23000,23000,0,0,0,0,0,99999996,0,99999996,0,0,0,0,0,0,0,99999996,0,0,35000,35000,0,99999996,0,0,0,99999996,200000,200000,5,NA,5,NA,NA,1,0,16,5,1,5,5,1,1,2,2,2,2,1,2,2,1,1,3,1,3,1,1,2,2,1,2,3,40,93,6,2,1,1,5,1,1,148,1,1,NA,NA,NA,1,5,5,5,5,1238925,4,1,1,5,NA,1,4,2,"14"
"763","500956","020","0","0","010",1,1,5,1,2,2,2,1,1,12,1953,5,2,10,2,1,1,5,1,5,1,1,1,5,2,NA,5,6,2012,1,NA,1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,5,5,5,1,5,1,5,5,5,5,5,1,29,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,13,5,1,5,5,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,3,1,1,3,2,2,24,91,6,2,2,5,5,1,5,940,1,1,NA,1,NA,5,5,5,5,5,NA,5,NA,5,5,NA,1,4,2,"14"
"764","500963","010","0","0","020",1,5,1,1,1,1,2,1,1,9,1949,5,5,1,1,1,1,5,5,5,1,1,1,5,3,NA,5,6,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,4,5,5,5,5,5,5,1,1,1,5,1,NA,NA,NA,5,0,0,150001,499999,110000,110000,0,0,0,0,0,0,0,0,0,0,97000,97000,90000,90000,0,0,0,0,0,0,2000,2000,0,0,20000,20000,0,0,0,0,13000,13000,0,0,5,NA,5,1,1,NA,NA,14,1,1,5,5,3,2,1,2,1,2,1,2,1,1,1,3,3,3,1,2,3,2,3,3,3,21,27,3,1,1,5,5,1,5,338,1,1,NA,NA,5,5,5,5,5,5,346000,1,NA,3,5,NA,5,2,2,"14"
"765","500963","020","0","0","010",5,1,5,2,2,2,1,1,1,11,1949,9,1,5,2,2,1,5,1,5,1,1,1,NA,2,NA,5,6,2012,2,2,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,4,5,5,5,1,5,5,1,1,1,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,NA,NA,NA,12,1,1,5,1,3,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,3,1,2,1,1,61,3,3,1,2,1,5,1,5,589,1,1,NA,NA,5,1,5,5,5,5,NA,2,5,5,5,NA,5,4,2,"14"
"766","500972","010","0","0","020",1,1,1,1,3,2,1,1,1,11,1953,5,6,1,3,2,5,5,5,5,1,1,1,5,3,NA,5,4,2011,1,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,19,5,5,5,5,5,1,5,5,NA,5,5,1,40,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,1,1,16,5,1,5,5,1,2,1,2,1,1,2,1,2,1,2,1,1,1,3,3,1,1,3,1,2,41,44,2,2,2,5,5,1,5,305,1,1,NA,NA,NA,5,5,5,NA,NA,NA,2,NA,6,5,NA,5,6,2,"14"
"767","500993","010","7","1","020",1,1,1,1,3,3,1,3,6,12,1951,5,3,6,1,2,5,5,5,5,1,1,4,5,3,NA,5,7,2012,1,NA,5,5,5,1,5,5,5,5,5,5,5,NA,NA,NA,11,5,5,5,5,5,1,5,5,NA,5,5,1,40,52,5,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,5,NA,1,NA,NA,3,2,12,5,1,5,1,3,1,1,1,2,1,2,2,2,2,1,1,1,2,2,3,1,3,3,1,3,59,57,7,1,1,5,5,1,5,947,1,1,NA,NA,1,5,5,5,5,5,19000,2,NA,5,5,NA,1,4,2,"14"
"768","500993","020","7","2","010",5,5,5,2,4,NA,2,3,NA,3,1957,NA,6,3,3,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,7,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,1,2,2,2,2,1,1,1,2,2,3,1,3,3,1,3,59,57,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"14"
"769","500993","011","5","5",NA,1,1,1,1,3,3,2,6,6,9,1949,5,4,8,1,1,5,5,5,5,1,1,5,NA,2,NA,5,6,2012,1,NA,5,5,5,5,5,5,5,5,5,1,1,NA,NA,NA,10,5,5,5,5,5,5,1,1,NA,5,1,NA,NA,NA,5,6000,6000,0,0,0,0,0,0,8900,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,17000,17000,0,0,0,0,0,0,0,0,5,NA,1,1,NA,3,2,12,5,1,5,1,3,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,3,3,1,1,2,46,32,7,1,2,5,5,1,5,431,1,1,NA,NA,1,5,5,5,5,5,14400,6,NA,5,5,NA,5,2,2,"14"
"770","501028","010","0","0","011",1,1,1,1,3,3,1,3,6,8,1952,5,2,2,1,2,1,5,5,5,1,1,4,NA,3,NA,5,4,2012,1,NA,5,5,5,1,5,5,5,5,5,1,1,NA,NA,NA,1,5,5,5,5,5,1,5,5,NA,5,5,2,50,52,5,0,0,0,0,0,0,0,0,0,0,125000,125000,0,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,15000,15000,40000,40000,0,0,0,0,0,0,5,NA,1,NA,NA,NA,NA,14,5,1,5,5,3,2,2,1,2,2,1,2,2,2,1,2,3,3,1,1,3,1,2,2,1,7,96,2,1,2,5,5,1,NA,815,1,1,NA,NA,1,1,5,5,5,5,250000,3,NA,2,5,NA,5,2,2,"14"
"771","501028","011","0","0","010",5,5,5,2,4,4,2,3,NA,11,1954,NA,2,2,2,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,4,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,3,2,3,55,43,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"14"
"772","501033","010","0","0","020",1,5,1,1,1,1,2,1,1,2,1961,5,5,8,2,1,1,1,5,5,1,5,1,5,2,NA,5,6,2012,1,NA,5,5,5,1,1,5,5,5,5,1,1,NA,NA,NA,4,5,5,5,5,5,1,5,5,5,5,5,1,40,30,5,0,0,120000,120000,89000,89000,0,0,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,3000,3000,0,0,0,0,0,0,0,0,5,2004,1,NA,NA,NA,NA,16,5,1,5,5,3,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,3,3,50,16,4,1,2,5,5,1,1,352,1,1,NA,NA,1,1,5,5,5,5,4500,1,NA,5,5,NA,5,6,2,"14"
"773","501033","020","0","0","010",5,1,5,2,2,2,1,1,1,8,1949,5,8,5,3,2,5,5,5,5,1,1,1,NA,3,NA,5,7,2012,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,4,5,5,5,5,5,1,5,5,5,5,5,1,40,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,2,2,11,5,1,5,5,3,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,3,3,1,64,28,4,1,1,5,5,1,5,875,1,1,NA,NA,1,5,5,5,5,5,NA,4,NA,6,5,NA,1,6,2,"14"
"774","501041","010","0","0","020",1,1,5,1,2,2,2,1,1,4,1949,5,4,9,2,1,5,5,5,5,1,1,1,5,3,NA,5,8,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,4,5,5,5,5,5,1,5,5,5,5,5,2,50,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,2,1,16,5,1,5,5,1,1,1,2,1,2,1,2,1,2,2,2,3,2,3,3,2,2,3,1,3,100,35,7,2,1,5,5,2,NA,239,1,1,1,NA,NA,5,5,5,5,5,NA,6,NA,2,5,NA,1,3,2,"14"
"775","501041","020","0","0","010",5,5,1,2,1,1,1,1,1,11,1949,5,9,4,4,2,5,5,5,5,1,1,1,NA,2,NA,5,9,2012,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,4,5,5,5,5,5,1,5,5,5,5,5,1,40,52,5,0,0,400000,400000,0,0,0,0,0,0,0,0,0,0,1700000,1700000,100000,100000,75000,75000,120000,120000,0,0,0,0,85000,85000,0,0,40000,40000,0,0,0,0,0,0,0,0,5,NA,1,NA,NA,2,1,16,1,1,5,5,1,2,2,1,1,2,2,1,1,2,2,3,1,1,2,2,1,2,1,1,2,17,37,7,2,2,5,5,1,1,18,1,1,NA,NA,NA,5,5,5,5,5,2520000,6,NA,1,5,NA,1,6,2,"14"
"776","501061","010","0","0","020",5,5,1,2,1,1,2,1,1,1,1951,5,11,10,1,1,5,5,1,5,1,1,1,NA,3,NA,5,7,2012,1,NA,5,5,5,1,5,1,1,5,1,5,5,NA,NA,NA,8,5,5,5,1,5,1,5,5,5,5,5,1,40,36,5,0,0,340000,340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,600,600,0,0,5,NA,1,NA,NA,NA,NA,12,1,1,5,5,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,3,2,3,66,93,1,1,1,5,5,1,NA,105,1,1,1,NA,1,5,1,5,1,1,339800,2,NA,2,5,NA,1,6,2,"14"
"777","501061","020","0","0","010",1,1,5,1,2,2,1,1,1,12,1949,5,10,11,3,2,5,5,5,5,1,1,1,5,3,NA,1,7,2012,1,NA,5,5,5,1,1,5,5,1,5,5,1,NA,NA,NA,8,5,5,5,1,5,1,1,5,5,5,3,1,40,52,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1995,1,NA,NA,1,2,10,1,1,5,5,3,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,3,3,1,3,2,71,3,1,1,2,1,5,1,1,639,1,1,NA,NA,1,5,5,5,5,5,NA,5,1,6,5,NA,1,6,2,"14"
"778","501070","010","0","0",NA,1,1,1,1,3,2,2,6,1,4,1955,5,7,6,1,2,1,5,5,5,1,1,1,5,1,NA,5,7,2012,1,NA,5,5,5,1,1,5,1,1,5,1,1,NA,NA,NA,4,5,5,5,5,1,5,5,1,1,1,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1994,5,1,1,NA,NA,12,1,1,5,5,3,1,1,2,2,2,2,2,1,2,1,1,1,3,1,3,2,3,2,1,3,63,32,2,1,2,5,5,1,NA,978,1,1,NA,NA,1,1,5,5,5,1,NA,1,NA,2,5,NA,1,3,2,"14"
