"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OY005","OY006","OY007","OY008","OY009","OY010","OY011","OY012","OY013","OY014","OY015","OY016","OY017","OY018","OY019","OY020","OY021","OY022","OY023","OY024","OY025","OY026","OY028","OY029","OY062","OY063","OY064","OY065","OY066","OY067","OY068","OY069","OY070","OY071","OY072","OY073","OY074","OY075","OY076","OY077","OY078","OY079","OY080","OY081","OY082","OY083","OY084","OY085","OY086","OY087","OY088","OY089","OY090","OY091","OY092","OY093","OY094","OY095","OY096","OY097","OY098","OY100","OY101","OY102","OY103","OY104","OY105","OY106","OY107","OY108","OY109","OY110","OY111","OY112","OY113","OY114","OY115","OVDATE","OVERSION","year"
"46","016650","030","0","0","020",5,5,1,68,64,623,559,NA,84,22,26,53,21,26,125,23,57,NA,NA,NA,NA,NA,NA,2,55,50,68,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,15,NA,NA,NA,6,9,10,NA,NA,NA,NA,NA,NA,70,NA,2,315,246,1,103,NA,NA,NA,59,NA,722,888,1297,99,NA,240,344,301,19,5981,3,2,"14"
"47","016996","020","0","0",NA,1,1,1,205,237,1441,791,NA,71,24,16,144,31,40,244,24,57,NA,NA,NA,NA,NA,NA,2,61,8,151,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,25,33,NA,NA,NA,27,8,10,NA,NA,NA,NA,NA,NA,112,131,12,550,168,3012,169,NA,NA,NA,137,NA,1150,403,751,72,NA,213,NA,254,27,9729,2,2,"14"
"48","017041","010","0","0",NA,1,1,1,248,95,458,595,NA,47,22,31,46,23,37,133,22,92,NA,NA,NA,NA,NA,NA,1,34,41,111,48,6,10,13,NA,NA,NA,14,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,413,4,259,230,14,54,426,NA,NA,30,NA,692,375,453,39,NA,169,NA,67,10,4775,3,2,"14"
"49","017209","010","0","0","011",1,1,1,341,54,1028,575,NA,51,23,23,67,18,35,148,25,46,NA,NA,NA,NA,NA,NA,2,67,38,60,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,32,12,NA,NA,NA,19,18,15,NA,NA,NA,NA,NA,NA,103,1001,1,410,157,3497,758,222,NA,NA,121,NA,1429,371,944,25,NA,117,NA,338,84,11483,3,2,"14"
"50","017209","011","0","0","010",5,5,5,104,46,731,602,NA,169,21,24,50,18,11,177,98,NA,NA,NA,NA,NA,NA,NA,1,85,NA,NA,46,6,9,4,NA,NA,NA,NA,NA,NA,17,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,2,378,NA,2562,85,NA,NA,NA,112,NA,953,247,NA,NA,NA,25,NA,191,534,6578,4,2,"14"
"51","017383","010","1","1","012",5,1,1,162,49,519,499,NA,54,22,20,45,19,24,115,26,61,NA,NA,NA,NA,NA,NA,1,46,42,61,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,14,9,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,416,2,285,226,1,58,NA,NA,NA,41,NA,656,271,665,35,NA,162,NA,129,15,4197,2,2,"14"
"52","017383","012","1","1","010",1,5,5,250,51,536,510,NA,53,22,24,50,17,34,124,22,42,NA,NA,NA,NA,NA,NA,1,81,41,57,55,6,6,6,NA,NA,NA,NA,NA,NA,7,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,2,291,NA,1,60,NA,NA,NA,384,NA,878,214,NA,NA,NA,210,NA,151,16,3557,2,2,"14"
"53","017952","010","0","0","040",5,5,1,108,57,549,708,NA,53,21,27,57,19,37,148,34,78,NA,NA,NA,NA,NA,NA,1,90,6,83,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,39,44,NA,NA,NA,11,15,22,NA,NA,NA,NA,NA,NA,145,NA,1,376,174,2516,443,52,NA,NA,47,NA,1131,579,2072,48,NA,206,33,224,22,9359,3,2,"14"
"54","017952","040","0","0","010",1,1,5,214,57,462,514,NA,55,20,22,40,19,43,131,27,43,NA,NA,NA,NA,NA,NA,NA,65,31,50,52,10,9,6,NA,NA,NA,NA,NA,NA,10,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,352,2,293,NA,2435,58,195,NA,NA,22,NA,657,391,NA,NA,NA,123,NA,317,28,6123,3,2,"14"
"55","018155","030","0","0",NA,1,1,1,469,31,1013,375,9,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,37,468,NA,NA,52,NA,NA,NA,56,NA,939,NA,438,162,250,102,NA,NA,15,5225,6,2,"14"
"56","018175","020","0","0","030",5,5,5,114,66,1017,834,NA,56,22,42,52,20,26,138,38,268,NA,NA,NA,NA,NA,NA,1,86,52,77,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,22,21,NA,NA,NA,7,7,12,NA,NA,NA,NA,NA,NA,80,NA,1,454,NA,2159,75,149,NA,NA,79,NA,1887,347,NA,NA,NA,118,NA,54,206,7562,3,2,"14"
"57","018175","030","0","0","020",1,1,1,264,57,992,581,NA,65,22,17,51,24,24,130,29,72,NA,NA,NA,NA,NA,NA,2,59,41,65,64,10,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,259,2,402,240,2638,540,108,NA,NA,64,NA,575,417,1079,101,NA,133,190,92,7,8747,3,2,"14"
"58","018245","010","0","0",NA,1,1,1,263,246,643,582,NA,46,22,12,88,26,44,187,22,75,NA,NA,NA,NA,NA,NA,3,98,5,29,48,9,12,7,NA,NA,NA,8,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,378,1,510,480,218,83,NA,NA,NA,50,NA,579,359,353,0,259,144,NA,302,14,5470,7,2,"14"
"59","018435","040","1","1","042",1,1,5,400,51,639,641,NA,53,22,22,72,23,28,156,31,NA,NA,NA,NA,NA,NA,NA,2,105,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,32,76,NA,NA,NA,NA,NA,NA,9,14,26,NA,NA,NA,173,440,1,298,NA,950,66,NA,NA,NA,91,NA,674,391,NA,NA,NA,117,NA,284,270,5329,3,2,"14"
"60","018435","042","1","1","040",5,5,1,85,70,507,473,NA,58,22,25,51,22,31,135,29,NA,NA,NA,NA,NA,NA,NA,1,91,NA,NA,50,12,29,10,NA,NA,NA,NA,NA,NA,12,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,1,409,228,397,72,NA,NA,NA,83,NA,904,335,590,28,NA,79,NA,251,108,4632,3,2,"14"
"61","018525","020","0","0","030",1,1,5,311,73,688,489,NA,42,23,41,42,18,22,126,41,47,NA,NA,NA,NA,NA,NA,1,48,50,71,41,7,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,806,6,342,NA,1,107,NA,NA,NA,130,NA,928,288,NA,NA,NA,130,NA,334,13,4656,3,2,"14"
"62","018525","030","0","0","020",5,5,1,74,47,501,559,NA,42,21,36,44,14,24,128,44,61,NA,NA,NA,NA,NA,NA,3,80,48,74,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,15,NA,NA,NA,NA,NA,NA,5,17,8,NA,NA,NA,67,NA,1,268,461,1,394,321,NA,NA,33,NA,880,396,1033,165,NA,125,NA,133,13,5421,3,2,"14"
"63","018776","010","0","0","040",1,1,1,233,53,742,513,NA,45,21,35,38,20,47,130,24,55,NA,NA,NA,NA,NA,NA,1,42,52,70,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,21,9,NA,NA,NA,12,7,7,NA,NA,NA,NA,NA,NA,64,191,1,230,121,2887,561,22,NA,NA,29,NA,530,316,437,290,NA,116,NA,211,652,8203,3,2,"14"
"64","018776","040","0","0","010",5,5,5,373,64,485,814,NA,49,21,33,82,17,40,350,210,71,NA,NA,NA,NA,NA,NA,1,54,55,97,51,8,9,25,NA,NA,NA,13,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,284,245,NA,3352,133,NA,NA,NA,26,NA,832,361,NA,NA,NA,114,NA,62,277,7445,6,2,"14"
"65","018782","010","0","0","040",5,5,1,65,48,364,498,NA,48,22,16,54,18,24,120,23,41,NA,NA,NA,NA,NA,NA,1,53,49,65,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,21,18,NA,NA,NA,9,6,18,NA,NA,NA,NA,NA,NA,80,NA,1,255,138,2594,317,128,NA,NA,30,NA,484,278,704,118,NA,100,NA,245,254,6647,3,2,"14"
"66","018782","040","0","0","010",1,1,5,256,39,400,403,NA,40,21,17,31,15,13,78,17,40,NA,NA,NA,NA,NA,NA,1,58,48,65,38,6,7,5,NA,NA,NA,NA,NA,NA,7,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,174,1,265,NA,2207,77,NA,NA,NA,25,NA,790,256,NA,NA,NA,109,NA,306,9,5339,3,2,"14"
"67","019535","020","0","0","030",5,1,5,466,52,626,542,NA,56,22,15,77,27,38,163,19,64,NA,NA,NA,NA,NA,NA,1,47,22,59,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,11,NA,NA,NA,7,6,11,NA,NA,NA,NA,NA,NA,55,848,5,544,NA,2,61,125,NA,NA,31,NA,514,257,NA,NA,NA,156,NA,163,19,4421,3,2,"14"
"68","019535","030","0","0","020",1,5,1,481,67,717,611,NA,56,22,17,54,25,33,139,24,69,NA,NA,NA,NA,NA,NA,2,111,54,87,47,8,6,5,NA,NA,NA,NA,NA,NA,6,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,207,323,306,3,66,NA,NA,NA,137,NA,1071,392,934,26,NA,215,NA,118,28,5717,3,2,"14"
"69","019629","020","0","0","030",5,1,5,181,70,507,598,NA,51,21,33,48,17,28,129,34,64,NA,NA,NA,NA,NA,NA,1,51,32,92,50,12,10,28,NA,NA,NA,NA,NA,NA,28,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,353,1,308,NA,1,77,NA,NA,NA,26,NA,752,341,NA,NA,NA,318,NA,259,12,3807,7,2,"14"
"70","019629","030","0","0","020",1,5,1,255,53,388,498,NA,54,21,30,48,18,23,130,39,47,NA,NA,NA,NA,NA,NA,2,46,44,67,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,7,NA,NA,NA,7,7,10,NA,NA,NA,NA,NA,NA,51,NA,191,214,211,2,341,NA,NA,NA,34,NA,798,367,996,109,NA,121,71,237,8,4897,3,2,"14"
"71","019950","010","0","0",NA,1,1,1,267,86,584,666,NA,69,22,26,48,20,46,140,25,53,NA,NA,NA,NA,NA,NA,1,136,59,81,54,8,7,17,NA,NA,NA,NA,NA,NA,17,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,306,3,338,254,2,60,258,NA,NA,44,NA,853,429,818,47,NA,217,79,197,13,5523,7,2,"14"
"72","020155","010","0","0",NA,1,1,1,240,42,387,505,252,283,NA,NA,11,12,3,26,NA,14,NA,NA,NA,NA,NA,NA,11,4,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,4,277,139,NA,63,NA,NA,NA,43,NA,552,NA,497,21,NA,130,NA,NA,16,3290,2,2,"14"
"73","020315","020","0","0",NA,1,1,1,265,60,616,686,NA,64,20,28,45,17,38,125,24,77,NA,NA,NA,NA,NA,NA,1,134,55,101,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,26,NA,NA,NA,NA,NA,NA,7,7,17,NA,NA,NA,85,239,194,228,108,3057,144,147,NA,NA,23,NA,642,332,786,134,298,195,NA,267,9,8432,3,2,"14"
"74","020455","020","0","0",NA,1,1,1,183,80,432,543,NA,46,21,27,42,20,50,144,30,58,NA,NA,NA,NA,NA,NA,3,79,54,71,47,7,7,5,NA,NA,NA,NA,NA,NA,9,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,232,1,349,118,2873,72,NA,NA,NA,40,NA,548,303,577,23,NA,117,NA,236,14,6746,2,2,"14"
"75","020862","010","0","0",NA,1,1,1,498,121,737,668,NA,75,21,32,70,21,28,139,19,48,NA,NA,NA,NA,NA,NA,3,93,41,68,52,7,18,31,NA,NA,NA,50,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,210,1,409,181,1,79,144,NA,NA,65,NA,899,373,649,59,NA,256,NA,283,16,5652,3,2,"14"
"76","021003","010","0","0","020",1,1,1,254,60,1275,739,NA,60,21,45,129,28,35,227,32,67,NA,NA,NA,NA,NA,NA,2,120,29,50,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,29,14,NA,NA,NA,NA,NA,NA,9,11,10,NA,NA,NA,83,269,1,399,184,1,77,194,NA,NA,99,NA,582,429,1213,22,NA,149,43,136,17,6160,3,2,"14"
"77","021003","020","0","0","010",5,5,5,127,46,612,590,NA,62,22,26,44,23,32,131,31,44,NA,NA,NA,NA,NA,NA,1,78,53,72,52,8,10,33,NA,NA,NA,NA,NA,NA,21,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,1,270,NA,0,74,360,NA,NA,24,NA,476,422,NA,NA,NA,366,NA,258,13,3645,3,2,"14"
"78","021166","010","0","0","020",1,1,1,346,59,642,591,NA,86,22,10,60,20,19,121,19,69,NA,NA,NA,NA,NA,NA,14,67,16,35,70,10,23,33,NA,NA,NA,10,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,439,0,352,126,1,109,NA,NA,NA,21,NA,605,350,539,56,NA,116,NA,21,11,4388,3,2,"14"
"79","021166","020","0","0","010",5,5,5,171,309,640,827,NA,105,26,31,107,30,33,200,29,93,NA,NA,NA,NA,NA,NA,1,78,40,83,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,24,34,NA,NA,NA,19,17,22,NA,NA,NA,NA,NA,NA,128,NA,3,429,NA,1,85,NA,NA,NA,34,NA,490,284,NA,NA,NA,170,NA,11,18,3611,3,2,"14"
"80","021242","040","0","0",NA,1,1,1,223,138,592,451,NA,72,21,19,66,22,35,142,17,NA,NA,NA,NA,NA,NA,NA,3,70,NA,NA,55,9,14,14,11,14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,405,1,335,213,1,78,NA,NA,NA,37,NA,587,333,633,24,226,79,NA,203,33,4595,2,2,"14"
"81","021268","010","0","0",NA,1,1,1,344,149,581,506,NA,53,21,19,62,27,24,136,23,62,NA,NA,NA,NA,NA,NA,1,61,22,39,53,9,6,10,NA,NA,NA,9,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,238,184,313,131,0,59,NA,NA,NA,42,NA,457,247,470,33,NA,136,NA,122,15,4033,2,2,"14"
"82","021587","010","0","0","040",5,1,1,157,40,535,499,NA,46,21,26,36,21,23,104,22,53,NA,NA,NA,NA,NA,NA,2,67,50,84,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,8,NA,NA,NA,NA,NA,NA,4,8,7,NA,NA,NA,47,79,2,324,308,2947,66,NA,NA,NA,54,NA,588,387,1163,91,NA,100,NA,225,23,7670,3,2,"14"
"83","021587","040","0","0","010",1,5,5,212,172,473,520,NA,57,22,13,43,17,31,115,20,74,NA,NA,NA,NA,NA,NA,2,49,39,69,44,10,15,18,NA,NA,NA,NA,NA,NA,9,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,204,276,NA,2988,70,NA,NA,NA,24,NA,631,307,NA,NA,NA,113,NA,288,18,6298,3,2,"14"
"84","021873","010","0","0",NA,1,1,1,314,106,779,671,NA,54,23,35,71,24,87,223,39,65,NA,NA,NA,NA,NA,NA,2,60,55,78,55,10,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,403,1,422,224,1,127,NA,NA,NA,30,NA,1064,656,661,54,NA,107,NA,263,14,5922,3,2,"14"
"85","021928","010","0","0","020",1,5,1,252,63,670,683,NA,64,21,27,55,22,21,134,35,61,NA,NA,NA,NA,NA,NA,1,119,50,83,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,28,19,NA,NA,NA,NA,NA,NA,8,25,9,NA,NA,NA,116,NA,2,390,237,3218,437,65,NA,NA,45,NA,569,394,1779,119,NA,230,NA,399,13,9570,2,2,"14"
"86","021928","020","0","0","010",5,1,5,137,52,704,659,NA,62,21,30,52,19,35,135,28,48,NA,NA,NA,NA,NA,NA,1,146,54,77,51,7,7,12,NA,NA,NA,NA,NA,NA,20,31,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,683,1,411,NA,3206,1581,88,NA,NA,43,NA,960,311,NA,NA,NA,331,NA,311,23,9508,2,2,"14"
"87","022566","010","0","0",NA,1,1,1,230,76,386,585,NA,44,21,54,53,18,26,154,55,44,NA,NA,NA,NA,NA,NA,2,56,52,82,44,7,15,20,NA,NA,NA,12,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,418,2,323,136,1,57,NA,NA,NA,22,NA,368,390,521,51,NA,136,NA,121,13,3838,3,2,"14"
"88","022589","010","0","0","040",5,5,1,234,83,682,556,NA,60,21,25,79,21,28,153,22,60,NA,NA,NA,NA,NA,NA,2,44,44,62,46,9,8,10,NA,NA,NA,6,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,1,512,270,1,57,NA,NA,NA,59,NA,872,286,435,70,NA,171,NA,103,11,4438,3,2,"14"
"89","022589","040","0","0","010",1,1,5,314,55,734,574,NA,51,22,22,61,28,78,194,24,69,NA,NA,NA,NA,NA,NA,3,42,31,52,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,14,NA,NA,NA,8,13,9,NA,NA,NA,NA,NA,NA,64,503,1,673,NA,1,174,256,NA,NA,61,NA,772,311,NA,NA,NA,302,NA,256,22,5043,2,2,"14"
"90","022602","040","1","0",NA,1,1,1,444,101,606,556,NA,49,21,25,50,19,31,138,35,68,NA,NA,NA,NA,NA,NA,2,70,25,64,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,13,NA,NA,NA,7,19,15,NA,NA,NA,NA,NA,NA,72,874,1,374,141,3,75,399,NA,NA,100,NA,976,463,712,80,261,187,NA,296,15,6670,3,2,"14"
"91","023212","010","0","0","020",5,1,1,163,54,628,590,NA,58,21,16,61,21,30,130,17,54,NA,NA,NA,NA,NA,NA,1,85,52,90,62,9,7,9,NA,NA,NA,NA,NA,NA,16,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,252,1,307,191,1,69,NA,NA,NA,54,NA,676,365,883,78,NA,134,70,194,12,4737,3,2,"14"
"92","023212","020","0","0","010",1,5,5,196,47,587,456,NA,57,22,34,42,21,24,104,16,48,NA,NA,NA,NA,NA,NA,1,38,20,38,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,NA,NA,NA,6,23,7,NA,NA,NA,NA,NA,NA,58,NA,1,339,NA,1,60,NA,NA,NA,48,NA,582,295,NA,NA,NA,155,NA,242,15,3033,3,2,"14"
"93","023425","010","0","0","020",1,1,1,245,54,392,646,NA,52,22,26,87,34,27,182,31,71,NA,NA,NA,NA,NA,NA,2,59,53,77,53,7,11,13,NA,NA,NA,NA,NA,NA,10,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,304,2,236,116,2,61,391,NA,NA,56,NA,786,450,1207,58,NA,189,48,217,25,5493,3,2,"14"
"94","023425","020","0","0","010",5,5,5,111,37,869,1539,1072,549,22,44,84,28,82,260,63,150,NA,NA,NA,NA,NA,NA,1,155,99,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,864,NA,NA,160,430,NA,NA,159,NA,841,NA,NA,NA,NA,218,NA,NA,15,5256,3,2,"14"
"95","023597","010","0","0","020",5,5,1,73,63,745,608,NA,75,21,18,41,16,19,121,43,41,NA,NA,NA,NA,NA,NA,1,44,53,84,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,21,45,NA,NA,NA,NA,NA,NA,5,15,11,NA,NA,NA,112,NA,2,451,154,3573,136,NA,NA,NA,81,NA,571,436,772,76,NA,151,NA,325,15,8238,6,2,"14"
"96","023597","020","0","0","010",1,1,5,388,58,604,699,NA,63,22,26,52,20,20,125,31,54,NA,NA,NA,NA,NA,NA,1,200,54,89,53,8,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,868,1,507,NA,4549,76,NA,NA,NA,32,NA,1028,396,NA,NA,NA,205,NA,220,14,9654,6,2,"14"
"97","023605","020","0","0","030",5,5,5,92,71,590,492,NA,52,21,18,42,21,22,105,18,47,NA,NA,NA,NA,NA,NA,2,40,52,78,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,12,NA,NA,NA,6,9,14,NA,NA,NA,NA,NA,NA,63,NA,1,323,NA,2686,570,23,NA,NA,36,NA,490,335,NA,NA,NA,126,NA,191,13,6043,2,2,"14"
"98","023605","030","0","0","020",1,1,1,196,55,683,508,NA,56,22,25,43,19,18,109,26,50,NA,NA,NA,NA,NA,NA,2,44,49,88,51,6,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,289,1,265,334,3385,1206,44,NA,NA,39,NA,434,506,954,50,NA,112,NA,233,15,9318,2,2,"14"
"99","023677","010","0","0","011",1,1,1,426,114,524,612,NA,55,23,38,79,22,23,163,38,59,NA,NA,NA,NA,NA,NA,1,54,50,67,54,30,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,606,1,256,585,1,276,469,NA,NA,30,NA,956,346,1212,234,NA,256,NA,NA,NA,6904,2,2,"14"
"100","023677","011","0","0","010",5,5,5,91,52,428,711,NA,61,21,58,52,18,23,162,9,47,NA,NA,NA,NA,NA,NA,1,76,45,77,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,35,16,134,NA,4,310,NA,1,218,NA,NA,NA,31,NA,764,394,NA,NA,NA,210,NA,288,18,3535,2,2,"14"
"101","023831","010","1","0",NA,1,1,1,576,129,1316,770,NA,88,23,22,93,26,18,167,30,76,NA,NA,NA,NA,NA,NA,2,83,56,85,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,26,20,NA,NA,NA,9,13,49,NA,NA,NA,NA,NA,NA,129,482,2,566,194,2,108,NA,NA,NA,55,NA,932,428,725,25,144,145,NA,127,26,6762,3,2,"14"
"102","023831","040","2","0",NA,1,1,1,345,102,533,495,NA,53,23,17,70,24,44,168,26,NA,NA,NA,NA,NA,NA,NA,2,100,NA,NA,55,16,7,8,21,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,314,197,339,157,1,260,40,NA,NA,154,NA,363,313,394,58,NA,22,NA,137,13,4240,6,2,"14"
"103","023913","010","0","0",NA,1,1,1,356,75,825,558,NA,51,22,22,59,22,41,148,25,50,NA,NA,NA,NA,NA,NA,1,67,30,54,47,7,5,20,NA,NA,NA,NA,NA,NA,14,30,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,375,0,370,374,2967,72,NA,NA,NA,47,NA,793,414,590,24,NA,288,NA,442,831,9404,3,2,"14"
"104","024231","010","0","0","020",1,5,1,273,45,440,472,NA,50,22,25,44,24,40,131,21,52,NA,NA,NA,NA,NA,NA,1,29,25,46,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,11,NA,NA,NA,6,7,23,NA,NA,NA,NA,NA,NA,69,NA,1,236,349,2,371,24,NA,NA,38,NA,628,305,829,48,NA,215,53,134,18,4492,3,2,"14"
"105","024231","020","0","0","010",5,1,5,175,45,522,597,NA,58,22,46,76,20,41,189,51,47,NA,NA,NA,NA,NA,NA,4,46,58,80,42,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,263,1,242,NA,1,341,146,NA,NA,45,NA,602,254,NA,NA,NA,222,NA,118,11,3590,3,2,"14"
"106","024650","020","0","0","030",5,1,5,496,60,572,589,NA,82,23,23,48,25,25,133,28,61,NA,NA,NA,NA,NA,NA,2,44,53,79,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,15,NA,NA,NA,7,7,20,NA,NA,NA,NA,NA,NA,77,878,1,410,NA,2352,75,NA,NA,NA,36,NA,517,349,NA,NA,NA,130,NA,296,13,6782,3,2,"14"
