"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MX003_R","MX007_R","MZ077_R","MX060_R","MX065_R","MZ066_R","MX004_R","MX067_R","MZ008_R","MZ009_R","MZ010_R","MZ011_R","MZ012_R","MZ013_R","MZ014_R","MZ015_R","MZ016_R","MZ142_1","MZ143_1","MZ200_1","MZ142_2","MZ143_2","MZ200_2","MZ142_3","MZ143_3","MZ200_3","MZ142_4","MZ143_4","MZ200_4","MZ076","MZ078","MZ080","MZ081","MZ087","MZ089","MZ090","MZ092","MZ093","MZ095","MZ096","MZ098","MZ099","MZ100","MZ101","MZ102","MZ103","MZ104","MZ105","MZ106","MZ107","MZ108","MZ110","MZ112","MZ113","MZ114","MZ117","MZ118","MZ119","MZ120","MZ122","MZ123","MZ124","MZ125","MZ126","MZ127","MZ133","MZ134","MZ136","MZ137","MZ138","MZ151","MZ153","MZ154","MZ155","MZ156","MZ157","MZ158","MZ159","MZ160","MZ161","MZ162","MZ163","MZ164","MZ165","MZ166","MZ167","MZ168","MZ169","MZ170","MZ171","MZ172","MZ173","MZ174","MZ175","MZ176","MZ177","MZ178","MZ179","MZ180","MZ181","MZ182","MZ183","MZ184","MZ185","MZ186","MZ187","MZ188","MZ189","MZ190","MZ198","MZ199","MZ201","MZ204","MZ205","MZ206","MZ211","MZ212","MZ213","MZ216","MZ219","MZ230","MZ231","MZ232","MX090_R","MX501_R","MX502_R","MX503_R","MX504_R","MX505_R","MX506_R","MX507_R","MX508_R","MX509_R","MX510_R","MX511_R","MX512_R","MX513_R","MX514_R","MX515_R","MX516_R","MX517_R","MX518_R","MX519_R","MX520_R","MX521_R","MX522_R","MX523_R","MX525_R","MZ240","MZ241","MZ242","MZ244","MZ246","MZ255","MZ256","MZ257","MVDATE","MVERSION","year"
"299","047604","030","0","0","020",5,1,1,2,3,3,2,1,1,3,1943,5,4,8,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,9,2008,1,NA,5,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,1,32,52,1,0,0,500000,500000,60000,60000,0,0,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001,49999,0,0,5001,24999,0,0,0,0,0,0,0,0,1,NA,5,NA,NA,1,0,15,5,1,5,5,1,1,2,2,1,2,2,1,2,1,1,3,1,3,3,1,3,1,3,2,1,59,18,7,2,5,5,1,5,592,1,1,NA,7,5.1,"10"
"300","047718","010","0","0","020",1,1,1,1,3,3,2,1,1,1,1940,5,10,9,4,1,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,1,5,3,2008,1,NA,5,5,5,1,1,5,5,5,5,1,1,5,2,1,0,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,0,0,0,4999,1500,1500,0,0,400,400,0,0,1,1968,1,1,1,NA,NA,12,1,1,5,5,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,3,1,3,3,1,2,12,1,5,2,5,5,1,NA,352,1,1,NA,6,5.1,"10"
"301","047718","020","0","0","010",5,5,5,2,4,4,1,1,1,3,1932,5,9,10,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,3,2008,1,NA,5,5,5,1,5,5,1,1,5,5,1,5,5,1,0,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,180000,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,0,0,0,4999,1500,1500,0,0,400,400,0,0,1,NA,1,1,1,1,0,12,1,1,5,5,1,2,1,1,2,2,2,2,2,2,2,2,3,3,3,2,3,1,2,3,3,98,77,5,1,5,5,1,NA,646,1,NA,NA,6,5.1,"10"
"302","047855","010","0","0","020",1,5,1,1,1,1,1,1,1,10,1934,5,4,2,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,3,2008,1,NA,5,5,5,1,1,5,5,5,5,5,1,5,5,1,12,5,5,5,1,5,1,1,1,1,5,5,1,2,20,52,1,0,0,230000,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,1000,1000,1000,1000,20000,20000,0,0,0,0,0,0,0,0,1,2001,1,NA,NA,3,1,16,5,1,5,5,3,2,2,2,2,1,1,1,1,2,1,2,3,2,3,1,3,2,3,2,1,99,71,3,2,1,5,2,NA,968,1,NA,NA,7,5.1,"10"
"303","047855","020","0","0","010",5,1,5,2,2,2,2,1,1,3,1940,5,2,4,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,1,3,2008,1,NA,5,5,5,1,1,5,5,5,5,5,5,5,5,1,12,5,5,5,1,5,5,5,1,1,5,5,NA,NA,NA,NA,5,0,0,230000,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,1000,1000,1000,1000,20000,20000,0,0,0,0,0,0,0,0,1,1999,5,1,1,0,0,12,5,1,5,5,3,2,1,2,1,2,2,2,2,2,2,1,1,3,3,3,3,2,3,2,2,88,72,5,1,5,5,2,NA,793,1,NA,NA,7,5.1,"10"
"304","048404","010","0","0","040",5,5,5,2,4,4,1,1,1,12,1942,5,4,2,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,3,2008,1,NA,5,5,5,5,1,1,5,5,5,1,1,5,5,1,9,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,0,0,0,0,0,0,0,0,5000,5000,0,0,15000,15000,2000,2000,0,0,0,0,0,0,1,1998,5,1,1,0,1,13,5,5,5,5,3,2,1,2,2,2,2,2,2,1,1,3,2,1,3,3,3,3,3,2,2,60,68,8,1,5,5,1,NA,396,1,NA,NA,7,5.1,"10"
"305","048404","040","0","0","010",1,1,1,1,3,3,2,1,1,9,1942,5,2,4,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,1,1,5,5,5,5,5,1,5,5,1,9,5,5,5,1,5,5,5,1,1,5,5,1,NA,NA,NA,5,0,0,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,0,0,0,0,0,0,0,0,5000,5000,0,0,15000,15000,2000,2000,0,0,0,0,0,0,1,2005,1,1,1,3,0,12,5,5,5,1,3,2,1,1,1,2,1,2,1,1,2,2,1,2,3,1,3,1,1,1,1,30,77,7,2,5,5,1,NA,592,1,NA,NA,7,5.1,"10"
"306","048531","020","0","0","030",5,5,1,2,1,1,2,1,1,3,1933,5,4,8,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,1,5,7,2008,1,NA,5,5,5,1,1,5,5,1,5,5,1,5,5,1,0,5,5,5,1,5,1,5,1,1,5,5,5,1,24,52,5,0,0,59000,59000,0,0,0,0,0,0,0,0,0,0,0,0,17000,17000,16000,16000,0,0,0,0,0,0,50000,50000,0,0,12000,12000,0,0,0,0,0,0,0,0,1,2008,1,NA,NA,1,2,11,5,1,5,5,3,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,3,69,26,1,2,5,5,1,5,44,1,1,NA,7,5.1,"10"
"307","048531","030","0","0","020",1,1,5,1,2,2,1,1,1,9,1930,5,8,4,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,7,2008,1,NA,5,5,5,1,5,1,5,1,5,5,1,5,5,1,0,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,59000,59000,0,0,0,0,0,0,0,0,0,0,0,0,17000,17000,16000,16000,0,0,0,0,0,0,50000,50000,0,0,12000,12000,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,0,8,5,1,5,5,3,1,1,2,2,1,2,1,1,2,2,3,2,1,2,2,2,2,1,1,1,48,69,4,1,1,5,1,NA,845,1,NA,NA,7,5.1,"10"
"308","048616","010","0","0","020",1,1,1,1,3,3,2,1,1,8,1933,5,9,3,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,5,2008,1,NA,5,5,5,1,5,5,1,5,5,1,5,5,5,1,8,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,2500,2500,0,0,0,0,600,600,0,0,1,NA,1,1,1,3,2,12,5,1,5,1,1,2,1,2,2,1,2,1,2,1,2,3,1,1,3,1,3,1,1,2,2,36,47,4,2,5,5,1,NA,138,1,NA,NA,7,5.1,"10"
"309","048616","020","0","0","010",5,5,5,2,4,4,1,1,1,5,1932,5,3,9,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,7,2008,2,2,5,5,5,1,5,5,1,1,5,5,1,5,5,1,8,5,5,5,5,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,2500,2500,0,0,0,0,600,600,0,0,1,NA,1,1,1,1,2,11,5,1,5,5,1,1,1,1,2,2,1,1,1,2,1,1,3,1,1,3,3,1,2,2,2,1,34,6,1,1,5,1,NA,753,1,NA,NA,7,5.1,"10"
"310","048877","010","0","0",NA,1,1,1,1,3,3,2,6,6,6,1935,5,6,8,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,1,5,5,8,2008,1,NA,5,5,5,1,1,1,5,5,5,5,1,5,5,1,0,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,1,1,7,2,6,1,5,5,5,3,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,3,2,1,1,89,51,1,2,5,5,1,NA,451,1,1,NA,2,5.1,"10"
"311","048992","010","0","0","020",1,5,1,1,1,1,1,1,1,1,1940,5,1,3,2,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,12,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,21,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,50001,149999,0,0,7000,7000,0,0,0,0,0,0,0,0,1,NA,5,1,NA,0,5,12,5,1,5,5,1,2,1,1,1,2,2,2,1,2,1,2,1,2,3,3,1,3,2,3,1,27,24,8,2,1,5,2,NA,933,1,NA,NA,7,5.1,"10"
"312","048992","020","0","0","010",5,1,5,2,2,2,2,1,1,5,1941,5,3,1,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,12,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,21,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,50001,149999,0,0,7000,7000,0,0,0,0,0,0,0,0,1,NA,5,1,1,1,2,12,1,1,5,5,1,2,1,2,1,1,2,1,2,1,2,3,3,1,2,3,3,3,2,2,2,60,20,1,1,5,5,2,NA,61,1,NA,NA,7,5.1,"10"
"313","049053","020","0","0","030",1,5,5,1,4,4,1,1,1,11,1940,5,8,7,2,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,12,2008,1,NA,1,5,5,5,5,5,5,5,5,5,1,5,5,1,15,5,5,5,5,5,1,1,1,1,5,5,5,2,40,52,5,0,0,152000,152000,103000,103000,0,0,0,0,0,0,0,0,10001,99999,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,7000,7000,0,0,0,0,0,0,2501,124999,1,NA,1,NA,NA,NA,NA,11,5,1,5,5,1,2,2,1,1,2,2,1,2,2,1,3,3,1,1,2,2,3,2,3,1,82,89,4,1,1,5,1,NA,772,1,NA,NA,7,5.1,"10"
"314","049053","030","0","0","020",5,1,1,2,3,3,2,1,1,10,1942,5,7,8,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,1,4,2008,1,NA,1,5,5,1,1,5,5,1,5,5,1,5,5,1,15,5,5,5,5,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,152000,152000,103000,103000,0,0,0,0,0,0,0,0,10001,99999,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,7000,7000,0,0,0,0,0,0,2501,124999,1,2001,5,1,1,1,1,13,5,1,5,5,1,1,2,2,2,1,2,1,1,2,2,1,2,1,3,1,3,2,3,3,1,29,27,1,2,5,5,1,NA,232,1,NA,NA,7,5.1,"10"
"315","049516","010","0","0","012",1,1,1,1,3,3,1,3,6,10,1939,5,2,6,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,5,5,10,2008,1,NA,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,1,0,0,220000,220000,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,0,0,0,0,125000,125000,0,0,150000,150000,0,0,35000,35000,0,0,0,0,0,0,0,0,1,NA,1,1,1,1,2,14,5,1,5,5,3,2,2,1,2,1,2,1,1,1,2,3,3,2,2,3,3,3,3,1,2,55,18,3,2,1,5,1,NA,798,1,NA,NA,8,5.1,"10"
"316","049661","010","0","0",NA,1,1,1,1,3,3,2,6,6,6,1935,5,7,10,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,2,5,5,5,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,2,1,3,5,5,5,1,5,5,1,1,NA,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999996,0,0,0,99999996,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,2,13,5,1,5,1,3,2,2,2,1,1,1,1,1,2,1,3,1,2,3,3,3,3,2,3,3,59,27,2,1,5,5,1,NA,401,1,1,NA,7,5.1,"10"
"317","050216","020","0","0",NA,1,1,1,1,3,3,2,6,6,2,1932,5,7,4,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,5,5,6,2008,1,NA,5,5,5,NA,5,5,5,5,5,5,5,5,5,1,0,5,5,5,5,5,5,5,1,NA,5,5,1,NA,NA,NA,5,0,0,85000,85000,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,500,500,0,0,0,0,45000,45000,0,0,1,NA,1,1,1,0,0,12,5,5,5,1,1,2,2,1,2,2,2,2,1,2,1,1,2,3,2,2,1,1,1,1,2,21,34,3,1,5,5,1,NA,300,1,NA,NA,7,5.1,"10"
"318","050223","010","0","0","020",5,5,1,2,1,1,1,1,1,12,1936,5,2,4,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,5,5,5,5,5,5,1,5,5,5,1,7,5,5,5,1,5,1,1,1,1,5,5,3,2,40,52,5,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,1500000,1500000,15000,15000,4000,4000,0,0,50000,50000,0,0,15000,15000,0,0,15000,15000,0,0,0,0,120000,120000,0,0,1,NA,1,NA,NA,2,2,8,5,1,5,5,3,2,1,1,2,1,1,1,2,2,2,2,3,3,3,3,2,1,3,2,1,72,82,4,1,5,5,1,NA,668,1,NA,NA,7,5.1,"10"
"319","050223","020","0","0","010",1,1,5,1,2,2,2,1,1,3,1941,5,4,2,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,3,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,1,5,5,5,1,1,5,5,NA,NA,NA,NA,5,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,1500000,1500000,15000,15000,4000,4000,0,0,50000,50000,0,0,15000,15000,0,0,15000,15000,0,0,0,0,120000,120000,0,0,1,NA,5,1,1,1,4,12,5,1,5,5,3,2,2,1,2,2,2,2,1,2,2,3,1,2,2,1,3,3,1,2,2,75,13,1,2,5,5,1,NA,513,1,NA,NA,7,5.1,"10"
"320","050403","020","0","0",NA,1,1,1,1,3,4,1,6,1,8,1940,5,7,6,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,4,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,17500,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,60000,0,0,16000,16000,0,0,10000,10000,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,1,12,5,1,5,5,3,2,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,2,3,2,18,17,5,2,5,5,1,NA,276,1,NA,NA,6,5.1,"10"
"321","050432","040","0","0",NA,1,1,1,1,3,4,1,6,1,5,1922,1,6,2,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,1,5,5,5,2008,2,6,5,5,5,1,1,5,5,1,5,1,1,5,5,1,14,1,5,5,1,5,5,1,5,5,5,5,1,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,1,1,1,0,3,12,1,1,5,5,3,2,1,2,1,1,1,1,1,2,2,1,2,1,3,1,2,1,2,1,3,56,100,3,1,1,5,1,NA,718,1,NA,NA,4,5.1,"10"
"322","050473","020","0","0",NA,1,1,1,1,3,3,1,6,1,8,1940,5,2,1,2,2,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,5,5,4,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,80000,80000,0,0,9500,9500,0,0,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,30000,30000,0,0,0,0,3400,3400,0,0,1,NA,1,1,1,NA,NA,12,5,1,5,5,3,2,2,2,1,1,2,1,1,2,2,3,3,1,2,3,2,3,2,1,1,17,42,8,2,5,5,1,NA,88,1,NA,NA,7,5.1,"10"
"323","050601","010","0","0","040",1,5,1,1,1,1,1,1,1,8,1941,5,6,3,1,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,8,2008,1,NA,5,5,5,5,5,5,5,5,5,5,1,5,5,1,0,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,230000,230000,65000,65000,0,0,0,0,450000,450000,0,0,400000,400000,0,99999996,0,99999996,0,0,0,99999996,0,0,0,99999996,0,99999996,22000,22000,0,0,0,0,0,0,0,0,1,NA,5,1,1,0,0,12,5,1,5,5,3,2,1,1,1,2,2,2,2,2,2,1,3,3,2,1,3,3,1,2,1,70,55,1,2,5,5,1,NA,551,1,NA,NA,7,5.1,"10"
"324","050601","040","0","0","010",5,1,5,2,2,2,2,1,1,6,1944,5,3,6,3,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,8,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,5,5,5,1,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,230000,230000,65000,65000,0,0,0,0,450000,450000,0,0,400000,400000,0,99999996,0,99999996,0,0,0,99999996,0,0,0,99999996,0,99999996,22000,22000,0,0,0,0,0,0,0,0,5,NA,5,1,1,0,0,12,5,1,5,5,3,2,1,2,1,1,1,2,2,1,2,1,2,3,1,1,3,2,3,3,2,36,76,3,1,5,5,1,NA,120,1,NA,NA,7,5.1,"10"
"325","050788","010","0","0","020",1,5,1,1,1,1,1,1,1,9,1935,5,4,3,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,1,6,2008,1,NA,5,5,5,1,5,5,1,5,5,5,1,5,5,1,4,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,125000,125000,81000,81000,10435,10435,158000,158000,10000,10000,23000,23000,0,0,12000,12000,50000,50000,0,0,0,0,0,0,1,2003,1,1,1,0,2,17,1,1,5,5,1,2,1,2,2,2,1,1,2,1,2,3,1,3,3,2,2,1,1,3,3,81,39,6,2,5,5,1,NA,186,1,NA,NA,7,5.1,"10"
"326","050788","020","0","0","010",5,1,5,2,2,2,2,1,1,3,1936,5,3,4,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,6,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,4,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,1,0,0,120000,120000,0,0,0,0,0,0,0,0,0,0,0,0,125000,125000,81000,81000,10435,10435,158000,158000,10000,10000,23000,23000,0,0,12000,12000,50000,50000,0,0,0,0,0,0,1,NA,1,1,1,0,2,14,1,1,5,5,1,2,2,2,2,1,2,2,1,2,2,3,2,1,2,1,3,2,3,2,1,46,43,4,1,5,5,2,NA,97,1,1,NA,7,5.1,"10"
"327","050823","010","0","0","040",1,5,1,1,1,1,1,1,1,2,1937,5,1,10,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,3,5,5,5,2008,1,NA,5,5,5,1,1,5,5,5,5,5,5,5,5,1,11,5,5,5,1,5,1,1,1,1,5,5,5,2,20,28,1,0,0,175000,175000,0,0,0,0,0,0,0,0,0,0,0,0,125000,125000,7000,7000,5000,5000,0,0,0,0,14000,14000,0,0,29000,29000,0,0,0,0,0,0,0,0,1,2004,1,NA,NA,0,1,9,5,1,5,5,3,2,2,1,2,1,1,2,2,1,2,3,1,3,1,1,1,1,1,2,1,15,17,5,1,5,5,1,NA,278,1,NA,NA,7,5.1,"10"
"328","050823","040","0","0","010",5,1,5,2,2,2,2,1,1,8,1948,5,10,1,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,5,5,6,2008,1,NA,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,11,5,5,5,1,5,1,5,5,5,5,5,5,2,20,40,5,0,0,175000,175000,0,0,0,0,0,0,0,0,0,0,0,0,125000,125000,7000,7000,5000,5000,0,0,0,0,14000,14000,0,0,29000,29000,0,0,0,0,0,0,0,0,5,NA,5,NA,NA,2,3,12,5,1,5,5,3,1,2,1,2,1,1,2,1,2,2,1,2,2,3,3,2,3,1,2,2,21,85,6,2,5,5,1,NA,794,1,NA,NA,7,5.1,"10"
"329","050895","040","0","0",NA,1,1,1,1,3,2,2,6,1,8,1948,5,8,5,2,2,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,8,2008,1,NA,5,5,5,5,5,5,5,1,5,1,1,NA,NA,NA,3,5,5,5,5,5,5,5,5,5,5,5,3,NA,NA,NA,5,0,0,225000,225000,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,10000,10000,0,0,0,0,0,0,0,0,5,NA,5,1,1,NA,NA,16,1,1,5,5,1,1,2,1,2,1,2,1,1,1,1,2,3,2,2,2,1,3,2,2,3,57,47,1,2,5,5,1,NA,437,1,NA,NA,7,5.1,"10"
"330","050945","010","7","7","040",5,5,1,2,1,1,1,1,1,3,1940,5,8,9,1,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,6,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,5,5,1,17,5,5,5,5,5,5,1,1,1,5,5,1,NA,NA,NA,5,0,0,100000,100000,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,1,NA,1,1,NA,3,2,11,5,1,5,5,1,2,1,2,2,2,1,1,1,2,2,3,1,2,2,2,1,3,1,1,2,42,35,1,2,5,5,1,5,397,1,NA,NA,7,5.1,"10"
"331","050945","040","7","7","010",1,1,5,1,2,2,2,1,1,11,1945,5,9,8,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,6,2008,1,NA,5,5,5,1,5,5,5,5,5,5,1,NA,NA,NA,17,5,5,5,5,5,1,5,5,5,5,1,5,1,40,52,5,0,0,100000,100000,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,5,NA,5,NA,NA,1,6,11,5,1,5,5,1,1,1,1,1,1,2,2,1,2,1,2,3,1,3,3,2,2,3,1,2,8,84,2,1,5,5,1,5,763,1,1,NA,7,5.1,"10"
"332","051479","010","0","0","020",5,5,5,2,4,4,1,1,1,4,1934,5,1,7,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,1,5,5,8,2008,2,2,5,5,5,1,1,5,5,1,5,5,1,1,5,1,5,5,5,5,1,5,5,1,1,1,5,5,NA,NA,NA,NA,5,0,0,135000,135000,0,0,0,0,0,0,0,0,0,0,0,0,22000,22000,0,0,0,0,19000,19000,0,0,6000,6000,31000,31000,8000,8000,0,0,0,0,3000,3000,0,0,1,1989,1,1,NA,0,0,16,5,1,5,5,3,1,2,1,1,2,2,2,2,1,1,3,2,2,2,1,3,2,1,3,3,18,3,2,2,1,5,2,5,895,1,NA,NA,7,5.1,"10"
