"","HHID","PN","PSUBHH","OSUBHH","PPN_SP","PCSR","PFAMR","PFINR","PP155","PP156","PP195","PP002","PP196","PP166","PP197","PP168","PP005","PP006","PP059","PP007","PP009","PP014","PP015","PP016","PP017","PP123","PP018","PP181","PP182","PP020","PP028","PP102","PP029","PP157","PP107","PP175","PP176","PP177","PP178","PP032","PP111","PP112","PP183","PP047","PP113","PP149","PP150","PP180","PP097","PP041","PP185","PP056","PVDATE","PVERSION","year"
"421","124731","020","1","1","021",1,1,1,12,1,1,1,"less",NA,NA,NA,80,5,0,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,50,2,998,75,NA,30,1,5,40,NA,60,50,2,1,NA,NA,2,NA,1,1,2,1,"16"
"422","124731","021","1","1","020",5,5,5,13,0,1,1,NA,NA,NA,NA,80,50,0,NA,1,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,70,NA,50,100,NA,50,30,20,50,NA,30,40,NA,2,10,40,2,4,3,1,5,1,"16"
"423","131812","010","0","0","011",1,1,1,14,0,1,1,"more",80,"gained",2,95,94,90,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,90,NA,70,40,10,5,NA,20,50,1,2,30,25,2,NA,3,1,7,1,"16"
"424","131812","011","0","0","010",5,5,5,13,0,1,1,NA,NA,NA,NA,90,80,80,NA,1,NA,NA,5,NA,NA,NA,5,5,NA,NA,NA,60,NA,55,40,NA,35,30,15,25,NA,20,75,NA,2,20,40,2,NA,3,1,4,1,"16"
"425","131880","010","0","0",NA,1,1,1,15,0,1,1,"more",100,"gained",70,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,90,10,NA,10,10,5,10,NA,20,60,NA,2,30,50,3,NA,1,1,4,1,"16"
"426","131895","010","0","0","020",5,1,5,12,0,1,1,NA,NA,NA,NA,80,10,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,30,10,NA,5,2,0,0,NA,80,50,2,1,NA,NA,3,NA,1,1,3,1,"16"
"427","131895","020","0","0","010",1,5,1,13,0,1,1,"less",50,"fallen",50,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,100,NA,100,0,0,25,NA,100,0,NA,2,NA,50,3,NA,3,1,3,1,"16"
"428","136091","010","0","0","020",5,5,1,13,1,1,1,"more",60,"gained",5,100,999,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,40,70,NA,50,10,2,0,NA,90,60,NA,2,10,10,2,NA,3,1,5,1,"16"
"429","136091","020","0","0","010",1,1,5,10,1,1,1,NA,NA,NA,NA,999,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,75,0,90,NA,NA,0,50,NA,50,10,NA,2,10,10,3,NA,3,1,5,1,"16"
"430","138171","010","0","0","020",1,1,1,12,0,1,1,NA,NA,NA,NA,75,75,0,NA,1,NA,NA,30,NA,NA,NA,30,30,NA,NA,NA,100,NA,50,50,NA,30,0,0,75,NA,100,50,2,1,NA,NA,3,NA,2,1,8,1,"16"
"431","138171","020","0","0","010",5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"16"
"432","138205","010","0","0","020",5,1,5,12,1,1,1,NA,NA,NA,NA,100,80,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,0,100,NA,50,20,5,80,NA,80,998,NA,1,NA,NA,2,NA,3,1,3,1,"16"
"433","138205","020","0","0","010",1,5,1,14,0,1,1,"more",70,"fallen",0,90,25,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,50,10,NA,5,0,10,0,NA,50,50,2,1,NA,NA,1,NA,3,1,3,1,"16"
"434","138713","010","0","0","020",1,5,1,15,0,1,1,"more",75,"fallen",25,75,25,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,10,100,NA,75,25,50,10,NA,60,75,NA,2,50,25,3,NA,3,1,4,1,"16"
"435","138713","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,80,20,0,NA,1,NA,NA,50,NA,NA,NA,0,NA,NA,NA,NA,30,NA,20,40,NA,80,50,20,50,NA,50,30,NA,2,50,50,3,NA,3,1,4,1,"16"
"436","139853","010","0","0","020",1,5,1,15,0,1,1,"less",0,"fallen",0,100,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,50,80,NA,50,50,50,80,NA,50,70,NA,2,50,50,2,NA,3,1,2,1,"16"
"437","139853","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,90,80,0,NA,1,NA,NA,10,NA,NA,NA,10,10,NA,NA,NA,70,NA,80,50,NA,40,20,10,50,NA,80,50,2,1,NA,NA,2,NA,3,1,3,1,"16"
"438","140599","010","0","0","020",1,1,1,14,0,1,1,"more",0,"fallen",20,80,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,100,NA,80,0,0,40,NA,40,25,NA,2,10,80,3,NA,2,1,7,1,"16"
"439","140599","020","0","0","010",5,5,5,12,0,1,1,NA,NA,NA,NA,100,50,5,NA,1,NA,NA,5,NA,NA,NA,5,0,NA,NA,NA,70,NA,40,10,NA,40,20,5,50,NA,70,50,2,1,NA,NA,3,NA,2,1,7,1,"16"
"440","140874","010","0","0","020",5,5,5,12,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,25,NA,10,10,10,25,NA,50,50,2,1,NA,NA,3,NA,3,1,7,1,"16"
"441","140874","020","0","0","010",1,1,1,13,0,1,1,"more",10,"fallen",5,75,75,5,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,5,NA,0,NA,0,50,NA,60,50,2,1,NA,NA,2,NA,1,1,7,1,"16"
"442","140991","010","0","0","020",1,5,1,13,0,1,1,"more",0,"fallen",0,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,50,0,75,NA,NA,0,0,NA,90,50,2,1,NA,NA,1,NA,3,1,10,1,"16"
"443","140991","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,100,100,10,NA,1,NA,NA,10,0,NA,NA,0,NA,NA,50,1,50,NA,NA,10,NA,5,0,NA,NA,50,80,50,1,2,50,50,3,NA,3,1,10,1,"16"
"444","141453","010","0","0","020",1,1,1,16,0,1,1,"less",100,"fallen",80,100,10,10,NA,1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,100,NA,100,50,25,100,NA,100,25,NA,2,25,25,2,NA,1,1,3,1,"16"
"445","141453","020","0","0","010",5,5,5,11,0,1,1,NA,NA,NA,NA,0,NA,NA,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,40,NA,50,0,NA,NA,10,8,40,NA,2,10,10,2,NA,1,1,5,1,"16"
"446","141559","010","0","0",NA,1,1,1,14,0,1,1,"less",30,"gained",40,90,90,50,NA,1,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,90,30,NA,35,20,10,NA,NA,75,75,NA,2,50,50,2,NA,2,1,4,1,"16"
"447","142349","020","0","0",NA,1,1,1,13,0,1,1,"more",60,"fallen",70,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,60,80,NA,90,30,10,40,NA,40,50,2,1,NA,NA,2,NA,1,1,4,1,"16"
"448","142813","010","1","1",NA,1,1,1,13,0,1,1,NA,NA,NA,NA,100,0,NA,NA,1,40,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,40,NA,20,10,10,40,NA,50,20,NA,2,30,25,3,NA,1,1,3,1,"16"
"449","142813","020","2","2",NA,1,1,1,14,0,1,1,"more",100,"gained",0,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,0,100,NA,NA,0,0,NA,100,100,NA,2,0,NA,2,NA,3,1,3,1,"16"
"450","143540","020","0","0",NA,1,1,1,15,1,1,1,"less",50,"fallen",50,90,0,NA,NA,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,90,NA,50,0,0,80,NA,90,80,NA,2,998,NA,3,NA,1,1,4,1,"16"
"451","143838","010","0","0","020",1,5,1,14,0,1,1,"less",0,"gained",10,100,100,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,30,75,NA,25,10,30,50,NA,75,40,NA,2,10,25,3,NA,1,1,3,1,"16"
"452","143838","020","0","0","010",5,1,5,11,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,50,NA,NA,50,NA,50,50,NA,75,NA,100,50,2,1,NA,NA,3,NA,1,1,3,1,"16"
"453","144110","010","0","0","020",1,5,1,15,0,1,1,"less",20,"fallen",5,50,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,70,NA,60,10,25,60,NA,70,30,NA,2,5,50,2,NA,3,1,5,1,"16"
"454","144110","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,40,30,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,50,90,NA,5,30,10,80,NA,80,10,NA,2,40,20,3,NA,3,1,5,1,"16"
"455","144444","010","0","0","020",1,5,1,13,0,1,1,"less",5,"gained",10,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,10,0,0,NA,NA,0,0,NA,90,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"456","144444","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,80,80,10,NA,1,80,10,NA,NA,NA,NA,80,80,NA,NA,NA,85,NA,60,10,NA,10,10,0,60,NA,70,75,NA,2,70,60,3,NA,3,1,4,1,"16"
"457","144456","012","5","5",NA,1,1,1,10,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,0,1,NA,NA,0,0,NA,0,0,NA,2,NA,0,3,NA,2,1,3,1,"16"
"458","145073","010","0","0","020",1,5,1,15,0,1,1,"more",80,"fallen",90,100,75,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,60,80,NA,50,10,20,95,NA,80,85,NA,2,40,10,2,NA,3,1,4,1,"16"
"459","145073","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,80,80,0,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,100,NA,100,70,10,100,NA,100,50,2,1,NA,NA,3,NA,2,1,4,1,"16"
"460","146133","010","0","0","020",1,5,1,16,1,1,1,"more",80,"gained",20,100,100,10,NA,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,50,NA,50,998,0,5,NA,50,10,NA,2,50,998,3,NA,3,1,7,1,"16"
"461","146133","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,90,90,15,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,60,30,NA,30,30,10,40,NA,60,50,2,1,NA,NA,3,NA,3,1,7,1,"16"
"462","146424","010","0","0","020",5,1,1,14,0,1,1,"more",75,"fallen",25,100,90,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,90,90,NA,75,0,0,50,NA,50,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"463","146424","020","0","0","010",1,5,5,11,2,1,1,NA,NA,NA,NA,100,0,NA,NA,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,2,NA,0,NA,0,80,NA,90,80,NA,2,75,50,3,NA,1,1,4,1,"16"
"464","146576","010","1","1","011",5,1,1,15,0,1,1,"less",0,"gained",10,100,100,100,NA,1,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,50,50,NA,10,5,5,10,NA,80,60,NA,2,10,20,2,NA,3,1,9,1,"16"
"465","146576","011","1","1","010",1,5,5,13,0,1,1,NA,NA,NA,NA,90,85,70,NA,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,50,1,30,10,NA,35,10,10,5,NA,60,40,NA,2,10,10,2,NA,2,1,8,1,"16"
"466","147459","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,50,50,25,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,25,NA,10,10,0,50,NA,50,25,NA,2,25,50,3,NA,3,1,3,1,"16"
"467","147459","020","0","0","010",1,5,1,10,1,1,1,NA,NA,NA,NA,80,80,80,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,70,20,NA,0,NA,0,80,NA,50,999,NA,1,NA,NA,3,NA,3,1,3,1,"16"
"468","147799","010","0","0","020",5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"469","147799","020","0","0","010",1,1,1,14,0,1,1,"more",50,"gained",10,100,100,100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,75,90,NA,80,80,10,20,NA,50,80,NA,2,60,80,2,NA,3,1,10,1,"16"
"470","148397","010","0","0","020",5,1,1,15,0,1,1,"less",5,"fallen",1,80,20,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,30,50,NA,50,20,1,30,NA,50,20,NA,2,20,20,3,NA,3,1,10,1,"16"
"471","148397","020","0","0","010",1,5,5,11,0,1,1,NA,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,50,0,0,NA,NA,0,50,NA,80,70,NA,2,50,50,2,NA,3,1,10,1,"16"
"472","150866","010","0","0","020",1,5,1,15,0,1,1,"less",40,"gained",40,80,50,0,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,20,NA,10,10,10,80,NA,100,50,1,2,40,40,3,NA,3,1,5,1,"16"
"473","150866","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,100,100,30,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,10,NA,0,NA,5,50,NA,50,70,NA,2,50,30,2,NA,3,1,5,1,"16"
"474","150868","010","0","0","020",5,5,1,15,1,1,1,"more",50,"fallen",30,50,20,0,NA,1,10,5,NA,NA,NA,NA,100,100,NA,NA,NA,60,NA,50,40,NA,20,20,20,10,NA,20,999,NA,1,NA,NA,3,NA,3,1,5,1,"16"
"475","150868","020","0","0","010",1,1,5,10,4,1,1,NA,NA,NA,NA,80,50,1,NA,1,NA,NA,5,NA,NA,NA,5,1,NA,NA,NA,50,2,75,998,NA,NA,NA,998,998,NA,20,998,NA,1,NA,NA,3,NA,3,1,5,1,"16"
"476","151751","010","0","0","020",1,1,1,13,0,1,1,"less",100,"fallen",100,50,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,50,NA,50,50,0,80,NA,100,50,2,1,NA,NA,3,NA,2,1,4,1,"16"
"477","151751","020","0","0","010",5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"16"
"478","151986","010","0","0","020",1,5,1,12,0,1,1,"more",80,"gained",100,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,50,NA,0,NA,50,50,NA,100,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"479","151986","020","0","0","010",5,1,5,12,0,1,1,NA,NA,NA,NA,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,100,NA,100,20,50,100,NA,100,50,2,1,NA,NA,3,NA,3,1,4,1,"16"
"480","152136","020","0","0","021",1,1,1,15,0,1,1,"less",50,"fallen",50,25,0,NA,NA,1,NA,NA,50,25,NA,25,0,NA,NA,50,1,10,NA,NA,100,NA,100,75,NA,NA,100,75,25,NA,2,10,75,2,NA,2,1,3,1,"16"
"481","152136","021","0","0","020",5,5,5,12,0,1,1,NA,NA,NA,NA,100,90,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,95,NA,50,NA,NA,10,NA,10,0,NA,100,NA,50,30,NA,2,25,20,3,NA,3,1,4,1,"16"
"482","152525","010","0","0","020",1,5,1,12,0,1,1,NA,NA,NA,NA,80,0,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,50,2,10,20,NA,10,5,10,70,NA,80,80,NA,2,40,30,2,NA,2,1,10,1,"16"
"483","152525","020","0","0","010",5,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"16"
"484","153089","010","0","0","020",1,1,1,14,0,1,1,"less",0,"gained",10,0,NA,NA,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,25,NA,0,NA,0,20,NA,50,10,NA,2,10,10,3,NA,3,1,5,1,"16"
"485","153089","020","0","0","010",5,5,5,3,3,1,1,NA,NA,NA,NA,999,NA,NA,NA,0,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,"16"
"486","156063","010","0","0","020",5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"16"
"487","156063","020","0","0","010",1,1,1,14,0,1,1,NA,NA,NA,NA,50,5,2,NA,1,0,50,NA,NA,NA,NA,1,0,NA,NA,NA,50,2,5,10,NA,1,50,0,75,NA,100,5,NA,2,2,10,3,NA,3,1,4,1,"16"
"488","158662","010","0","0","020",5,5,1,14,0,1,1,"less",50,"fallen",50,100,10,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,100,NA,100,30,10,50,NA,50,50,2,1,NA,NA,3,NA,2,1,10,1,"16"
"489","158662","020","0","0","010",1,1,5,10,0,1,1,NA,NA,NA,NA,100,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,20,NA,20,50,2,1,NA,NA,3,NA,3,1,10,1,"16"
"490","159868","010","0","0",NA,1,1,1,10,2,1,1,NA,NA,NA,NA,5,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,998,0,0,NA,NA,50,50,NA,50,998,NA,1,NA,NA,3,NA,2,1,5,1,"16"
"491","162284","010","0","0","020",1,5,1,14,0,1,1,"less",10,"fallen",10,100,100,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0,0,50,NA,NA,0,20,NA,50,20,NA,2,0,25,3,NA,1,1,6,1,"16"
"492","162284","020","0","0","010",5,1,5,14,0,1,1,NA,NA,NA,NA,65,20,10,NA,1,NA,NA,20,20,NA,0,0,NA,NA,60,NA,50,NA,NA,20,NA,20,20,NA,NA,50,60,30,NA,2,30,40,3,NA,2,1,8,1,"16"
"493","163088","020","0","0",NA,1,1,1,13,0,1,1,"less",0,"gained",0,100,100,100,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,100,50,NA,0,NA,0,100,NA,100,0,NA,2,NA,50,2,NA,3,1,4,1,"16"
"494","163749","010","0","0",NA,1,1,1,15,0,1,1,"more",40,"fallen",40,20,20,40,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,20,50,NA,50,20,60,20,NA,10,60,NA,2,50,50,3,NA,2,1,3,1,"16"
"495","171315","010","0","0",NA,1,1,1,12,0,1,1,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,5,NA,3,1,0,0,NA,4,3,NA,2,5,7,3,NA,2,1,3,1,"16"
"496","173152","010","0","0","020",5,1,5,13,0,1,1,NA,NA,NA,NA,80,80,80,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,85,90,NA,50,50,20,100,NA,100,75,NA,2,50,50,2,NA,3,1,5,1,"16"
"497","173152","020","0","0","010",1,5,1,14,1,1,1,"less",0,"gained",0,100,100,999,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,100,NA,50,0,0,50,NA,100,10,NA,2,10,80,1,NA,2,1,5,1,"16"
"498","173877","010","0","0","020",1,1,5,13,0,1,1,NA,NA,NA,NA,80,50,0,NA,1,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,20,75,NA,70,10,10,60,NA,60,40,NA,2,40,70,3,NA,2,1,3,1,"16"
"499","173877","020","0","0","010",5,5,1,13,0,1,1,"less",0,"gained",0,100,100,0,NA,1,NA,NA,80,NA,NA,NA,50,0,NA,NA,NA,50,1,10,10,NA,0,NA,20,0,NA,50,50,2,1,NA,NA,3,NA,2,1,3,1,"16"
"500","174322","010","0","0",NA,1,1,1,12,2,1,1,"less",20,"gained",5,998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,20,70,NA,70,5,998,40,NA,90,60,NA,2,5,5,2,NA,2,1,3,1,"16"
"501","176082","010","0","0","020",5,5,1,15,0,1,1,"less",0,"gained",0,100,100,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,40,100,NA,0,NA,0,50,NA,50,20,NA,2,0,40,2,NA,3,1,9,1,"16"
"502","176082","020","0","0","010",1,1,5,13,0,1,1,NA,NA,NA,NA,50,50,30,NA,1,NA,NA,10,NA,NA,NA,10,0,NA,NA,NA,50,1,50,100,NA,50,40,10,50,NA,50,30,NA,2,10,50,2,NA,2,1,9,1,"16"
"503","177541","010","0","0",NA,1,1,1,3,3,1,1,"less",999,"gained",999,999,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,"16"
"504","178905","010","0","0",NA,1,1,1,13,1,1,1,"less",25,"gained",10,100,75,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,90,0,50,NA,NA,0,0,NA,50,998,NA,1,NA,NA,3,NA,1,1,10,1,"16"
"505","180319","020","0","0","010",1,5,5,10,0,1,1,NA,NA,NA,NA,2,0,NA,NA,1,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,95,5,NA,0,NA,0,50,NA,80,50,2,1,NA,NA,1,NA,1,1,10,1,"16"
"506","180882","010","0","0",NA,1,1,1,13,0,1,1,"less",50,"gained",0,90,0,NA,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,75,NA,0,NA,0,50,NA,50,0,NA,2,NA,0,3,NA,3,1,10,1,"16"
"507","180921","010","0","0","020",1,5,1,15,0,1,1,"more",0,"fallen",0,100,25,0,NA,1,0,75,NA,NA,NA,NA,100,0,NA,NA,NA,75,NA,50,75,NA,25,0,0,50,NA,100,50,2,1,NA,NA,2,NA,3,1,3,1,"16"
"508","180921","020","0","0","010",5,1,5,13,0,1,1,NA,NA,NA,NA,100,100,10,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,50,80,NA,50,50,10,50,NA,50,60,NA,2,50,50,3,NA,3,1,3,1,"16"
"509","181091","010","0","0",NA,1,1,1,14,1,1,1,"more",90,"fallen",30,50,10,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,25,NA,10,10,10,25,NA,25,998,NA,1,NA,NA,3,NA,2,1,5,1,"16"
"510","183537","010","0","0",NA,1,1,1,15,0,1,1,"less",100,"fallen",100,90,70,10,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,75,50,NA,25,10,10,75,NA,80,75,NA,2,25,15,3,NA,3,1,10,1,"16"
"511","183634","010","0","0","020",5,5,5,13,0,1,1,NA,NA,NA,NA,100,95,40,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,40,NA,20,10,0,35,NA,60,75,NA,2,20,30,2,NA,3,1,3,1,"16"
"512","183634","020","0","0","010",1,1,1,15,0,1,1,"less",10,"gained",20,100,80,50,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,70,5,NA,2,0,0,10,NA,10,40,NA,2,40,10,2,NA,3,1,3,1,"16"
"513","183944","020","0","0",NA,1,1,1,14,0,1,1,"more",50,"gained",50,20,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,60,50,NA,20,30,20,20,NA,75,75,NA,2,30,50,2,NA,2,1,9,1,"16"
"514","184645","010","1","1",NA,1,1,1,15,0,1,1,"less",50,"gained",0,100,90,90,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,50,100,NA,100,80,20,80,NA,90,50,1,2,20,50,1,NA,2,1,4,1,"16"
"515","184645","020","2","2","022",1,1,1,13,0,1,1,"more",90,"gained",20,20,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,90,50,NA,10,10,0,60,NA,60,50,1,2,10,65,2,NA,3,1,7,1,"16"
"516","184645","021","5","5",NA,1,1,1,9,1,1,1,NA,NA,NA,NA,100,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,80,NA,80,100,NA,0,NA,0,50,NA,50,998,NA,1,NA,NA,3,NA,8,1,6,1,"16"
"517","184645","022","2","2","020",5,5,5,13,1,1,1,NA,NA,NA,NA,100,100,25,NA,1,10,70,NA,55,NA,30,25,0,NA,40,NA,30,NA,NA,0,10,NA,NA,NA,NA,50,75,998,NA,1,NA,NA,3,NA,3,1,7,1,"16"
"518","188256","011","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,20,0,NA,NA,1,NA,NA,20,20,NA,5,0,NA,NA,0,NA,NA,NA,NA,0,100,NA,NA,NA,50,NA,50,20,NA,2,10,50,2,NA,3,1,9,1,"16"
"519","193866","010","0","0",NA,1,1,1,11,0,1,1,NA,NA,NA,NA,5,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,5,5,NA,0,NA,0,3,NA,10,25,NA,2,20,25,2,NA,3,1,5,1,"16"
