"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MP155","MP156","MP002","MP166","MP167","MP168","MP169","MP170","MP005","MP006","MP059","MP007","MP014","MP015","MP016","MP017","MP164","MP123","MP172","MP173","MP174","MP018","MP020","MP028","MP102","MP029","MP157","MP175","MP176","MP177","MP178","MP032","MP110","MP179","MP111","MP112","MP047","MP113","MP149","MP150","MP180","MP097","MP056","MVDATE","MVERSION","year"
"352","053879","020","0","0","010",1,5,5,13,0,1,NA,NA,NA,NA,NA,80,30,10,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,10,NA,10,5,0,100,NA,100,NA,60,NA,2,30,50,3,1,6,5.1,"10"
"353","053926","010","0","0",NA,1,1,1,12,0,1,0,NA,100,2,1,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,0,NA,0,100,NA,100,NA,0,NA,2,NA,100,3,1,7,5.1,"10"
"354","054212","040","1","1","042",1,1,1,10,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,25,NA,NA,0,50,2,50,NA,0,NA,2,NA,0,3,1,7,5.1,"10"
"355","054212","041","2","2",NA,1,1,1,14,0,1,90,NA,90,2,2,100,100,0,NA,NA,NA,50,NA,1,NA,NA,NA,NA,80,NA,80,NA,70,NA,0,50,NA,NA,NA,100,NA,NA,100,50,2,1,NA,NA,2,1,7,5.1,"10"
"356","054289","020","0","0","030",5,5,5,13,0,1,NA,NA,NA,NA,NA,100,100,10,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,80,NA,40,10,10,70,NA,60,NA,60,NA,2,50,20,2,1,7,5.1,"10"
"357","054289","030","0","0","020",1,1,1,14,0,1,30,NA,20,2,1,50,40,1,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,90,NA,90,80,20,90,NA,90,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"358","054362","010","1","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,30,NA,10,0,50,60,NA,70,NA,20,NA,2,20,50,2,1,7,5.1,"10"
"359","054362","040","2","0",NA,1,1,1,15,0,1,NA,NA,NA,NA,NA,10,0,NA,NA,10,40,NA,80,1,NA,3,998,998,80,NA,80,NA,50,NA,50,NA,40,10,NA,80,NA,NA,80,30,NA,2,10,10,3,1,7,5.1,"10"
"360","054479","010","1","1","012",1,1,1,13,0,1,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,80,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,10,NA,10,10,10,10,NA,80,NA,80,NA,2,80,10,3,1,7,5.1,"10"
"361","054479","011","5","5",NA,1,1,1,13,0,1,NA,NA,NA,NA,NA,10,20,20,NA,NA,NA,NA,60,1,NA,3,40,45,0,NA,0,NA,0,NA,0,0,NA,NA,NA,90,NA,NA,80,65,NA,2,70,60,2,1,7,5.1,"10"
"362","054479","012","1","1","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"363","054486","010","0","0","040",1,5,1,14,0,1,0,NA,100,2,1,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,100,NA,50,0,0,100,NA,100,NA,100,NA,2,100,NA,3,2,7,5.1,"10"
"364","054486","040","0","0","010",5,1,5,14,0,1,NA,NA,NA,NA,NA,10,10,10,NA,15,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,NA,30,20,50,80,NA,100,NA,10,NA,2,20,10,3,1,7,5.1,"10"
"365","054580","010","2","2",NA,1,1,1,13,0,1,10,NA,0,2,1,10,0,NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,30,NA,NA,30,NA,0,80,NA,NA,0,0,NA,NA,NA,15,NA,2,10,0,2,1,7,5.1,"10"
"366","054580","012","5","2",NA,1,1,1,14,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,70,50,NA,10,1,NA,3,10,25,50,NA,100,NA,90,NA,80,NA,70,0,NA,60,NA,NA,90,0,NA,2,NA,90,3,1,7,5.1,"10"
"367","054769","010","0","0","040",1,1,1,15,0,1,80,NA,30,2,2,100,100,100,NA,80,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,NA,0,NA,5,90,NA,90,NA,40,NA,2,60,30,3,1,7,5.1,"10"
"368","054769","040","0","0","010",5,5,5,12,0,1,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,90,NA,20,15,10,20,NA,10,NA,20,NA,2,20,10,2,1,7,5.1,"10"
"369","055000","010","0","0","040",1,5,1,15,0,1,60,NA,0,2,1,100,100,90,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,90,75,50,90,NA,20,NA,100,NA,2,80,NA,2,1,7,5.1,"10"
"370","055000","040","0","0","010",5,1,5,14,0,1,NA,NA,NA,NA,NA,80,80,75,NA,10,90,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70,NA,20,20,10,60,NA,60,NA,60,NA,2,70,20,2,1,7,5.1,"10"
"371","055470","040","0","0",NA,1,1,1,17,2,1,50,1,10,2,2,100,100,0,NA,0,50,NA,100,1,NA,1,NA,NA,80,NA,50,1,998,NA,0,998,NA,NA,NA,50,1,NA,50,50,1,2,50,998,2,1,6,5.1,"10"
"372","056089","010","0","0","040",5,5,1,15,0,1,50,2,NA,1,NA,100,50,0,NA,50,100,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,50,2,60,NA,100,100,50,0,NA,NA,NA,40,NA,2,40,40,2,1,7,5.1,"10"
"373","056089","040","0","0","010",1,1,5,12,0,1,NA,NA,NA,NA,NA,100,80,10,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,20,NA,50,50,50,100,NA,100,NA,0,NA,2,NA,80,2,1,7,5.1,"10"
"374","056211","040","0","0","041",1,1,1,14,0,1,90,NA,5,2,1,100,90,70,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,2,NA,0,NA,5,25,NA,25,NA,85,NA,2,10,5,2,1,4,5.1,"10"
"375","056211","041","0","0","040",5,5,5,14,0,1,NA,NA,NA,NA,NA,100,100,50,NA,NA,NA,30,NA,1,NA,NA,NA,NA,0,NA,30,NA,20,NA,80,NA,50,20,NA,1,NA,100,NA,30,NA,2,20,90,1,1,4,5.1,"10"
"376","056296","010","0","0","020",5,5,1,13,0,1,10,NA,10,2,2,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,80,NA,80,NA,20,NA,2,20,80,3,1,7,5.1,"10"
"377","056296","020","0","0","010",1,1,5,10,0,1,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,0,50,NA,NA,5,100,NA,100,NA,0,NA,2,NA,100,3,1,7,5.1,"10"
"378","056444","010","0","0","020",1,1,1,3,3,1,NA,NA,NA,NA,NA,999,NA,NA,NA,999,999,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,5.1,"10"
"379","056444","020","0","0","010",5,5,5,11,2,1,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,40,NA,0,NA,0,60,NA,40,NA,25,NA,2,998,NA,1,1,8,5.1,"10"
"380","057296","010","0","0","020",1,5,1,15,0,1,15,NA,15,2,1,75,2,0,NA,0,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,30,NA,NA,0,80,NA,10,NA,10,NA,2,10,80,2,1,7,5.1,"10"
"381","057296","020","0","0","010",5,1,5,11,0,1,NA,NA,NA,NA,NA,80,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,0,0,NA,NA,0,40,NA,40,NA,30,NA,2,50,40,2,1,7,5.1,"10"
"382","057339","010","1","1",NA,1,1,1,14,0,1,40,NA,20,2,1,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,50,NA,100,100,0,100,NA,80,NA,70,NA,2,30,40,3,1,7,5.1,"10"
"383","057339","020","2","2","021",5,5,5,10,1,1,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,10,NA,0,NA,0,60,NA,10,NA,998,NA,1,NA,NA,3,2,8,5.1,"10"
"384","057339","021","2","2","020",1,1,1,13,0,1,10,NA,10,2,1,80,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,NA,0,NA,0,80,NA,50,NA,10,NA,2,10,10,3,1,8,5.1,"10"
"385","057516","010","0","0","040",5,5,1,14,0,1,10,NA,20,2,1,90,90,0,NA,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,30,NA,NA,10,80,NA,80,NA,60,NA,2,90,10,2,1,5,5.1,"10"
"386","057516","040","0","0","010",1,1,5,11,1,1,NA,NA,NA,NA,NA,100,30,10,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,50,NA,0,NA,0,50,2,0,NA,998,NA,1,NA,NA,3,1,2,5.1,"10"
"387","057544","020","0","0",NA,1,1,1,14,0,1,40,NA,50,2,2,60,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,75,NA,5,0,10,50,2,50,NA,30,NA,2,30,5,3,1,2,5.1,"10"
"388","057941","010","0","0","020",5,1,1,10,7,1,998,NA,NA,1,NA,998,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,0,998,NA,NA,0,998,NA,998,NA,999,NA,1,NA,NA,3,1,7,5.1,"10"
"389","057941","020","0","0","010",1,5,5,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,100,100,0,100,NA,100,NA,100,NA,2,100,NA,3,1,7,5.1,"10"
"390","058277","040","0","0",NA,1,1,1,15,0,1,70,NA,50,2,2,80,30,10,NA,NA,NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,80,NA,40,10,25,70,NA,50,NA,75,NA,2,60,50,3,1,4,5.1,"10"
"391","058640","030","0","0","020",1,1,1,14,0,1,2,NA,2,2,2,100,100,95,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,0,0,NA,NA,5,10,NA,15,NA,10,NA,2,10,50,2,1,7,5.1,"10"
"392","058900","010","0","0",NA,1,1,1,13,0,1,80,NA,80,2,1,100,100,100,NA,NA,NA,80,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,40,NA,NA,50,0,NA,NA,NA,100,NA,2,100,NA,3,1,7,5.1,"10"
"393","058974","010","0","0","020",5,5,1,13,1,1,40,NA,20,2,2,0,NA,NA,10,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,20,NA,10,10,998,75,NA,NA,NA,60,NA,2,25,40,3,1,6,5.1,"10"
"394","058974","020","0","0","010",1,1,5,10,0,1,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,10,NA,0,NA,20,75,NA,25,NA,0,NA,2,NA,40,3,1,6,5.1,"10"
"395","059605","010","0","0",NA,1,1,1,9,5,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,998,NA,NA,NA,0,998,NA,998,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"396","059702","010","0","0","020",1,1,1,11,1,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,NA,NA,5,998,NA,50,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"397","059702","020","0","0","010",5,5,5,10,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,0,0,NA,NA,0,10,NA,0,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"398","059855","010","1","1",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"399","059855","020","2","2",NA,1,1,1,16,0,1,20,NA,10,2,1,90,10,5,NA,20,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,60,NA,50,20,20,80,NA,90,NA,10,NA,2,5,20,2,1,7,5.1,"10"
"400","059934","010","0","0",NA,1,1,1,14,0,1,50,1,50,2,2,50,10,25,NA,NA,NA,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,NA,40,50,0,50,1,100,NA,0,NA,2,NA,50,2,1,7,5.1,"10"
"401","059954","010","0","0","040",1,1,1,14,0,1,30,NA,30,2,1,100,100,0,NA,NA,NA,65,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,50,NA,25,25,50,50,2,50,NA,50,2,1,NA,NA,3,1,7,5.1,"10"
"402","059954","040","0","0","010",5,5,5,11,0,1,NA,NA,NA,NA,NA,90,0,NA,NA,NA,NA,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,40,NA,40,0,0,0,NA,NA,NA,20,NA,2,20,30,2,1,7,5.1,"10"
"403","060114","010","0","0",NA,1,1,1,15,0,1,10,NA,20,2,2,100,20,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,10,NA,20,10,10,20,NA,40,NA,20,NA,2,40,10,3,1,7,5.1,"10"
"404","060477","020","0","0",NA,1,1,1,12,0,1,0,NA,50,2,1,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,10,NA,0,NA,0,100,NA,100,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"405","060501","020","0","0","030",5,5,5,12,0,1,NA,NA,NA,NA,NA,50,50,70,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,100,NA,100,80,50,50,2,80,NA,50,2,1,NA,NA,2,1,7,5.1,"10"
"406","060501","030","0","0","020",1,1,1,17,0,1,10,NA,10,2,1,100,80,80,NA,30,10,NA,NA,1,NA,NA,NA,NA,20,NA,90,NA,60,NA,100,NA,100,20,NA,100,NA,50,NA,40,NA,2,30,50,3,1,7,5.1,"10"
"407","060539","010","0","0","011",5,1,1,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,40,NA,0,NA,50,100,NA,30,NA,70,NA,2,80,60,3,1,7,5.1,"10"
"408","060539","011","0","0","010",1,5,5,9,5,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,999,NA,NA,NA,0,999,NA,999,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"409","060553","010","0","0","020",1,1,1,16,0,1,20,NA,20,2,1,50,35,90,NA,0,45,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,75,NA,50,45,20,45,NA,60,NA,45,NA,2,40,35,3,1,7,5.1,"10"
"410","060553","020","0","0","010",5,5,5,14,0,1,NA,NA,NA,NA,NA,75,75,75,NA,25,80,NA,NA,1,NA,NA,NA,NA,NA,90,NA,NA,100,NA,0,0,NA,NA,0,75,NA,80,NA,80,NA,2,40,25,2,1,7,5.1,"10"
"411","060705","020","0","0","030",5,1,5,11,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,0,NA,0,50,2,0,NA,10,NA,2,998,NA,3,1,6,5.1,"10"
"412","060705","030","0","0","020",1,5,1,12,1,1,60,NA,10,2,2,0,NA,NA,10,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,0,NA,0,100,NA,80,NA,998,NA,1,NA,NA,3,1,6,5.1,"10"
"413","060793","040","0","0",NA,1,1,1,14,0,1,50,1,20,2,2,0,NA,NA,0,10,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,NA,0,NA,10,75,NA,75,NA,10,NA,2,10,10,3,1,7,5.1,"10"
"414","060885","020","0","0","030",1,1,5,11,1,1,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,80,NA,65,40,20,30,NA,30,NA,998,NA,1,NA,NA,3,1,6,5.1,"10"
"415","060885","030","0","0","020",5,5,1,13,1,1,50,2,NA,1,NA,0,NA,NA,25,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,30,NA,30,20,30,30,NA,40,NA,20,NA,2,998,NA,3,1,6,5.1,"10"
"416","061167","010","0","0",NA,1,1,1,14,0,1,2,NA,0,2,2,10,0,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,5,5,2,6,NA,3,NA,5,NA,2,4,4,3,1,4,5.1,"10"
"417","064372","010","0","0",NA,1,1,1,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,10,80,NA,80,NA,0,NA,2,NA,4,1,1,7,5.1,"10"
"418","064399","010","0","0","040",1,5,1,14,1,1,50,2,NA,1,NA,50,0,NA,NA,75,25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,25,0,0,50,2,50,NA,25,NA,2,998,NA,3,1,7,5.1,"10"
"419","064399","040","0","0","010",5,1,5,15,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,20,50,NA,20,1,NA,3,10,30,10,NA,50,1,10,NA,25,NA,100,100,NA,50,2,NA,50,100,NA,2,25,NA,3,1,7,5.1,"10"
"420","064722","020","0","0","030",5,5,5,13,0,1,NA,NA,NA,NA,NA,90,90,70,NA,NA,NA,80,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,70,NA,50,30,10,50,1,80,NA,50,1,2,80,40,2,1,6,5.1,"10"
"421","064722","030","0","0","020",1,1,1,16,0,1,10,NA,10,2,1,95,95,10,NA,NA,NA,10,NA,1,NA,NA,NA,NA,5,NA,100,NA,90,NA,10,NA,10,10,NA,50,2,10,NA,80,NA,2,80,20,2,1,6,5.1,"10"
"422","064889","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,30,NA,NA,10,60,NA,90,NA,80,NA,2,10,20,3,1,7,5.1,"10"
"423","065358","010","0","0","040",5,5,1,11,0,1,0,NA,0,2,1,80,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,2,NA,0,3,1,7,5.1,"10"
"424","065358","040","0","0","010",1,1,5,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,100,NA,100,NA,0,NA,2,NA,100,1,1,7,5.1,"10"
"425","065834","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,75,NA,25,10,10,10,NA,10,NA,10,NA,2,10,10,2,1,7,5.1,"10"
"426","065861","010","0","0","011",1,1,1,13,0,1,NA,NA,NA,NA,NA,10,10,10,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,40,NA,10,10,50,30,NA,40,NA,40,NA,2,40,20,3,1,7,5.1,"10"
"427","065881","020","0","0","030",5,1,5,13,0,1,NA,NA,NA,NA,NA,100,80,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,75,NA,25,20,50,50,1,60,NA,60,NA,2,20,60,3,1,7,5.1,"10"
"428","065881","030","0","0","020",1,5,1,14,0,1,20,NA,10,2,2,100,90,50,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,80,NA,50,40,30,50,2,NA,NA,70,NA,2,70,20,2,2,7,5.1,"10"
"429","070886","010","0","0","011",1,1,1,10,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,0,30,NA,50,NA,0,NA,2,NA,10,3,1,8,5.1,"10"
"430","071173","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,30,NA,0,NA,0,50,1,80,NA,60,NA,2,50,10,2,1,5,5.1,"10"
"431","071203","010","0","0",NA,1,1,1,13,1,1,NA,NA,NA,NA,NA,10,10,10,NA,50,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,NA,10,10,10,50,2,50,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"432","071305","010","0","0",NA,1,1,1,10,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,0,0,NA,NA,0,50,1,100,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"433","071502","010","0","0",NA,1,1,1,13,2,1,50,2,NA,1,NA,100,10,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,2,50,NA,25,10,10,998,NA,25,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"434","072616","020","7","1","021",1,1,1,11,3,1,998,NA,NA,1,NA,998,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,0,NA,NA,0,998,NA,0,NA,2,NA,2,0,7,3,1,7,5.1,"10"
"435","073053","040","0","0",NA,1,1,1,15,2,1,70,NA,0,2,1,100,998,NA,NA,0,0,NA,0,1,NA,1,NA,NA,NA,NA,75,NA,50,NA,0,0,NA,NA,NA,998,NA,NA,0,15,NA,2,5,10,2,1,2,5.1,"10"
"436","073144","010","0","0",NA,1,1,1,14,0,1,40,NA,0,2,2,100,100,100,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,100,NA,100,70,0,80,NA,80,NA,40,NA,2,40,50,2,1,8,5.1,"10"
"437","073155","010","0","0","040",1,1,1,14,0,1,100,NA,0,2,2,100,100,50,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,90,NA,50,50,0,75,NA,0,NA,100,NA,2,80,NA,2,1,7,5.1,"10"
"438","073292","010","0","0","040",5,5,1,13,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,10,NA,1,NA,NA,NA,NA,NA,5,NA,NA,0,NA,5,NA,2,2,10,5,NA,0,NA,15,NA,2,15,10,1,2,7,5.1,"10"
"439","073292","040","0","0","010",1,1,5,12,3,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,10,20,1,NA,3,998,998,20,NA,998,NA,998,NA,0,20,NA,NA,NA,70,NA,NA,80,998,NA,1,NA,NA,3,1,7,5.1,"10"
"440","073906","010","0","0",NA,1,1,1,14,2,1,20,NA,10,2,2,80,70,5,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,50,NA,80,20,998,80,NA,80,NA,998,NA,1,NA,NA,3,1,7,5.1,"10"
"441","074061","010","1","1",NA,1,1,1,12,0,1,20,NA,10,2,1,50,50,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,50,NA,0,NA,10,50,1,NA,NA,0,NA,2,NA,20,2,1,7,5.1,"10"
"442","074061","011","2","2",NA,1,1,1,13,0,1,NA,NA,NA,NA,NA,90,90,30,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,5,NA,5,10,50,70,NA,50,NA,20,NA,2,5,10,2,1,7,5.1,"10"
"443","074368","010","0","0","011",1,1,1,15,0,1,50,1,10,2,2,90,90,50,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,85,NA,30,10,25,90,NA,100,NA,75,NA,2,30,30,2,1,7,5.1,"10"
"444","074368","011","0","0","010",5,5,5,16,0,1,NA,NA,NA,NA,NA,90,10,0,NA,NA,NA,90,50,1,2,NA,NA,NA,50,50,90,NA,65,NA,100,NA,80,30,2,90,NA,NA,90,50,2,1,NA,NA,3,1,7,5.1,"10"
"445","074372","020","0","0",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.1,"10"
"446","075475","020","0","0","030",5,1,5,13,0,1,NA,NA,NA,NA,NA,100,50,10,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,1,99,NA,75,25,10,75,NA,75,NA,25,NA,2,25,0,2,1,7,5.1,"10"
"447","075475","030","0","0","020",1,5,1,15,0,1,60,NA,20,2,2,99,95,50,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,98,NA,95,10,10,95,NA,95,NA,75,NA,2,75,40,2,1,7,5.1,"10"
"448","075779","010","1","1","011",1,1,1,14,0,1,20,NA,0,2,2,50,0,NA,NA,0,25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,10,NA,0,NA,0,60,NA,50,NA,20,NA,2,10,10,3,1,7,5.1,"10"
"449","075779","011","1","1","010",5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.1,"10"
"450","075779","040","2","2","041",5,1,5,13,1,1,NA,NA,NA,NA,NA,80,40,0,NA,50,30,NA,100,1,NA,1,NA,NA,100,NA,75,NA,50,NA,0,0,NA,NA,NA,100,NA,NA,NA,998,NA,1,NA,NA,2,1,7,5.1,"10"
