"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NY005","NY006","NY007","NY008","NY009","NY010","NY011","NY012","NY013","NY014","NY015","NY016","NY017","NY018","NY019","NY020","NY021","NY022","NY023","NY024","NY025","NY026","NY027","NY028","NY029","NY030","NY031","NY032","NY033","NY034","NY035","NY036","NY037","NY038","NY039","NY040","NY041","NY042","NY043","NY044","NY045","NY046","NY047","NY048","NY049","NY050","NY051","NY052","NY053","NY054","NY055","NY056","NY057","NY058","NY059","NY060","NY061","NY062","NY063","NY064","NY065","NY066","NY067","NY068","NY069","NY070","NY071","NY072","NY073","NY074","NY075","NY076","NY077","NY078","NY079","NY080","NY081","NY082","NY083","NY084","NY085","NY086","NY087","NY088","NY089","NY090","NY091","NY092","NY093","NY094","NY095","NY096","NY097","NY098","NY099","NY100","NY101","NY102","NY103","NY104","NY105","NY106","NY107","NY108","NY109","NY110","NY111","NY112","NY113","NY114","NY115","NVDATE","NVERSION","year"
"1044","523365","010","0","0","020",5,1,5,185.343,68.282,671.503,826.856,NA,58.219,21.942,41.059,62.042,30.7,89.95,325.23,101.182,NA,NA,NA,NA,NA,NA,NA,1.95,NA,38.501,64.631,91.463,154.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.611,22.043,24.164,NA,NA,NA,20.935,23.728,17.456,NA,NA,NA,NA,NA,NA,281.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.436,26.988,459.421,NA,1.264,NA,64.319,32.058,NA,NA,106.844,NA,993.956,404.431,NA,NA,NA,23.524,NA,216.981,93.242,4813.911,3,2,"12"
"1045","523365","020","0","0","010",1,5,1,220.584,63.726,454.226,696.893,NA,56.472,22.27,32.869,61.433,23.181,44.897,183.612,30.311,NA,NA,NA,NA,NA,NA,NA,6.584,NA,19.89,62.447,100.028,157.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.015,26.988,41.449,13.728,12.714,17.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.998,230.927,133.068,1.748,NA,281.19,105.597,NA,NA,38.968,NA,385.945,370.002,387.067,61.246,NA,67.283,63.087,2.606,58.827,3958.718,3,2,"12"
"1046","523691","010","0","0",NA,1,1,1,196.388,127.328,745.353,726.237,NA,61.199,21.412,31.449,73.383,19.437,26.957,161.133,21.715,NA,NA,NA,NA,NA,NA,NA,1.451,NA,17.784,60.777,85.987,110.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.533,20.171,61.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.574,64.865,32.682,359.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.723,66.098,318.037,261.285,1.888,NA,787.458,647.557,NA,NA,110.464,NA,563.816,406.459,404.399,18.424,NA,60.996,NA,11.263,54.07,5879.533,4,2,"12"
"1047","523750","010","0","0","020",5,5,1,212.391,69.072,544.174,749.744,NA,58.323,21.336,21.401,65.18,24.779,36.097,167.311,21.609,NA,NA,NA,NA,NA,NA,NA,6.411,NA,16.591,59.867,78.458,133.412,22.947,20.551,21.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.779,38.891,117.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.048,308.321,249.188,2.145,NA,663.574,596.789,NA,NA,62.437,NA,727.068,535.585,1219.594,49.58,NA,85.311,NA,259.586,109.246,6798.879,4,2,"12"
"1048","523750","020","0","0","010",1,1,5,478.388,133.91,739.645,898.448,NA,58.953,23.174,26.761,126.809,26.052,80.855,296.713,31.314,NA,NA,NA,NA,NA,NA,NA,4.009,NA,28.86,72.306,118.981,134.067,22.448,54.445,34.444,NA,NA,NA,NA,NA,NA,56.067,38.033,25.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987.482,313.218,506.484,NA,2.668,NA,1835.152,58.521,NA,NA,50.823,NA,405.571,498.389,NA,NA,NA,123.989,NA,321.859,73.664,7441.705,2,2,"12"
"1049","523756","010","0","0","020",5,1,5,151.3,61.237,865.202,816.331,NA,107.233,21.011,33.775,84.848,26.507,33.779,192.138,26.737,NA,NA,NA,NA,NA,NA,NA,0.835,NA,20.267,60.075,84.779,145.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.882,53.459,28.178,NA,NA,NA,31.373,26.711,51.938,NA,NA,NA,NA,NA,NA,370.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.959,353.92,549.568,NA,1.054,NA,747.065,51.301,NA,NA,323.387,NA,552.084,338.741,NA,NA,NA,20.001,NA,285.989,62.827,5993.512,3,2,"12"
"1050","523756","020","0","0","010",1,5,1,225.327,51.933,1013.455,751.352,NA,63.633,21.223,37.721,58.688,32.058,38.876,184.814,21.575,NA,NA,NA,NA,NA,NA,NA,1.357,NA,31.059,60.216,86.549,163.629,32.089,23.244,36.535,NA,NA,NA,25.163,43.056,30.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.81,427.207,45.536,1.233,NA,99.294,35.958,NA,NA,326.867,NA,536.19,323.904,525.69,0.873,NA,24.82,NA,281.315,50.778,4754.367,3,2,"12"
"1051","523794","010","0","0","020",5,1,5,299.801,52.54,471.526,NA,11.326,25.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498.67,436.973,264.108,NA,1.248,NA,324.802,318.125,NA,NA,38.438,NA,640.257,NA,NA,NA,NA,70.309,NA,NA,112.929,3578.165,4,2,"12"
"1052","523794","020","0","0","010",1,5,1,351.548,50.516,430.989,579.612,NA,49.53,21.856,25.252,49.363,20.036,33.829,144.916,23.175,NA,NA,NA,NA,NA,NA,NA,1.708,NA,16.925,62.009,83.675,117.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.254,18.882,28.57,NA,NA,NA,25.135,21.618,12.892,NA,NA,NA,NA,NA,NA,248.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.719,270.825,96.193,2.47,NA,626.575,502.777,NA,NA,44.984,NA,627.542,474.912,598.313,75.084,NA,173.05,NA,60.124,74.769,5069.319,3,2,"12"
"1053","523809","010","0","0","020",5,5,1,66.628,58.828,710.253,631.078,NA,90.013,21.224,24.414,62.493,22.605,40.202,176.888,26.239,NA,NA,NA,NA,NA,NA,NA,0.889,NA,23.852,28.501,47.83,133.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.285,34.226,22.293,NA,NA,NA,NA,NA,NA,14.461,16.942,26.239,NA,NA,NA,264.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.188,255.451,273.047,2441.451,194.236,1147.491,46.551,NA,NA,31.012,NA,250.053,406.272,449.983,23.524,NA,17.051,NA,184.159,263.453,7745.891,4,2,"12"
"1054","523809","020","0","0","010",1,1,5,175.438,87.423,678.991,748.825,NA,70.044,21.598,17.192,106.173,24.149,57.033,255.45,35.147,NA,NA,NA,NA,NA,NA,NA,0.827,NA,30.483,35.818,53.056,158.137,26.255,42.682,30.872,24.274,16.271,23.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.468,31.122,363.886,NA,2254.783,182.958,825.647,53.415,NA,NA,41.371,NA,386.741,541.43,NA,NA,NA,23.384,NA,315.417,471.714,7352.085,4,2,"12"
"1055","523871","010","0","0","020",5,5,1,85.575,59.108,463.887,627.665,NA,45.961,20.928,32.692,45.064,16.617,26.948,141.555,33.262,NA,NA,NA,NA,NA,NA,NA,1.619,NA,16.499,61.295,84.082,118.482,23.241,21.153,29.778,NA,NA,NA,NA,NA,NA,27.211,51.186,24.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.311,243.106,215.68,2891.902,1400.246,552.49,1300.895,NA,NA,41.994,NA,442.814,392.724,1272.354,159.197,NA,64.188,206.6,299.011,70.584,11063.446,3,2,"12"
"1056","523871","020","0","0","010",1,1,5,383.23,51.418,416.973,876.262,NA,57.627,21.13,51.527,43.634,17.893,23.01,132.601,29.578,NA,NA,NA,NA,NA,NA,NA,3.058,NA,16.848,60.481,86.502,132.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.832,22.277,31.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.893,134.909,113.724,518.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.012,334.964,212.114,NA,3466.856,443.182,771.967,610.32,NA,NA,260.193,NA,351.141,431.731,NA,NA,NA,61.464,NA,228.541,48.641,9198.144,3,2,"12"
"1057","523966","010","0","0","020",5,1,5,117.031,45.505,345.759,507.337,NA,39.64,21.364,13.635,32.37,16.427,55.63,138.154,17.082,NA,NA,NA,NA,NA,NA,NA,1.217,NA,15.272,42.214,64.147,101.525,15.039,17.097,43.29,NA,NA,NA,8.689,17.098,23.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.903,261.488,177.7,NA,859.625,31.808,438.906,315.324,NA,NA,26.036,NA,368.036,271.113,NA,NA,NA,115.347,NA,232.549,45.115,4409.762,2,2,"12"
"1058","523966","020","0","0","010",1,5,1,205.358,72.166,549.573,722.992,NA,43.431,21.864,12.261,35.131,18.284,55.552,143.349,13.666,NA,NA,NA,NA,NA,NA,NA,1.42,NA,19.328,40.341,62.244,152.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.361,23.088,28.283,NA,NA,NA,25.131,14.243,22.729,NA,NA,NA,NA,NA,NA,304.481,51.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.133,17.55,19.797,10.233,9.392,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.045,NA,19.812,245.638,167.778,488.308,17.581,935.908,849.53,NA,NA,296.323,NA,570.446,414.821,514.176,24.602,NA,83.444,NA,373.074,65.942,6646.972,1,2,"12"
"1059","523989","010","0","0","020",1,5,1,276.495,53.991,534.598,519.457,NA,53.477,21.832,17.316,44.475,20.639,27.44,141.913,28.142,NA,NA,NA,NA,NA,NA,NA,0.842,NA,19.719,67.564,86.674,93.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.059,14.43,41.699,NA,NA,NA,14.336,9.173,9.251,NA,NA,NA,NA,NA,NA,194.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.937,292.391,194.033,2991.023,316.604,241.785,394.727,NA,NA,482.229,NA,756.538,351.36,960.478,88.437,NA,41.886,40.092,308.709,65.411,8934.034,4,2,"12"
"1060","523989","020","0","0","010",5,1,5,152.805,37.864,385.031,492.877,NA,42.567,22.915,24.641,63.452,15.629,28.247,144.148,21.123,NA,NA,NA,NA,NA,NA,NA,0.893,NA,14.36,62.091,83.212,85.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.163,24.835,15.732,NA,NA,NA,10.077,9.026,13.156,NA,NA,NA,NA,NA,NA,171.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.184,262.407,175.786,NA,2126.447,240.879,987.584,41.537,NA,NA,190.953,NA,496.296,290.347,NA,NA,NA,81.133,NA,346.956,50.517,6663.317,4,2,"12"
"1061","524052","010","0","0","020",1,5,1,313.149,213.673,854.381,915.323,NA,59.583,23.513,27.728,67.24,24.824,39.981,186.327,27.308,NA,NA,NA,NA,NA,NA,NA,3.096,NA,24.248,41.495,246.222,165.285,18.463,28.024,31.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.002,26.222,65.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.823,382.018,197.462,3050.599,580.488,652.212,341.571,NA,NA,86.697,NA,998.861,388.793,859.433,40.752,NA,36.956,NA,277.352,70.281,10537.957,1,2,"12"
"1062","524052","020","0","0","010",5,1,5,165.672,87.406,490.217,628.72,NA,53.586,22.316,19.406,58.22,23.509,47.955,173.363,24.039,NA,NA,NA,NA,NA,NA,NA,4.165,NA,16.988,71.807,107.906,124.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.128,34.461,27.191,10.358,9.719,19.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.235,239.678,202.13,NA,1893.963,642.067,661.535,414.57,NA,NA,39.11,NA,334.745,396.49,NA,NA,NA,74.49,NA,258.555,48.704,6975.182,1,2,"12"
"1063","524064","010","0","0","020",1,1,1,1637.706,46.036,849.173,885.153,NA,107.078,21.395,61.043,65.832,51.683,82.742,283.219,69.327,NA,NA,NA,NA,NA,NA,NA,1.857,NA,12.231,62.696,134.831,118.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03,38.75,33.197,NA,NA,NA,NA,NA,NA,14.976,27.16,26.769,NA,NA,NA,270.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.437,276.291,518.67,374.744,2932.331,180.055,1869.072,393.527,NA,NA,75.145,NA,770.86,459.764,1035.612,26.161,NA,151.867,NA,47.907,56.94,13313.259,4,2,"12"
"1064","524064","020","0","0","010",5,5,5,81.853,36.13,432.105,581.421,NA,40.513,21.287,39.686,40.139,14.602,20.967,110.105,18.876,NA,NA,NA,NA,NA,NA,NA,1.31,NA,13.899,33.399,52.478,81.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.166,16.349,47.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.618,64.069,44.851,311.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.922,203.44,NA,1837.905,113.163,1081.238,58.952,NA,NA,31.621,NA,450.28,390.359,NA,NA,NA,144.099,NA,233.626,48.781,5756.547,4,2,"12"
"1065","524116","010","0","0",NA,1,1,1,254.499,89.044,531.976,727.312,NA,50.108,21.551,19.843,66.191,23.306,35.474,170.399,24.445,NA,NA,NA,NA,NA,NA,NA,1.419,NA,19.454,61.402,81.572,125.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.384,24.476,70.544,NA,NA,NA,NA,NA,NA,32.37,37.206,65.411,NA,NA,NA,379.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.569,272.127,357.584,336.508,3059.821,306.935,1469.523,1199.127,NA,NA,42.432,NA,591.771,467.268,793.308,126.626,245.341,101.869,49.779,292.22,94.926,11800.777,2,2,"12"
"1066","524220","010","0","0","020",1,5,1,454.026,45.703,450.685,417.56,NA,46.398,21.792,14.794,40.049,19.628,10.037,108.984,17,NA,NA,NA,NA,NA,NA,NA,1.322,NA,22.27,59.967,82.048,137.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.778,260.268,173.804,369.514,15.919,404.596,159.788,NA,NA,23.908,NA,698.291,446.052,1017.135,54.197,NA,93.143,NA,414.433,216.1,5759.514,1,2,"12"
"1067","524220","020","0","0","010",5,1,5,181.13,72.727,372.516,813.485,NA,43.383,21.235,17.297,191.656,19.299,27.417,296.112,40.586,NA,NA,NA,NA,NA,NA,NA,1.052,NA,15.772,61.491,81.045,153.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.03,26.602,22.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.764,31.801,17.761,348.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.663,14.973,218.67,NA,116.89,17.109,803.497,414.314,NA,NA,31.277,NA,429.194,384.851,NA,NA,NA,87.11,NA,293.417,337.13,4897.913,1,2,"12"
"1068","524287","010","0","0","020",1,1,5,199.961,45.848,507.328,797.591,NA,54.523,21.848,14.664,69.81,19.999,33.431,173.597,27.909,NA,NA,NA,NA,NA,NA,NA,4.696,NA,20.42,63.945,106.424,94.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.905,18.454,61.152,NA,NA,NA,NA,NA,NA,21.903,18.502,30.685,NA,NA,NA,256.277,44.741,7.8,27.159,9.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.526,22.73,14.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.285,407.989,231.207,272.346,NA,2536.465,272.451,783.043,326.306,NA,NA,34.164,NA,455.942,411.686,NA,NA,NA,169.385,NA,299.598,391.358,8149.454,4,2,"12"
"1069","524287","020","0","0","010",5,5,1,58.157,58.906,501.353,466.652,NA,39.531,21.505,16.317,52.463,16.193,18.486,123.584,18.003,NA,NA,NA,NA,NA,NA,NA,6.006,NA,17.301,42.588,66.02,87.703,11.934,29.141,18.97,NA,NA,NA,NA,NA,NA,15.678,8.689,17.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.541,208.541,219.086,2128.032,262.018,606.982,376.99,NA,NA,30.451,NA,560.619,354.573,730.252,28.237,NA,104.739,17.394,165.376,376.975,7283.429,4,2,"12"
"1070","524357","010","0","0","020",1,1,5,212.63,39.89,434.679,603.791,NA,56.082,21.52,40.404,57.439,23.229,24.601,157.498,30.638,NA,NA,NA,NA,NA,NA,NA,1.435,NA,20.452,60.309,95.223,105.019,12.433,21.497,29.64,NA,NA,NA,11.903,21.981,26.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.979,158.683,232.16,NA,2273.42,500.98,739.141,477.907,NA,NA,30.748,NA,373.043,384.931,NA,NA,NA,41.48,NA,247.105,44.195,7154.145,3,2,"12"
"1071","524357","020","0","0","010",5,5,1,132.6,38.391,520.916,793.41,NA,48.548,21.395,20.139,54.694,16.193,26.021,153.037,40.638,NA,NA,NA,NA,NA,NA,NA,1.264,NA,14.664,65.021,104.863,90.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.587,14.711,14.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.42,55.848,105.753,413.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.176,222.691,95.222,2490.473,508.04,1220.609,477.142,NA,NA,31.278,NA,522.804,487.079,1102.564,112.663,NA,65.473,NA,345.525,43.618,9241.759,3,2,"12"
"1072","524403","010","0","0",NA,1,1,1,146.594,60.278,514.598,713.133,NA,56.426,21.317,22.012,81.417,20.092,26.24,175.766,26.489,NA,NA,NA,NA,NA,NA,NA,2.106,NA,19.266,59.342,99.263,129.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.113,45.63,32.776,NA,NA,NA,NA,NA,NA,28.111,40.264,38.86,NA,NA,NA,332.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.798,24.913,159.697,113.21,1.17,NA,734.824,1016.577,NA,NA,35.006,NA,920.735,528.264,543.536,70.294,NA,126.064,69.217,275.013,67.876,6188.843,4,2,"12"
"1073","524452","010","0","0",NA,1,1,1,435.083,89.622,743.619,729.469,NA,54.559,21.323,28.679,106.918,23.767,28.874,211.024,24.536,NA,NA,NA,NA,NA,NA,NA,1.421,NA,25.512,53.714,70.482,124.46,23.58,33.329,41.724,NA,NA,NA,NA,NA,NA,26.534,33.763,53.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.471,27.864,390.295,270.468,2085.584,562.397,183.295,326.535,NA,NA,107.662,NA,809.303,397.774,686.413,108.878,NA,122.583,NA,420.403,85.794,8659.273,4,2,"12"
"1074","524508","010","0","0","020",1,5,1,307.124,103.697,898.462,895.228,NA,53.167,21.157,46.948,65.036,23.134,36.871,248.45,104.473,NA,NA,NA,NA,NA,NA,NA,1.383,NA,17.332,60.043,85.32,123.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.707,28.275,85.487,NA,NA,NA,NA,NA,NA,102.318,37.112,39.511,NA,NA,NA,433.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.754,227.098,239.519,2.325,NA,765.082,705.052,NA,NA,113.325,NA,454.882,549.502,836.678,61.064,NA,44.519,NA,160.962,101.24,6897.83,4,2,"12"
"1075","524508","020","0","0","010",5,1,5,261.79,151.843,726.893,1079.58,NA,58.086,21.98,33.857,70.667,22.144,52.121,193.199,25.444,67.192,NA,NA,NA,NA,NA,NA,7.189,NA,21.334,56.685,77.404,278.917,17.495,37.284,82.968,NA,NA,NA,NA,NA,NA,103.028,36.931,60.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.119,25.414,241.721,NA,1.371,NA,682.419,1230.672,NA,NA,39.646,NA,816.896,443.478,NA,NA,NA,199.667,NA,202.234,97.803,6332.022,4,2,"12"
"1076","524527","010","0","0",NA,1,1,1,185.468,77.111,447.955,853.021,NA,44.351,20.973,23.286,44.01,17.737,38.844,144.448,20.768,NA,NA,NA,NA,NA,NA,NA,13.401,NA,16.256,60.965,75.098,127.265,21.216,18.205,60.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.103,82.898,166.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.042,330.19,185.594,176.779,0.671,NA,734.071,41.73,NA,NA,34.258,NA,415.928,349.222,565.189,46.582,NA,118.638,NA,224.235,68.64,4948.258,4,2,"12"
