"","HHID","PN","OSUBHH","NSUBHH","OPN_SP","OCSR","OFAMR","OFINR","OW303","OW311","OW314","OW306","OW310","OW309","OW312","OW319","OW320","OW321","OW307","OVDATE","OVERSION","year"
"373","080115","020","0","0","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"374","080667","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"375","080667","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"376","080860","020","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"377","081051","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"378","081059","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"379","081059","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"380","081089","010","0","0","040",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"381","081089","040","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"382","081297","010","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"383","081297","020","0","0","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"384","081518","010","0","0",NA,1,1,1,5,2,1,1,4,NA,4,NA,NA,NA,1,3,2,"14"
"385","081851","031","1","1","831",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"386","081869","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"387","081933","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"388","081933","020","0","0","010",5,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"389","082397","020","0","0","030",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"390","082397","030","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"391","082562","010","0","0","011",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"392","082562","011","0","0","010",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"393","082825","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"394","082857","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"395","082909","010","0","0","040",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"396","082909","040","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"397","082965","010","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"398","082965","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"399","083181","010","0","0","020",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"400","083181","020","0","0","010",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"401","083494","010","0","0","020",1,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"402","083494","020","0","0","010",5,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"403","084137","010","0","0","020",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"404","084137","020","0","0","010",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"405","084311","020","1","1",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"406","084311","021","5","1",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"407","084317","020","0","0","030",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"408","084317","030","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"409","084614","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"410","085096","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"411","085920","010","0","0","040",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"412","085920","040","0","0","010",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"413","085991","010","0","0","040",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"414","085991","040","0","0","010",5,5,5,1,1,1,1,7,NA,NA,NA,NA,NA,1,6,2,"14"
"415","086056","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"416","086102","010","0","0","040",5,5,1,1,2,NA,NA,NA,NA,NA,1,1,4,1,4,2,"14"
"417","086102","040","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,1,1,1,1,3,2,"14"
"418","086117","010","0","0",NA,1,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,1,3,2,"14"
"419","086307","010","0","0","020",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"420","086307","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"421","086354","010","0","0","011",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"422","086354","011","0","0","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"423","086473","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"424","086506","020","0","0","030",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"425","086506","030","0","0","020",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"426","086614","040","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"427","086648","020","0","0","021",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,"14"
"428","086648","021","0","0","020",5,5,5,5,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"429","086653","011","7","7","811",1,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,4,2,"14"
"430","086661","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"431","087114","020","1","1","021",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"432","087114","021","1","1","020",5,5,5,5,2,1,1,1,NA,NA,NA,NA,NA,2,4,2,"14"
"433","087114","010","2","2","011",1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,4,2,"14"
"434","087114","011","2","2","010",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"435","087246","020","0","0","030",5,5,5,5,2,1,1,1,NA,NA,7,NA,NA,2,2,2,"14"
"436","087246","030","0","0","020",1,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"437","087281","040","0","0","010",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"438","087363","020","0","0","030",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"439","087363","030","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"440","087401","010","0","0","040",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"441","087401","040","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"442","087771","010","0","0","011",5,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"443","087771","011","0","0","010",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"444","091304","010","0","0","011",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"445","091304","011","0","0",NA,3,3,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"446","110096","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"447","111640","010","1","1",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"448","111640","020","2","2",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"449","112575","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"450","112575","020","0","0","010",5,5,5,1,1,1,1,7,NA,NA,NA,NA,NA,1,6,2,"14"
"451","112899","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"452","113575","010","0","0","020",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"453","113613","010","0","0","020",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"454","113613","020","0","0","010",1,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"455","114254","010","0","0","020",1,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,6,2,"14"
"456","114254","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"457","115270","010","0","0",NA,1,1,1,5,2,1,1,4,NA,NA,NA,NA,NA,1,6,2,"14"
"458","116424","011","0","0","010",1,5,5,1,2,1,1,9,5,NA,NA,NA,NA,1,3,2,"14"
"459","120085","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,1,1,1,1,3,2,"14"
"460","120085","020","0","0","010",5,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"461","120250","010","1","1","011",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"462","120250","020","2","2",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"463","121620","010","0","0","020",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"464","121620","020","0","0","010",5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"465","123012","010","0","0","020",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"466","123012","020","0","0","010",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"467","123933","010","0","0","020",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"468","123933","020","0","0","010",1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"469","124246","010","0","0","020",1,5,1,1,2,1,1,1,NA,NA,1,1,1,1,3,2,"14"
"470","124246","020","0","0","010",5,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"471","125199","010","0","0","011",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"472","125199","011","0","0","010",5,5,5,5,2,1,1,1,NA,4,NA,NA,NA,1,6,2,"14"
"473","125326","010","0","0","020",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"474","125326","020","0","0","010",5,5,1,5,2,1,1,1,NA,NA,NA,NA,NA,4,6,2,"14"
"475","125396","010","0","0","020",5,5,5,5,2,1,1,1,NA,NA,NA,NA,NA,1,6,2,"14"
"476","125396","020","0","0","010",1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,6,2,"14"
"477","130773","010","0","0","020",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"478","130773","020","0","0","010",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"479","131895","010","0","0","020",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"480","131895","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"481","131930","010","0","0","020",1,5,5,1,2,1,1,9,NA,NA,NA,NA,NA,1,3,2,"14"
"482","131930","020","0","0","010",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"483","132355","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"484","133135","010","0","0","020",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"485","133135","020","0","0","010",5,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"486","133851","010","0","0","020",5,1,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"487","133851","020","0","0","010",1,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"488","135161","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"489","135161","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"490","135435","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"491","135435","020","0","0","010",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"492","135571","010","0","0","020",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"493","135571","020","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"494","135641","010","1","1",NA,1,1,1,5,2,1,1,4,5,NA,NA,NA,NA,1,4,2,"14"
"495","137183","010","0","0","020",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"496","137183","020","0","0","010",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"497","137429","020","1","1","021",5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"498","137429","021","1","1","020",1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"499","137429","010","2","2",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"500","137882","010","0","0","020",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"501","137882","020","0","0","010",5,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,4,2,"14"
"502","138256","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"503","138539","010","0","0","020",5,1,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"504","138539","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"505","139782","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"506","139782","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"507","140506","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"508","141058","010","0","0","011",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"509","141058","011","0","0","010",5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"510","141665","010","0","0","020",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"511","141665","020","0","0","010",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"512","142813","010","1","1",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"513","142813","020","2","2",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"514","143320","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"515","144378","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"516","144378","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"517","145073","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"518","145073","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"519","145991","010","0","0","020",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"520","145991","020","0","0","010",5,1,5,5,1,1,1,9,NA,NA,NA,NA,NA,1,2,2,"14"
"521","146831","010","0","0","020",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"522","146831","020","0","0","010",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"523","146869","010","0","0","020",1,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"524","146869","020","0","0","010",5,5,5,5,2,1,1,1,NA,NA,NA,NA,NA,1,6,2,"14"
"525","148714","010","0","0","020",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"526","148714","020","0","0","010",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"527","149525","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"528","150188","010","0","0","020",1,1,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"529","150188","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"530","150297","010","0","0",NA,1,1,1,5,2,1,1,4,5,NA,NA,NA,NA,1,6,2,"14"
"531","150393","010","0","0","020",5,5,5,5,2,1,1,1,NA,NA,1,1,1,1,3,2,"14"
"532","150393","020","0","0","010",1,1,1,5,2,1,1,1,NA,NA,NA,NA,NA,1,3,2,"14"
"533","151243","010","0","0","020",1,1,5,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"534","151243","020","0","0","010",5,5,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,2,2,"14"
"535","151350","020","0","0","021",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"536","151350","021","0","0","020",1,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,6,2,"14"
"537","151505","010","0","0","020",1,5,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"538","151505","020","0","0","010",5,1,5,5,1,1,1,9,NA,NA,NA,NA,NA,1,6,2,"14"
"539","152563","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"540","152563","020","0","0","010",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"541","155173","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"542","155173","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"543","156002","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"544","156315","010","0","0","020",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"545","156315","020","0","0","010",1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"546","156710","010","0","0",NA,1,1,1,5,2,1,1,4,NA,4,NA,NA,NA,1,2,2,"14"
"547","157738","010","0","0","020",1,5,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,6,2,"14"
"548","157738","020","0","0","010",5,1,5,1,2,1,1,4,NA,NA,NA,NA,NA,1,3,2,"14"
"549","158546","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"550","158937","010","0","0","011",5,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"551","158937","011","0","0","010",1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"552","160654","010","0","0","020",1,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"553","160654","020","0","0","010",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"554","171839","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"555","172020","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"556","172020","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"557","173350","010","0","0","011",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"558","173350","011","0","0","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"559","173829","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"560","173829","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"561","174323","010","0","0","020",5,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"562","174323","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"563","174662","011","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"564","175909","010","0","0","020",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"565","175909","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"566","176976","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,7,2,"14"
"567","178105","010","0","0","020",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"568","178105","020","0","0","010",1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"569","178209","010","1","1",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"570","178770","010","0","0","011",1,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"571","178770","011","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"572","179938","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"573","179938","020","0","0","010",5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"574","180659","010","0","0","020",5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"575","180659","020","0","0","010",1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"576","181845","010","0","0","020",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"577","181845","020","0","0","010",5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"578","183414","010","0","0","020",1,1,1,5,2,1,1,3,NA,NA,NA,NA,NA,1,4,2,"14"
"579","183414","020","0","0","010",5,5,5,5,2,1,1,5,NA,NA,NA,NA,NA,NA,4,2,"14"
"580","183715","010","0","0","020",5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"581","183715","020","0","0","010",1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"582","183748","010","0","0","020",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"583","183748","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"584","184645","010","1","1",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"585","184645","020","2","2","022",5,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,1,6,2,"14"
"586","184645","022","2","2","020",1,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"587","185442","010","0","0","020",1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"588","185442","020","0","0","010",5,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,"14"
"589","185743","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"590","186112","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"591","186469","010","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"592","186895","010","0","0","020",1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"593","186895","020","0","0","010",5,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"594","187105","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"595","200306","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"596","200402","020","0","0",NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"597","200500","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"598","200525","010","0","0",NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"599","201025","020","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"600","201180","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,"14"
"601","201451","011","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"14"
"602","201631","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"603","202275","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"604","202314","010","0","0",NA,1,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,"14"
"605","202526","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,"14"
"606","202526","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"607","202581","010","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,"14"
"608","202806","010","0","0","020",5,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,"14"
"609","202806","020","0","0","010",1,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"610","203031","020","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
"611","203173","010","0","0","020",1,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"612","203173","020","0","0","010",5,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,"14"
"613","203297","020","0","0",NA,1,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,"14"
