"","HHID","PN","MSUBHH","LSUBHH","MPN_SP","MCSR","MFAMR","MFINR","MY005","MY006","MY007","MY008","MY009","MY010","MY011","MY012","MY013","MY014","MY015","MY016","MY017","MY018","MY019","MY020","MY021","MY022","MY023","MY024","MY025","MY026","MY027","MY028","MY029","MY030","MY031","MY032","MY033","MY034","MY035","MY036","MY037","MY038","MY039","MY040","MY041","MY042","MY043","MY044","MY045","MY046","MY047","MY048","MY049","MY050","MY051","MY052","MY053","MY054","MY055","MY056","MY057","MY058","MY059","MY060","MY061","MY062","MY063","MY064","MY065","MY066","MY067","MY068","MY069","MY070","MY071","MY072","MY073","MY074","MY075","MY076","MY077","MY078","MY079","MY080","MY081","MVDATE","MVERSION","year"
"1171","524287","020","0",NA,"010",5,5,1,67.235,575.334,470.976,697.623,NA,42.31,21.929,20.478,46.373,17.462,50.656,152.025,18.576,53.189,7.764,5.125,7.988,19.53,20.506,60.913,2.479,48.629,17.42,77.919,97.266,52.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.854,19.425,20.248,NA,NA,NA,NA,NA,NA,20.272,22.259,32.936,NA,NA,NA,198.405,NA,195.42,233.462,369.092,2.104,1691.755,NA,99.524,NA,40.818,729.56,435.754,969.932,NA,NA,122.825,NA,118.433,135.39,6980.236,7,5.1,"10"
"1172","524357","010","0",NA,"020",5,1,5,295.954,632.356,658.601,786.238,NA,66.121,22.116,25.107,73.657,23.318,31.565,183.314,28.856,66.211,6.89,4.969,5.821,9.374,4.972,32.026,2.926,73.871,23.033,62.419,94.578,80.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.775,24.918,38.638,15.46,14.373,17.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.968,292.487,583.574,240.794,NA,3.104,1208.05,NA,242.342,NA,80.903,540.619,425.404,NA,NA,NA,45.563,NA,278.307,395.447,6715.158,7,5.1,"10"
"1173","524357","020","0",NA,"010",1,5,1,413.263,938.786,734.349,843.164,NA,50.814,21.486,23.505,60.314,20.215,25.658,163.199,37.223,60.427,7.514,7.861,12.86,20.108,13.564,61.907,2.943,66.836,17.429,66.363,95.144,88.081,23.648,19.816,28.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.215,27.844,84.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.903,NA,124.573,329.523,379.79,1.7,1728.316,NA,281.643,NA,337.039,714.037,544.141,2005.585,NA,NA,186.167,NA,282.538,652.501,10503.927,7,5.1,"10"
"1174","524403","010","0",NA,NA,1,1,1,122.278,667.454,491.72,585.461,NA,38.758,21.606,17.656,48.595,17.407,30.193,131.985,16.633,57.465,6.108,6.585,7.117,21.665,8.731,50.206,1.222,47.317,17.878,58.018,73.977,45.967,26.925,18.989,13.563,NA,NA,NA,10.552,8.714,20.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.269,42.338,93.484,170.502,165.586,1014.365,1942.459,NA,149.292,NA,127.788,670.391,345.512,498.607,NA,NA,111.404,NA,346.581,90.829,7984.219,6,5.1,"10"
"1175","524452","010","0",NA,NA,1,1,1,248.076,633.956,855.461,1135.958,NA,73.127,22.725,43.697,103.06,25.325,55.683,256.184,35.36,70.626,8.722,28.087,24.569,18.866,31.947,112.191,1.88,159.987,30.06,50.753,71.202,107.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.306,84.123,17.978,NA,NA,NA,14.829,29.873,35.016,NA,NA,NA,NA,NA,NA,324.339,102.703,104.852,556.921,299.84,2.548,443.939,1029.803,1151.762,NA,1141.853,1397.384,423.199,856.535,NA,NA,169.835,NA,484.199,549.497,11594.949,4,5.1,"10"
"1176","524508","010","0",NA,"020",1,5,1,435.513,720.704,649.581,1160.618,NA,49.146,22.282,44.367,94.763,25.643,38.569,209.181,30.048,56.016,20.286,90.071,24.902,61.829,61.414,258.502,2.27,71.588,17.528,58.157,82.925,71.678,28.853,49.459,142.223,NA,NA,NA,23.317,14.264,34.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.341,NA,779.146,230.933,246.684,2839.948,1516.946,NA,801.07,NA,401.91,608.818,385.333,692.571,NA,NA,73.121,NA,352.717,291.301,12664.089,6,5.1,"10"
"1177","524508","020","0",NA,"010",5,1,5,298.096,540.975,651.895,835.53,NA,65.159,22.495,23.826,46.775,20.901,73.447,192.202,28.306,65.741,7.612,10.877,9.51,47.506,40.987,116.492,4.575,57.46,19.582,59.914,79.623,65.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.222,20.571,31.533,15.369,12.369,44.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.957,66.07,193.896,236.052,NA,3910.997,1877.769,NA,184.121,NA,216.135,777.397,353.476,NA,NA,NA,165.064,NA,309.972,526.654,11830.213,7,5.1,"10"
"1178","524527","010","0",NA,NA,1,1,1,453.904,641.979,686.687,913.424,NA,57.031,21.332,26.974,165.701,24.307,40.423,271.861,22.84,50.731,7.136,5.924,15.644,7.371,9.363,45.438,6.628,58.138,16.666,66.335,82.119,59.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.686,24.475,46.358,NA,NA,NA,NA,NA,NA,30.506,52.402,58.338,NA,NA,NA,293.172,132.36,515.928,282.725,260.524,3855.517,1142.966,NA,163.99,NA,46.299,354.816,454.65,585.363,NA,NA,95.922,NA,307.658,340.437,11569.491,7,5.1,"10"
"1179","524825","010","0",NA,"020",5,5,5,136.461,605.94,528.208,652.87,NA,51.14,21.994,15.346,58.202,34.401,36.412,177.023,23.428,61.213,13.834,6.867,7.27,7.364,22.274,57.609,2.39,37.352,20.091,64.141,80.691,43.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.465,14.557,14.347,12.775,12.785,14.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.112,NA,637.375,253.619,NA,1.791,314.93,376.569,786.277,NA,43.549,510.736,331.053,NA,NA,NA,158.679,NA,227.853,159.28,5734.321,7,5.1,"10"
"1180","524825","020","0",NA,"010",1,1,1,1279.83,498.107,440.736,818.977,NA,44.325,21.524,16.15,26.256,15.784,22.15,98.852,18.607,63.165,8.899,14.624,11.038,16.69,8.829,60.08,2.686,49.031,14.579,62.17,86.593,73.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.729,14.939,9.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.161,79.773,65.805,376.571,261.471,260.237,195.331,195.121,1.305,1283.428,NA,637.049,NA,74.149,616.407,388.426,801.9,NA,NA,102.448,NA,272.708,295.559,8428.817,5,5.1,"10"
"1181","524857","010","0",NA,NA,1,1,1,358.342,849.289,704.529,1190.484,NA,57.589,22.694,69.945,127.08,25.619,60.101,312.377,71.925,71.97,6.721,8.482,12.064,10.827,71.09,109.184,1.165,90.334,25.032,67.673,134.455,98.657,29.348,98.451,49.027,NA,NA,NA,12.982,10.716,21.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.771,438.843,1348.105,423.887,341.549,2985.184,1839.272,NA,156.853,NA,51.808,757.413,459.433,1214.47,NA,NA,228.566,NA,477.213,310.939,14689.978,7,5.1,"10"
"1182","524898","010","0",NA,"020",5,5,1,85.005,1132.299,715.433,940.638,NA,86.604,23.778,17.987,54.647,27.149,42.769,165.901,17.538,94.824,39.612,35.047,20.636,45.234,19.003,159.532,5.841,80.617,21.346,61.674,79.165,49.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.393,52.284,33.229,20.42,22.474,27.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.389,NA,272.648,231.149,299.339,1.631,2059.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5737.575,7,5.1,"10"
"1183","524898","020","0",NA,"010",1,1,5,504.414,1167.605,873.308,55.867,NA,55.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2601.194,7,5.1,"10"
"1184","524944","010","0",NA,NA,1,1,1,694.989,710.472,762.092,1248.433,NA,56.813,21.641,32.97,65.835,25.492,438.61,665.646,69.97,74.403,10.484,6.186,7.813,24.904,9.694,59.081,4.431,105.844,63.64,27.105,43.382,57.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.349,26.566,16.502,14.949,12.818,17.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.222,473.555,129.355,307.517,229.264,1.355,1855.524,NA,268.859,NA,120.16,1293.173,327.714,573.404,NA,NA,55.265,NA,150.195,138.146,9346.576,6,5.1,"10"
"1185","525032","010","0",NA,NA,1,1,1,219.162,601.055,644.386,1127.007,NA,44.544,49.888,12.35,186.863,20.709,30.686,309.72,46.625,154.589,7.772,10.922,9.641,6.534,11.848,46.717,3.005,47.708,22.537,60.365,81.175,61.302,16.893,44.716,49.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.595,39.252,123.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.311,528.601,684.612,187.077,171.115,1.682,2479.543,NA,879.385,NA,423.447,488.23,410.345,472.11,NA,NA,138.594,NA,317.797,155.599,9934.109,7,5.1,"10"
"1186","525066","010","0",NA,NA,1,1,1,494.032,838.959,1315.608,915.069,NA,60.63,22.107,58.546,83.68,25.818,49.236,230.007,37.969,92.244,10.011,6.494,9.473,5.069,17.991,49.038,4.556,100.3,28.388,62.989,118.7,88.401,27.657,14.645,16.635,10.428,11.843,9.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.941,161.379,215.913,443.974,162.806,143.861,315.198,735.292,1226.279,NA,819.119,654.492,264.249,468.461,NA,NA,80.248,NA,91.757,239.781,10171.081,2,5.1,"10"
"1187","525152","010","0",NA,NA,1,1,1,576.779,1036.959,1067.339,952.24,NA,57.434,23.692,39.314,93.296,26.723,74.879,292.46,68.089,119.407,13.458,10.357,9.468,15.339,22.51,71.132,2.308,57.45,27.112,75.261,99.286,75.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.083,32.42,18.556,NA,NA,NA,14.954,14.884,13.911,NA,NA,NA,NA,NA,NA,189.757,425.353,185.549,389.826,171.324,3084.441,428.302,11.356,NA,NA,259.981,581.691,306.884,571.507,NA,NA,55.893,NA,341.087,541.18,11609.577,1,5.1,"10"
"1188","525329","010","0",NA,"020",5,1,5,331.463,431.768,614.08,NA,13.521,55.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748.32,217.753,214.884,NA,2.41,598.478,NA,166.383,NA,50.499,717.305,NA,NA,NA,NA,112.482,NA,21.372,155.252,4538.062,6,5.1,"10"
"1189","525329","020","0",NA,"010",1,5,1,606.836,965.584,770.071,1042.38,NA,83.257,21.417,35.761,54.898,20.262,25.164,163.804,43.554,94.325,7.705,7.026,19.94,9.898,9.544,54.113,1.316,50.299,17.332,62.741,83.712,44.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.315,24.522,17.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.574,50.187,130.327,454.376,NA,812.552,215.779,318.154,3.157,316.498,507.621,607.984,NA,1082.609,755.73,493.753,943.987,NA,NA,76.037,NA,45.931,196.346,9768.535,5,5.1,"10"
"1190","525446","010","0",NA,NA,1,1,1,264.726,693.479,727.931,666.222,NA,54.519,21.183,23.182,46,18.321,26.322,135.379,26.465,62.242,7.574,8.803,6.353,8.694,17.607,49.031,2.688,57.704,16.987,23.29,39.432,43.316,18.549,21.658,25.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.624,26.12,46.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.862,454.48,201.61,180.547,232.859,3.241,2487.076,NA,274.128,NA,46.839,620.99,345.686,910.842,NA,NA,68.574,NA,179.825,374.987,8738.901,7,5.1,"10"
"1191","525516","010","0",NA,"020",5,1,5,338.373,882.685,705.647,1343.438,NA,77.087,21.124,49.993,88.57,21.783,62.872,220.198,24.645,133.781,9.595,7.2,14.862,35.594,14.679,81.93,7.425,84.004,19.624,71.133,98.39,91.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.922,43.297,54.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.333,103.319,106.284,569.506,652.445,799.754,499.65,NA,3646.324,1231.459,NA,402.279,NA,346.146,522.977,497.444,NA,NA,NA,70.551,NA,88.654,199.968,12810.471,7,5.1,"10"
"1192","525516","020","0",NA,"010",1,5,1,480.673,762.448,569.284,865.517,NA,60.869,20.972,31.825,72.003,18.467,20.701,180.483,44.694,77.516,11.636,8.101,15.908,8.36,14.682,58.687,4.472,50.208,19.809,62.589,89.075,95.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.506,20.462,20.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.264,41.363,45.787,291.41,NA,604.948,303.21,331.233,2833.477,2563.694,NA,727.807,NA,52.083,483,460.802,936.758,NA,NA,65.003,NA,308.997,239.903,15163.318,7,5.1,"10"
"1193","525520","010","0",NA,NA,1,5,1,118.315,594.368,685.671,NA,8.283,26.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158.987,305.861,437.538,2.674,632.087,NA,588.45,NA,67.056,557.333,NA,953.773,NA,NA,29.749,NA,384.665,264.531,6859.021,7,5.1,"10"
"1194","525689","010","0",NA,"020",1,1,5,385.999,635.06,925.309,902.5,NA,61.527,22.557,45.934,76.005,25.836,39.012,216.899,42.877,92.715,9.111,12.957,17.113,18.735,6.895,64.811,3.223,59.371,30.923,54.891,88.062,97.133,31.978,34.042,22.674,28.084,20.002,13.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.401,124.294,526.522,471.124,NA,1.951,304.982,649.649,48.869,NA,779.76,640.778,298.138,NA,NA,NA,82.235,NA,66.081,177.753,7026.081,3,5.1,"10"
"1195","525689","020","0",NA,"010",5,5,1,648.884,493.68,552.007,878.551,NA,85.971,22.009,36.513,102.044,24.372,35.084,235.647,54.196,55.852,7.45,4.814,8.517,12.628,10.136,43.545,1.25,98.433,14.46,61.473,79.947,69.32,26.693,31.796,27.541,NA,NA,NA,NA,NA,NA,17.446,24.32,22.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.384,NA,494.629,268.129,240.147,1.599,663.205,NA,411.721,NA,41.148,461.773,379.621,1003.106,NA,NA,77.809,NA,155.176,278.398,7072.429,7,5.1,"10"
"1196","525855","020","0",NA,"010",1,5,1,448.923,596.319,689.816,697.282,NA,58.913,24.603,20.561,88.408,17.079,26.53,177.989,25.313,71.795,7.404,5.388,5.172,5.225,5.111,28.3,1.777,67.146,18.178,63.333,96.447,51.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.223,18.554,17.625,NA,NA,NA,11.786,10.359,13.14,NA,NA,NA,NA,NA,NA,149.751,NA,975.217,279.114,330.032,3215.05,1783.05,NA,806.55,NA,39.901,368.203,359.328,606.896,NA,NA,29.238,NA,248.773,264.173,12414.203,2,5.1,"10"
"1197","526216","010","0",NA,"020",1,5,1,416.256,540.011,598.628,605.117,NA,41.651,22.351,20.132,40.683,18.266,39.759,143.543,20.639,51.291,8.376,6.798,6.921,15.951,28.563,66.609,2.078,41.536,22.115,35.982,56.343,56.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.691,26.52,16.775,NA,NA,NA,11.608,14.361,11.574,NA,NA,NA,NA,NA,NA,159.583,NA,116.516,209.362,192.027,2859.202,1341.224,NA,1460.211,NA,87.189,399.024,347.972,739.01,NA,NA,124.726,NA,418.667,102.841,10969.488,1,5.1,"10"
"1198","526216","020","0",NA,"010",5,1,5,192.493,458.931,575.122,702.305,NA,87.084,22.376,21.159,51.735,56.092,69.033,226.499,28.022,64.313,10.808,4.871,8.957,6.106,10.014,40.756,3.096,45.738,19.543,40.97,64.897,48.473,16.056,22.448,12.991,9.55,7.394,9.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.387,410.377,846.187,296.289,NA,3286.25,2201.294,NA,101.732,NA,30.226,754.972,347.995,NA,NA,NA,90.13,NA,247.661,192.474,11037.699,1,5.1,"10"
"1199","526250","010","0",NA,NA,1,1,1,257.108,467.501,523.742,628.966,NA,39.315,21.611,14.734,51.144,13.443,17.216,122.469,20.706,46.455,7.574,5.85,4.664,6.042,8.223,32.353,1.778,55.02,18.843,63.168,83.662,55.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.571,14.724,18.863,NA,NA,NA,NA,NA,NA,28.843,31.431,43.332,NA,NA,NA,211.569,388.572,426.67,233.336,111.522,1.448,2173.371,NA,923.43,NA,96.209,596.756,323.888,516.72,NA,NA,68.149,NA,166.052,425.166,8334.774,7,5.1,"10"
"1200","526381","010","0",NA,"020",5,1,5,142.664,755.663,827.161,804.64,NA,53.887,22.313,18.247,52.548,19.609,31.729,157.945,27.578,97.791,19.997,18.404,24.473,13.663,15.335,91.872,1.383,73.772,23.49,64.478,89.37,53.284,36.182,28.732,27.156,NA,NA,NA,19.558,11.635,21.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.06,478.993,138.77,229.849,NA,1.585,4516.269,NA,1204.571,NA,130.827,853.749,577.31,NA,NA,NA,152.915,NA,420.168,324.955,11564.299,7,5.1,"10"
"1201","526381","020","0",NA,"010",1,5,1,263.291,898.038,621.542,730.6,NA,50.473,22.166,23.93,49.141,22.122,35.634,150.386,22.217,66.065,6.8,8.804,11.245,11.886,15.128,53.863,1.354,69.701,19.797,60.172,88.188,48.899,23.01,28.014,28.716,NA,NA,NA,NA,NA,NA,32.632,26.163,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.474,NA,850.513,211.291,221.416,1.42,2054.914,NA,940.102,NA,49.849,580.79,418.701,950.072,NA,NA,67.849,NA,288.257,319.347,9474.609,7,5.1,"10"
"1202","526475","010","0",NA,"020",1,5,1,985.816,672.052,742.254,922.899,NA,50.626,21.441,38.487,92.169,19.082,19.229,193.188,43.005,59.833,7.83,5.546,11.594,11.443,18.687,55.1,2.75,52.889,18.225,73.794,127.212,92.341,28.344,31.147,22.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.588,36.634,91.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.373,NA,730.527,210.862,274.432,1.396,1664.718,NA,145.91,NA,42.743,465.983,488.965,754.954,NA,NA,85.726,NA,3.828,132.523,8331.671,2,5.1,"10"
"1203","526475","020","0",NA,"010",5,1,5,760.519,622.198,745.434,959.833,NA,65.535,21.657,17.28,72.021,20.918,32.557,182.409,32.188,70.289,7.711,9.625,9.552,6.793,20.492,54.173,26.485,98.047,18.989,62.213,116.658,73.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.828,22.92,34.498,NA,NA,NA,NA,NA,NA,34.676,82.737,34.638,NA,NA,NA,307.3,507.967,595.506,267.989,NA,7.66,1466.894,NA,605.676,NA,65.873,572.239,492.051,NA,NA,NA,102.449,NA,282.633,222.228,8283.743,2,5.1,"10"
"1204","526499","010","0",NA,"020",1,1,5,294.15,1006.772,1033.66,969.71,NA,50.548,22.976,34.755,69.7,18.943,71.553,211.814,27.49,117.235,15.308,8.822,10.589,12.574,25.558,72.851,2.104,51.046,21.493,53.731,76.374,102.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.427,54.001,38.444,16.585,17.517,25.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.007,327.908,272.638,355.927,NA,3238.171,564.361,537.087,166.07,NA,96.661,594.605,365.819,NA,NA,NA,96.587,NA,533.017,401.015,12593.17,5,5.1,"10"
"1205","526499","020","0",NA,"010",5,5,1,148.641,724.086,905.967,1097.791,NA,56.089,23.358,13.84,55.936,20.476,33.965,155.054,21.305,114.419,19.016,7.556,15.008,9.363,29.541,80.484,2.445,59.994,21.17,62.538,86.689,72.46,24.492,46.399,83.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.287,87.978,105.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.419,NA,621.924,272.71,208.143,3669.592,1888.788,NA,657.014,NA,596.739,940.705,426.754,547.868,NA,NA,79.365,NA,241.619,422.091,13969.764,6,5.1,"10"
"1206","526562","010","0",NA,"020",5,5,1,67.752,635.307,537.797,598.62,NA,45.802,21.181,11.968,57.183,16.87,25.438,136.249,15.703,53.985,7.592,7.376,10.013,8.826,11.026,44.833,2.551,52.904,18.043,62.221,78.298,39.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.649,15.418,18.618,9.753,9.683,30.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.849,NA,109.755,230.432,208.684,2908.789,1242.596,NA,71.847,NA,83.773,506.964,404.774,617.519,NA,NA,73.311,NA,260.072,254.187,9161.242,6,5.1,"10"
"1207","526562","020","0",NA,"010",1,1,5,369.606,873.752,818.51,971.769,NA,65.286,22.094,25.824,90.557,18.504,112.825,305.819,53.42,66.373,26.833,5.933,10.594,10.386,28.732,82.478,1.782,79.488,27.982,70.363,108.647,62.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.699,33.276,15.612,NA,NA,NA,22.254,26.78,34.311,NA,NA,NA,NA,NA,NA,213.978,890.977,648.82,384.12,NA,3406.091,559.727,1355.452,300.794,NA,126.396,743.75,436.997,NA,NA,NA,120.939,NA,108.881,307.729,12804.983,6,5.1,"10"
"1208","526586","010","0",NA,"020",1,5,1,393.67,692.837,586.29,923.893,NA,51.643,21.472,18.547,53.762,20.39,18.331,136.335,24.748,90.098,7.77,5.527,10.343,8.347,11.042,43.029,1.763,109.108,17.315,62.521,144.97,66.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.347,15.125,17.795,NA,NA,NA,NA,NA,NA,26.179,117.359,40.753,NA,NA,NA,306.928,NA,149.894,278.862,226.604,2.891,2208.356,NA,149.843,NA,47.735,482.593,359.062,849.871,NA,NA,111.28,NA,172.184,175.347,7817.134,7,5.1,"10"
"1209","526586","020","0",NA,"010",5,1,5,184.888,635.466,526.721,753.928,NA,53.363,22.411,15.738,54.383,23.858,24.96,153.985,30.949,58.251,6.32,4.953,12.763,12.233,15.439,51.708,1.08,89.18,18.019,60.871,123.151,59.833,17.278,33.182,37.687,NA,NA,NA,12.207,8.456,16.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.061,681.756,448.886,279.262,NA,1.318,1785.435,NA,286.789,NA,54.504,654.943,499.04,NA,NA,NA,114.342,NA,188.665,182.931,7282.689,7,5.1,"10"
"1210","526663","010","0",NA,"020",5,5,1,69.853,910.608,512.27,722.731,NA,42.633,21.769,24.103,66.379,19.674,59.151,200.512,30.917,80.237,5.626,8.038,8.383,10.233,15.382,47.662,2.838,64.573,20.66,62.603,79.498,45.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.904,22.261,33.091,9.674,6.921,20.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.906,NA,670.239,306.355,404.485,284.082,2454.229,NA,1584.937,NA,46.869,487.107,528.915,668.679,NA,NA,63.546,NA,250.123,212.566,10668.404,7,5.1,"10"
"1211","526663","020","0",NA,"010",1,1,5,438.815,1421.02,1045.459,1205.703,NA,318.647,26.002,22.955,69.325,23.335,37.67,185.043,34.943,76.287,5.432,7.377,29.701,15.922,22.025,80.457,3.227,184.637,16.476,63.783,96.611,56.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.389,16.537,58.784,NA,NA,NA,26.025,11.273,14.432,NA,NA,NA,NA,NA,NA,211.837,669.501,635.337,650.055,NA,237.789,496.703,1644.631,238.722,NA,31.672,1262.452,601.147,NA,NA,NA,64.164,NA,628.083,606.416,12606.869,7,5.1,"10"
"1212","526695","010","0",NA,"020",1,5,1,361.274,994.821,1045.835,1143.282,NA,57.713,22.213,47.774,63.244,22.464,109.792,275.465,50.921,87.641,9.603,7.341,8.449,31.42,17.948,74.761,1.823,68.023,24.254,59.799,107.098,66.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.459,55.325,60.332,NA,NA,NA,70.126,20.311,23.997,NA,NA,NA,NA,NA,NA,400.771,NA,653.472,435.143,502.108,2.062,375.796,1252.186,253.681,NA,909.164,1088.133,493.332,1941.201,NA,NA,89.612,NA,408.551,236.172,12225.401,8,5.1,"10"
"1213","526748","010","0",NA,"020",5,5,1,79.31,536.464,861.169,925.902,NA,58.717,21.788,59.032,65.482,24.608,26.786,180.871,37.269,63.46,28.696,15.353,21.615,9.976,9.665,85.305,4.967,104.71,24.056,56.328,87.523,99.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.215,21.135,17.25,15.405,10.553,16.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.529,NA,150.596,391.753,178.444,2191.94,242.474,427.661,171.668,NA,178.408,524.546,387.653,542.944,NA,NA,20.327,NA,82.223,293.968,8396.308,7,5.1,"10"
