"","HHID","PN","NSUBHH","MSUBHH","NPN_SP","NCSR","NFAMR","NFINR","NP155","NP156","NP002","NP166","NP170","NP168","NP005","NP006","NP059","NP007","NP009","NP014","NP015","NP016","NP017","NP123","NP018","NP181","NP182","NP020","NP028","NP102","NP029","NP157","NP107","NP175","NP176","NP177","NP178","NP032","NP110","NP179","NP111","NP112","NP183","NP047","NP113","NP149","NP150","NP180","NP097","NP041","NP042","NP043","NP044","NP185","NP056","NVDATE","NVERSION","year"
"1125","527182","010","0","0",NA,1,1,1,16,0,1,NA,NA,NA,80,80,0,NA,1,30,60,NA,100,NA,0,0,NA,NA,65,NA,35,NA,NA,10,NA,5,1,NA,90,NA,NA,90,90,65,NA,2,40,5,2,4,3,NA,NA,1,1,2,2,"12"
"1126","527186","010","0","0","020",5,5,1,17,0,1,50,2,10,10,0,NA,NA,1,20,70,NA,100,NA,50,90,50,NA,70,NA,50,NA,NA,25,NA,10,5,NA,70,NA,NA,70,50,80,NA,2,60,30,2,3,3,NA,NA,3,1,3,2,"12"
"1127","527186","020","0","0","010",1,1,5,15,0,1,NA,NA,NA,80,50,25,NA,1,NA,NA,50,30,NA,10,0,NA,50,75,NA,60,NA,NA,100,NA,85,50,NA,50,2,50,NA,50,50,2,1,NA,NA,3,4,3,NA,NA,1,1,2,2,"12"
"1128","527238","010","0","0","020",5,5,1,17,0,1,50,1,10,100,100,95,NA,1,50,10,NA,90,NA,90,40,30,NA,50,2,50,NA,NA,50,NA,50,50,NA,50,2,NA,70,70,50,2,1,NA,NA,2,4,2,NA,5,3,1,4,2,"12"
"1129","527238","020","0","0","010",1,1,5,15,0,1,NA,NA,NA,80,80,70,NA,1,NA,NA,25,10,NA,10,5,5,NA,70,NA,50,NA,NA,50,NA,35,25,NA,85,NA,NA,85,80,25,NA,2,30,40,3,4,1,1,NA,1,1,4,2,"12"
"1130","527313","010","0","0","020",1,5,1,15,0,1,10,2,10,100,100,30,NA,1,NA,NA,NA,50,1,50,20,10,NA,70,NA,10,NA,NA,100,NA,0,NA,NA,20,NA,NA,0,20,70,NA,2,10,20,3,2,3,NA,NA,3,1,4,2,"12"
"1131","527313","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,50,40,30,NA,1,NA,NA,NA,90,NA,90,80,80,40,90,NA,90,NA,NA,10,NA,2,1,NA,80,NA,NA,80,80,40,NA,2,50,30,2,5,1,1,NA,1,1,4,2,"12"
"1132","527317","010","0","0","020",5,5,1,13,0,1,NA,NA,NA,100,90,75,NA,1,NA,NA,NA,90,NA,90,70,50,NA,75,NA,70,NA,NA,10,NA,10,10,NA,100,NA,NA,NA,100,90,NA,2,60,10,2,4,1,1,NA,1,1,1,2,"12"
"1133","527317","020","0","0","010",1,1,5,11,0,1,NA,NA,NA,10,0,NA,NA,1,NA,NA,50,0,NA,NA,0,NA,NA,50,2,50,NA,NA,100,NA,0,NA,NA,100,NA,NA,NA,80,90,NA,2,20,50,2,3,1,1,NA,1,1,1,2,"12"
"1134","527387","010","0","0","020",1,1,5,13,0,1,NA,NA,NA,100,80,0,NA,1,0,0,NA,80,NA,20,0,NA,NA,20,NA,0,NA,NA,50,NA,0,NA,NA,0,NA,NA,NA,25,50,2,1,NA,NA,3,1,1,1,NA,1,1,2,2,"12"
"1135","527387","020","0","0","010",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"12"
"1136","527574","010","0","0","020",5,5,1,15,0,1,40,2,0,100,100,100,NA,1,NA,NA,NA,30,NA,20,0,NA,NA,10,NA,0,NA,NA,0,20,NA,NA,NA,50,1,NA,80,50,50,1,2,20,10,1,5,3,NA,NA,3,1,4,2,"12"
"1137","527574","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,100,100,NA,1,NA,NA,10,0,NA,NA,0,NA,NA,50,1,20,NA,NA,50,NA,50,50,NA,85,NA,NA,80,50,40,NA,2,20,50,2,4,2,NA,5,3,1,4,2,"12"
"1138","527851","010","0","0",NA,1,1,1,14,0,1,0,1,0,100,100,0,NA,1,NA,NA,NA,100,NA,100,50,50,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,25,NA,NA,NA,75,75,NA,2,0,50,2,3,NA,NA,NA,1,1,3,2,"12"
"1139","527891","010","0","0","020",5,5,5,15,0,1,NA,NA,NA,100,100,10,NA,1,0,0,NA,50,2,50,0,NA,NA,100,NA,75,NA,NA,50,NA,20,10,NA,100,NA,NA,100,100,50,2,1,NA,NA,3,2,3,NA,NA,3,1,4,2,"12"
"1140","527891","020","0","0","010",1,1,1,16,1,1,NA,NA,NA,50,50,50,NA,1,50,50,NA,50,2,50,50,50,50,50,2,50,NA,NA,50,NA,50,0,NA,100,NA,NA,998,100,50,2,1,NA,NA,3,1,1,5,NA,3,1,4,2,"12"
"1141","528116","010","0","0","020",1,5,1,14,0,1,0,1,0,100,100,10,NA,1,NA,NA,30,0,NA,NA,0,NA,NA,80,NA,10,NA,NA,100,NA,0,NA,NA,50,1,NA,NA,50,80,NA,2,50,0,3,3,NA,NA,NA,1,1,4,2,"12"
"1142","528116","020","0","0","010",5,1,5,13,0,1,NA,NA,NA,100,90,90,NA,1,NA,NA,NA,80,NA,30,10,0,NA,20,NA,0,NA,NA,0,40,NA,NA,NA,100,NA,NA,100,100,50,1,2,0,30,2,3,NA,NA,NA,1,1,4,2,"12"
"1143","528198","010","0","0","020",5,5,1,16,0,1,70,2,0,100,100,100,NA,1,NA,NA,NA,50,1,50,20,0,NA,50,1,20,NA,NA,50,NA,25,0,NA,100,NA,NA,100,100,20,NA,2,25,60,2,3,2,NA,5,3,1,3,2,"12"
"1144","528198","020","0","0","010",1,1,5,15,0,1,NA,NA,NA,100,100,25,NA,1,50,75,NA,10,NA,10,25,5,NA,50,1,25,NA,NA,25,NA,25,10,NA,65,NA,NA,NA,50,50,1,2,20,20,2,4,2,NA,5,2,1,3,2,"12"
"1145","528585","010","1","0",NA,1,1,1,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,0,NA,NA,0,NA,NA,80,NA,85,NA,NA,100,NA,100,100,NA,100,NA,NA,100,85,75,NA,2,50,35,2,4,1,1,NA,3,1,4,2,"12"
"1146","528585","020","2","0",NA,1,1,1,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,25,NA,15,NA,NA,80,NA,50,10,NA,100,NA,100,NA,90,85,NA,2,40,40,3,4,1,1,NA,1,1,4,2,"12"
"1147","528677","010","0","0",NA,1,1,1,17,0,1,20,1,0,90,90,90,NA,1,5,50,NA,95,NA,95,75,75,NA,50,1,40,NA,NA,10,NA,0,NA,NA,65,NA,NA,65,65,75,NA,2,75,30,2,4,NA,NA,NA,3,1,4,2,"12"
"1148","528728","010","0","0","020",5,5,1,18,0,1,0,1,0,80,80,90,NA,1,5,50,NA,10,NA,5,90,10,NA,80,NA,15,NA,NA,50,NA,25,5,NA,75,NA,NA,30,40,25,NA,2,10,75,2,4,1,1,NA,1,1,3,2,"12"
"1149","528728","020","0","0","010",1,1,5,15,2,1,NA,NA,NA,10,100,100,NA,1,998,10,NA,998,NA,NA,998,NA,NA,100,NA,100,NA,NA,10,NA,10,5,NA,100,NA,NA,10,10,10,NA,2,10,10,3,4,1,1,NA,2,1,3,2,"12"
"1150","528884","010","0","0","020",5,5,1,13,0,1,NA,NA,NA,60,100,10,NA,1,0,5,NA,0,NA,NA,0,NA,NA,100,NA,100,NA,NA,0,10,NA,NA,NA,75,NA,NA,NA,75,50,1,2,20,20,3,2,2,NA,5,3,1,3,2,"12"
"1151","528884","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,50,0,NA,NA,1,0,50,NA,0,NA,NA,0,NA,NA,60,NA,20,NA,NA,80,NA,20,0,NA,80,NA,NA,100,80,70,NA,2,50,80,3,3,2,NA,1,2,1,3,2,"12"
"1152","528911","010","0","0","020",1,1,5,15,0,1,NA,NA,NA,90,90,30,NA,1,10,20,NA,10,NA,0,0,NA,NA,70,NA,60,NA,NA,0,75,NA,NA,NA,50,1,NA,60,50,70,NA,2,30,40,3,4,1,1,NA,3,1,4,2,"12"
"1153","528911","020","0","0","010",5,5,1,15,0,1,100,2,20,100,100,100,NA,1,NA,NA,NA,0,NA,NA,0,NA,NA,100,NA,90,NA,NA,10,NA,1,0,NA,90,NA,NA,90,90,25,NA,2,10,20,3,4,8,NA,NA,3,1,4,2,"12"
"1154","529019","010","0","0",NA,1,1,1,16,0,1,89,1,50,10,90,75,NA,1,5,50,NA,90,NA,50,25,25,NA,80,NA,70,NA,NA,5,NA,0,NA,NA,60,NA,NA,60,80,0,NA,2,NA,0,2,1,2,NA,1,2,1,3,2,"12"
"1155","529434","010","0","0","020",1,1,5,17,0,1,NA,NA,NA,50,10,0,NA,1,10,50,NA,50,2,30,0,NA,80,0,NA,0,NA,NA,40,NA,10,0,NA,100,NA,NA,100,80,30,NA,2,30,40,3,4,2,NA,5,2,1,4,2,"12"
"1156","529434","020","0","0","010",5,5,1,18,1,1,75,1,30,50,10,5,NA,1,10,70,NA,50,2,998,10,NA,NA,75,NA,75,NA,NA,25,NA,50,5,NA,90,NA,NA,90,90,60,NA,2,20,40,3,4,1,5,NA,1,1,4,2,"12"
"1157","529444","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,90,0,NA,NA,1,NA,NA,90,40,NA,20,20,20,NA,80,NA,10,NA,NA,0,100,NA,NA,NA,90,NA,NA,100,100,100,NA,2,15,NA,2,5,2,NA,5,3,1,3,2,"12"
"1158","529444","020","0","0","010",1,5,1,17,0,1,50,2,5,100,20,0,NA,1,NA,NA,50,5,NA,5,0,NA,NA,75,NA,20,NA,NA,10,NA,5,1,NA,50,1,NA,75,50,80,NA,2,0,15,1,1,2,NA,5,1,1,3,2,"12"
"1159","529474","010","0","0","020",5,1,5,13,0,1,NA,NA,NA,80,0,NA,NA,1,NA,NA,NA,75,NA,50,30,0,NA,100,NA,100,NA,NA,100,NA,75,10,NA,100,NA,NA,100,100,20,NA,2,20,40,2,5,1,5,NA,3,1,1,2,"12"
"1160","529474","020","0","0","010",1,5,1,16,0,1,30,1,10,100,80,50,NA,1,NA,NA,NA,100,NA,30,20,5,NA,60,NA,60,NA,NA,100,NA,50,20,NA,100,NA,NA,100,100,50,1,2,50,50,2,4,2,NA,5,2,1,1,2,"12"
"1161","529620","010","0","0","020",5,5,1,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,50,0,NA,NA,0,NA,20,10,NA,5,NA,NA,0,0,NA,NA,NA,100,NA,NA,100,50,0,NA,2,NA,20,3,3,1,1,NA,1,1,4,2,"12"
"1162","529620","020","0","0","010",1,1,5,12,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,80,0,NA,NA,0,NA,50,50,2,80,NA,NA,0,0,NA,NA,NA,30,NA,NA,30,40,50,2,1,NA,NA,3,4,1,1,NA,1,1,4,2,"12"
"1163","529773","010","0","0","020",1,5,1,18,0,1,20,2,10,90,90,70,NA,1,20,20,NA,30,NA,10,20,10,NA,80,NA,40,NA,NA,30,NA,20,10,NA,90,NA,NA,90,70,50,1,2,5,30,1,4,1,5,NA,1,1,4,2,"12"
"1164","529773","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,90,85,75,NA,1,NA,NA,50,10,NA,10,10,10,NA,65,NA,50,NA,NA,100,NA,70,20,NA,80,NA,NA,80,80,50,1,2,30,25,2,4,3,NA,NA,3,1,4,2,"12"
"1165","529934","010","0","0","020",5,1,5,12,1,1,NA,NA,NA,80,0,NA,NA,1,NA,NA,80,20,NA,20,20,10,NA,0,NA,0,NA,NA,50,NA,50,20,NA,20,NA,NA,NA,10,998,NA,1,NA,NA,3,1,1,5,NA,1,1,4,2,"12"
"1166","529934","020","0","0","010",1,5,1,9,8,1,NA,NA,NA,999,NA,NA,NA,1,NA,NA,100,999,NA,NA,999,NA,NA,999,NA,999,NA,NA,999,NA,NA,NA,NA,998,NA,NA,999,998,998,NA,1,NA,NA,3,9,1,5,NA,3,1,3,2,"12"
"1167","529946","010","0","0",NA,1,1,1,18,0,1,40,2,50,100,100,30,NA,1,10,70,NA,80,NA,20,10,2,NA,90,NA,20,NA,NA,10,NA,1,1,NA,5,NA,NA,100,80,60,NA,2,50,50,2,1,1,1,NA,3,1,3,2,"12"
"1168","529996","010","0","0","020",1,5,1,16,0,1,20,1,0,80,0,NA,NA,1,20,10,NA,50,1,0,0,NA,NA,20,NA,0,NA,NA,80,NA,20,0,NA,90,NA,NA,90,90,50,2,1,NA,NA,2,1,1,5,NA,2,1,4,2,"12"
"1169","529996","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,10,0,NA,NA,1,75,20,NA,50,2,50,50,40,40,80,NA,70,NA,NA,50,NA,50,40,NA,50,1,NA,50,50,50,2,1,NA,NA,2,5,3,NA,NA,3,1,4,2,"12"
"1170","530014","010","0","0",NA,1,1,1,12,0,1,NA,NA,NA,25,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,10,NA,NA,25,NA,5,3,NA,25,NA,10,NA,10,15,NA,2,5,3,3,2,2,NA,1,2,1,4,2,"12"
"1171","530135","010","0","0","020",5,5,1,13,4,1,NA,NA,NA,20,0,NA,NA,1,NA,NA,NA,40,NA,40,20,30,40,998,NA,998,NA,NA,100,NA,80,70,NA,998,NA,NA,NA,998,10,NA,2,998,NA,3,5,1,1,NA,3,1,4,2,"12"
"1172","530135","020","0","0","010",1,1,5,15,4,1,NA,NA,NA,20,10,0,NA,1,80,20,NA,80,NA,50,40,0,NA,10,NA,0,NA,NA,100,NA,80,998,NA,998,NA,NA,998,998,998,NA,1,NA,NA,3,5,1,1,NA,3,2,4,2,"12"
"1173","530211","010","0","0","020",1,5,1,16,0,1,50,2,0,100,0,NA,NA,1,0,20,NA,50,1,100,0,NA,NA,100,NA,20,NA,NA,100,NA,0,NA,NA,50,2,NA,80,80,50,1,2,100,NA,2,5,NA,NA,NA,3,1,4,2,"12"
"1174","530211","020","0","0","010",5,1,5,14,0,1,NA,NA,NA,50,25,0,NA,1,NA,NA,NA,25,NA,20,5,5,NA,75,NA,50,NA,NA,20,NA,5,0,NA,90,NA,NA,100,75,75,NA,2,50,20,3,5,NA,NA,NA,1,1,4,2,"12"
"1175","530323","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,0,NA,NA,10,1,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,0,NA,NA,50,NA,0,NA,NA,100,NA,50,NA,0,40,NA,2,0,40,2,5,1,1,NA,3,1,4,2,"12"
"1176","530461","010","0","0",NA,1,1,1,18,0,1,10,2,15,50,10,1,NA,1,1,50,NA,40,NA,30,20,20,NA,70,NA,70,NA,NA,70,NA,30,10,NA,90,NA,NA,90,90,50,1,2,30,30,2,4,1,5,NA,2,1,4,2,"12"
"1177","530661","010","0","0","020",5,1,5,12,6,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,100,NA,998,998,NA,NA,998,NA,998,NA,NA,998,NA,NA,NA,998,998,NA,NA,15,1,25,NA,2,25,29,1,1,1,1,NA,8,1,4,2,"12"
"1178","530661","020","0","0","010",1,5,1,13,9,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,100,100,NA,998,998,NA,998,998,NA,998,NA,NA,998,NA,NA,NA,998,998,NA,NA,998,998,998,NA,1,NA,NA,3,1,1,1,NA,8,1,4,2,"12"
"1179","530844","010","0","0","020",1,1,5,15,0,1,NA,NA,NA,100,100,1,NA,1,50,85,NA,50,2,5,0,NA,NA,0,NA,0,NA,NA,75,NA,25,0,NA,90,NA,NA,50,95,50,2,1,NA,NA,2,4,3,NA,NA,3,1,4,2,"12"
"1180","530844","020","0","0","010",5,5,1,18,0,1,20,2,60,100,100,30,NA,1,50,20,NA,30,NA,20,10,20,NA,60,NA,30,NA,NA,60,NA,20,5,NA,80,NA,NA,80,80,20,NA,2,30,40,2,4,1,1,NA,2,1,4,2,"12"
"1181","530980","010","0","0","020",1,1,5,15,0,1,NA,NA,NA,5,4,0,NA,1,0,0,NA,NA,NA,0,0,NA,NA,5,NA,5,NA,NA,7,NA,7,3,NA,3,NA,NA,3,3,5,NA,2,5,2,2,2,1,1,NA,1,1,4,2,"12"
"1182","530980","020","0","0","010",5,5,1,17,0,1,50,2,80,40,20,0,NA,1,40,30,NA,NA,NA,5,0,NA,NA,50,2,50,NA,NA,20,NA,40,0,NA,50,2,50,NA,50,40,NA,2,40,30,3,1,1,1,NA,1,1,4,2,"12"
"1183","531229","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,80,80,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,1,50,0,0,NA,NA,0,50,2,10,NA,20,20,NA,2,30,30,2,NA,1,1,NA,1,1,4,2,"12"
"1184","531254","010","0","0",NA,1,1,1,17,0,1,0,1,0,100,100,100,NA,1,20,10,NA,0,NA,NA,0,NA,NA,80,NA,60,NA,NA,30,NA,15,10,NA,100,NA,NA,100,100,70,NA,2,20,30,2,5,2,NA,5,1,1,4,2,"12"
"1185","531719","020","0","0","010",1,5,1,18,0,1,10,1,5,90,90,25,NA,1,10,50,NA,25,NA,10,5,5,NA,90,NA,80,NA,NA,15,NA,10,10,NA,75,NA,NA,30,50,20,NA,2,20,10,2,3,1,1,NA,1,1,4,2,"12"
"1186","531816","010","0","0",NA,1,1,1,18,0,1,0,1,10,100,100,10,NA,1,50,50,NA,50,1,50,0,NA,NA,75,NA,75,NA,NA,100,NA,50,50,NA,75,NA,NA,75,75,50,1,2,50,50,2,3,NA,NA,NA,1,1,4,2,"12"
"1187","531864","010","0","0","020",5,1,5,10,6,1,NA,NA,NA,40,0,NA,NA,1,998,30,NA,998,NA,NA,998,NA,NA,70,NA,998,NA,NA,998,NA,NA,NA,NA,998,NA,NA,NA,998,998,NA,1,NA,NA,8,2,1,8,NA,8,1,4,2,"12"
"1188","531864","020","0","0","010",1,5,1,3,3,1,998,1,998,998,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,"12"
"1189","532060","010","0","0","020",1,5,1,16,6,1,100,2,998,100,0,NA,NA,1,998,998,NA,100,NA,100,80,0,NA,100,NA,100,NA,NA,20,NA,0,NA,0,998,NA,NA,998,998,998,NA,1,NA,NA,3,4,1,1,NA,1,1,4,2,"12"
"1190","532060","020","0","0","010",5,1,5,14,5,1,NA,NA,NA,0,NA,NA,0,1,100,100,NA,100,NA,100,0,NA,NA,100,NA,100,NA,NA,100,NA,998,NA,998,998,NA,NA,998,998,998,NA,1,NA,NA,3,1,1,1,NA,1,1,4,2,"12"
"1191","532879","010","0","0","020",5,5,1,12,0,1,NA,NA,NA,100,0,NA,NA,1,NA,NA,NA,100,NA,100,50,50,NA,50,2,20,NA,NA,100,NA,100,50,NA,80,NA,NA,80,50,50,2,1,NA,NA,2,2,1,5,NA,3,1,4,2,"12"
"1192","532879","020","0","0","010",1,1,5,14,0,1,NA,NA,NA,100,30,0,NA,1,50,50,NA,NA,NA,NA,50,50,NA,NA,NA,50,2,50,50,NA,100,50,50,50,1,NA,50,50,0,NA,2,NA,50,3,NA,2,NA,1,2,1,4,2,"12"
"1193","533146","010","0","0",NA,1,1,1,15,0,1,0,1,0,80,80,80,NA,1,NA,NA,NA,10,NA,5,50,0,NA,75,NA,35,NA,NA,10,NA,10,10,NA,60,NA,NA,80,80,50,2,1,NA,NA,3,4,NA,NA,NA,3,1,4,2,"12"
"1194","533192","010","0","0","020",5,1,5,11,0,1,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,2,NA,0,3,4,2,NA,1,3,1,4,2,"12"
"1195","533192","020","0","0","010",1,5,1,16,0,1,NA,NA,NA,10,10,10,NA,1,10,100,NA,40,NA,10,0,NA,NA,100,NA,100,NA,NA,10,NA,10,10,NA,100,NA,NA,100,100,40,NA,2,80,35,1,5,1,1,NA,1,1,4,2,"12"
"1196","533668","010","0","0",NA,1,1,1,11,0,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,10,NA,10,NA,NA,50,NA,50,20,NA,0,NA,NA,NA,0,25,NA,2,20,40,3,5,1,1,NA,3,1,4,2,"12"
"1197","533796","010","0","0","020",1,5,1,17,0,1,10,2,10,100,80,50,NA,1,NA,NA,NA,80,NA,70,40,10,NA,80,NA,70,NA,NA,100,NA,70,30,50,50,2,NA,60,50,30,NA,2,20,60,1,4,3,NA,NA,3,2,4,2,"12"
"1198","533796","020","0","0","010",5,1,5,17,0,1,NA,NA,NA,100,100,50,NA,1,0,0,NA,20,NA,20,0,NA,20,50,1,30,NA,NA,100,NA,50,20,50,100,NA,NA,100,100,0,NA,2,NA,100,2,4,2,NA,1,2,1,4,2,"12"
"1199","533798","010","0","0",NA,1,1,1,19,0,1,60,1,0,100,100,100,NA,1,20,80,NA,100,NA,100,100,0,80,75,NA,70,NA,NA,100,NA,100,20,NA,80,NA,NA,80,80,80,NA,2,50,50,2,4,1,5,NA,1,1,4,2,"12"
"1200","533831","010","0","0",NA,1,1,1,10,1,1,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,10,NA,80,NA,80,998,NA,1,NA,NA,3,4,NA,NA,NA,1,3,4,2,"12"
"1201","533874","010","0","0",NA,1,1,1,11,6,1,NA,NA,NA,10,0,NA,NA,1,NA,NA,80,50,1,998,998,NA,NA,998,NA,998,NA,NA,998,NA,NA,NA,NA,998,NA,50,NA,50,998,NA,1,NA,NA,3,5,1,1,NA,1,1,4,2,"12"
"1202","533980","010","0","0","020",1,1,5,14,3,1,NA,NA,NA,20,0,NA,NA,1,0,0,NA,40,NA,0,0,NA,NA,50,1,40,NA,NA,40,NA,30,0,NA,998,NA,NA,998,998,998,NA,1,NA,NA,3,5,8,NA,NA,1,1,4,2,"12"
"1203","533980","020","0","0","010",5,5,1,17,0,1,90,2,60,40,3,1,NA,1,20,20,NA,50,2,40,40,30,NA,85,NA,70,NA,NA,50,NA,50,50,NA,80,NA,NA,80,85,50,2,1,NA,NA,1,4,9,NA,NA,1,1,4,2,"12"
"1204","534005","010","0","0",NA,1,1,1,14,0,1,NA,NA,NA,0,NA,NA,10,1,NA,NA,80,NA,NA,50,40,40,75,90,NA,75,NA,NA,75,NA,75,25,NA,25,NA,NA,25,40,75,NA,2,25,10,2,3,NA,NA,NA,3,1,4,2,"12"
"1205","534150","010","0","0","020",1,5,1,13,0,1,NA,NA,NA,50,0,NA,NA,1,NA,NA,100,70,NA,70,100,50,NA,70,NA,30,NA,NA,50,NA,20,20,NA,70,NA,NA,50,60,50,2,1,NA,NA,2,5,1,1,NA,1,1,4,2,"12"
"1206","534150","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,10,0,NA,NA,1,30,20,NA,10,NA,10,0,NA,NA,60,NA,50,NA,NA,50,NA,50,20,NA,30,NA,NA,30,30,40,NA,2,40,30,3,1,3,NA,NA,3,1,4,2,"12"
"1207","534178","010","0","0","020",5,1,5,11,0,1,NA,NA,NA,20,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,1,20,NA,NA,30,NA,20,20,NA,50,1,60,NA,60,0,NA,2,NA,100,2,1,2,NA,1,3,1,4,2,"12"
"1208","534178","020","0","0","010",1,5,1,14,0,1,0,1,0,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,50,2,80,100,NA,100,0,50,100,NA,0,NA,100,50,2,1,NA,NA,2,NA,2,NA,1,3,1,4,2,"12"
"1209","534233","010","0","0","020",5,5,1,18,0,1,90,2,50,20,10,0,NA,1,10,20,NA,50,2,0,0,NA,NA,10,NA,0,NA,NA,75,NA,75,40,NA,90,NA,NA,95,20,90,NA,2,90,20,1,4,1,1,NA,1,1,4,2,"12"
"1210","534233","020","0","0","010",1,1,5,13,0,1,NA,NA,NA,80,10,0,NA,1,0,50,NA,10,NA,0,0,NA,NA,80,NA,0,NA,NA,5,NA,0,NA,NA,50,2,NA,NA,70,50,2,1,NA,NA,3,4,1,1,NA,1,1,4,2,"12"
"1211","534241","010","0","0","020",1,1,5,15,1,1,NA,NA,NA,10,80,100,NA,1,NA,NA,100,80,NA,10,10,10,80,100,NA,100,NA,NA,40,NA,998,NA,NA,60,NA,NA,70,50,50,1,2,50,50,1,1,1,1,NA,1,1,4,2,"12"
"1212","534241","020","0","0","010",5,5,1,19,0,1,10,1,20,30,10,0,NA,1,60,20,NA,10,NA,30,10,0,20,50,2,15,NA,NA,60,NA,60,50,NA,50,2,NA,80,40,20,NA,2,30,40,2,3,1,1,NA,1,1,4,2,"12"
"1213","534381","010","0","0",NA,1,1,1,10,2,1,NA,NA,NA,10,0,NA,NA,1,NA,NA,80,10,NA,10,10,0,NA,10,NA,5,NA,NA,999,NA,NA,NA,NA,75,NA,NA,NA,75,999,NA,1,NA,NA,3,1,1,1,NA,1,1,4,2,"12"
"1214","534422","010","0","0","020",5,1,5,15,0,1,NA,NA,NA,80,60,10,NA,1,0,90,NA,10,NA,0,20,NA,NA,80,NA,75,NA,NA,10,NA,5,0,NA,98,NA,NA,99,100,50,2,1,NA,NA,3,2,2,NA,5,2,1,4,2,"12"
"1215","534422","020","0","0","010",1,5,1,18,0,1,25,2,75,80,10,0,NA,1,50,50,NA,80,NA,60,60,50,25,50,1,10,NA,NA,10,NA,0,NA,NA,80,NA,NA,80,80,50,1,2,10,10,2,1,1,1,NA,1,1,4,2,"12"
"1216","534440","010","0","0",NA,1,1,1,13,0,1,NA,NA,NA,7,0,NA,NA,1,NA,NA,1,NA,NA,0,0,NA,NA,19,NA,7,NA,NA,85,NA,80,75,NA,50,2,NA,30,75,50,1,2,40,50,3,1,NA,NA,NA,2,1,4,2,"12"
"1217","534501","010","0","0","020",1,5,1,17,0,1,0,1,20,100,100,40,NA,1,10,10,NA,5,NA,0,0,NA,NA,100,NA,50,NA,NA,100,NA,100,70,NA,100,NA,NA,50,50,50,2,1,NA,NA,1,4,1,5,NA,1,1,4,2,"12"
"1218","534501","020","0","0","010",5,1,5,15,0,1,NA,NA,NA,100,50,20,NA,1,80,50,NA,30,NA,20,0,NA,NA,50,2,30,NA,NA,40,NA,10,0,NA,80,NA,NA,NA,80,70,NA,2,70,70,2,1,1,5,NA,1,1,4,2,"12"
"1219","534632","010","0","0","020",5,1,5,12,0,1,NA,NA,NA,100,50,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,50,2,0,NA,NA,100,NA,100,100,NA,90,NA,100,NA,100,50,2,1,NA,NA,3,5,1,5,NA,3,1,4,2,"12"
"1220","534632","020","0","0","010",1,5,1,15,0,1,50,1,0,20,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,60,80,NA,50,30,50,50,2,60,NA,80,70,NA,2,40,50,3,NA,3,NA,NA,3,1,4,2,"12"
"1221","534873","010","0","0","020",1,1,5,11,0,1,NA,NA,NA,0,NA,NA,100,1,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,50,NA,100,50,NA,50,2,NA,100,50,50,2,1,NA,NA,3,4,1,1,NA,1,1,4,2,"12"
